date	site	transect	species	condition
2014-07-23	HBS1	3	SBOU	PBUR, PE, UD
2014-07-25	HBS1	3	SBOU	PE, UD, SA
2014-09-02	HBS1	3	SBOU	PE, PB
2014-09-04	HBS1	3	SBOU	PE, UD
2014-09-05	HBS1	3	SBOU	P, SED
2014-09-11	HBS1	3	SBOU	PE, UD
2014-09-22	HBS1	3	SBOU	SED, PM
2015-01-26	HBS1	3	SBOU	SA, PE
2015-06-23	HBS1	3	SBOU	PE, UC
2015-06-30	HBS1	3	SBOU	PE, UC
2015-07-08	HBS1	3	SBOU	UPM, PE
2015-07-13	HBS1	3	SBOU	UC, UPM
2013-10-18	HBS1	3	DSTO	NA
2013-10-21	HBS1	3	DSTO	NA
2013-11-01	HBS1	3	DSTO	NA
2013-11-07	HBS1	3	DSTO	NA
2013-11-24	HBS1	3	DSTO	SED
2013-12-11	HBS1	3	DSTO	SED
2014-01-06	HBS1	3	DSTO	PE, SED
2014-01-14	HBS1	3	DSTO	SA
2014-01-21	HBS1	3	DSTO	PE
2014-01-28	HBS1	3	DSTO	SA, PE
2014-02-04	HBS1	3	DSTO	PE, M, SED
2014-02-08	HBS1	3	DSTO	PE, SED
2014-02-17	HBS1	3	DSTO	SA, PE
2014-02-23	HBS1	3	DSTO	SA, PE
2014-03-06	HBS1	3	DSTO	SA, M, PE
2014-03-10	HBS1	3	DSTO	SA, PE
2014-03-20	HBS1	3	DSTO	SA, PE
2014-03-24	HBS1	3	DSTO	SA, PE
2014-04-02	HBS1	3	DSTO	NONE
2014-04-17	HBS1	3	DSTO	NONE
2014-04-24	HBS1	3	DSTO	SED
2014-04-26	HBS1	3	DSTO	SA
2014-05-03	HBS1	3	DSTO	SA
2014-05-04	HBS1	3	DSTO	SA
2014-05-23	HBS1	3	DSTO	M, PE
2014-05-25	HBS1	3	DSTO	SED
2014-05-29	HBS1	3	DSTO	PE, SED
2014-05-31	HBS1	3	DSTO	PE, SED
2014-06-13	HBS1	3	DSTO	SA, PE
2014-06-26	HBS1	3	DSTO	PE
2014-06-30	HBS1	3	DSTO	PE, SA, PM, PBUR
2014-07-14	HBS1	3	DSTO	SA, PBUR, PE
2014-07-23	HBS1	3	DSTO	PBUR, P
2014-07-25	HBS1	3	DSTO	PE, P, PBUR
2014-09-02	HBS1	3	DSTO	PM, SA, P, PBUR
2014-09-04	HBS1	3	DSTO	P
2014-09-05	HBS1	3	DSTO	P, PBUR
2014-09-11	HBS1	3	DSTO	PBUR, P
2014-09-22	HBS1	3	DSTO	P, PBUR, PB
2015-01-26	HBS1	3	DSTO	SA, PBUR
2015-06-23	HBS1	3	DSTO	PE
2015-06-30	HBS1	3	DSTO	PE, PBUR
2015-07-08	HBS1	3	DSTO	NONE
2015-07-13	HBS1	3	DSTO	PBUR
2013-10-18	HBS1	3	MCAV	SA
2013-10-21	HBS1	3	MCAV	PE
2013-11-01	HBS1	3	MCAV	NA
2013-11-07	HBS1	3	MCAV	PE
2013-11-24	HBS1	3	MCAV	SA, PE
2013-12-11	HBS1	3	MCAV	SED
2014-01-06	HBS1	3	MCAV	P, SA
2014-01-14	HBS1	3	MCAV	PE
2014-01-21	HBS1	3	MCAV	SA, PE
2014-01-28	HBS1	3	MCAV	SA, PE
2014-02-04	HBS1	3	MCAV	PE, PE, SA
2014-02-08	HBS1	3	MCAV	PE, SA
2014-02-17	HBS1	3	MCAV	SA, PE
2014-02-23	HBS1	3	MCAV	SA, M, PE
2014-03-06	HBS1	3	MCAV	SA, PE
2014-03-10	HBS1	3	MCAV	SA, M, PE
2014-03-20	HBS1	3	MCAV	SA
2014-03-24	HBS1	3	MCAV	SA
2014-04-02	HBS1	3	MCAV	SA, PE
2014-04-17	HBS1	3	MCAV	SA, PE
2014-04-24	HBS1	3	MCAV	SA
2014-04-26	HBS1	3	MCAV	PE, SA
2014-05-03	HBS1	3	MCAV	SA
2014-05-04	HBS1	3	MCAV	PE, SA
2014-05-23	HBS1	3	MCAV	PE
2014-05-25	HBS1	3	MCAV	SA, PBUR
2014-05-29	HBS1	3	MCAV	SA, PE
2014-05-31	HBS1	3	MCAV	SA, PE
2014-06-13	HBS1	3	MCAV	SA
2014-06-26	HBS1	3	MCAV	PE, SED
2014-06-30	HBS1	3	MCAV	SA, PBUR
2014-07-14	HBS1	3	MCAV	SA, PBUR, PE
2014-07-23	HBS1	3	MCAV	PE, SA, M
2014-07-25	HBS1	3	MCAV	PE, P, PBUR
2014-09-02	HBS1	3	MCAV	PBUR
2014-09-04	HBS1	3	MCAV	PBUR
2014-09-05	HBS1	3	MCAV	P, PBUR
2014-09-11	HBS1	3	MCAV	SED
2014-09-22	HBS1	3	MCAV	P, PBUR
2015-01-26	HBS1	3	MCAV	SA
2015-06-23	HBS1	3	MCAV	SA, PBUR
2015-06-30	HBS1	3	MCAV	UPM
2015-07-08	HBS1	3	MCAV	NONE
2015-07-13	HBS1	3	MCAV	PBUR
2013-10-18	HBS1	3	SSID	NA
2013-10-21	HBS1	3	SSID	NA
2013-11-01	HBS1	3	SSID	NA
2013-11-07	HBS1	3	SSID	NA
2013-11-24	HBS1	3	SSID	M, SA
2013-12-11	HBS1	3	SSID	M, SA
2014-01-06	HBS1	3	SSID	SED
2014-01-14	HBS1	3	SSID	NONE
2014-01-21	HBS1	3	SSID	SED
2014-01-28	HBS1	3	SSID	SED
2014-02-04	HBS1	3	SSID	M, SED
2014-02-08	HBS1	3	SSID	SA
2014-02-17	HBS1	3	SSID	NONE
2014-02-23	HBS1	3	SSID	SA
2014-03-06	HBS1	3	SSID	M
2014-03-10	HBS1	3	SSID	SA, M
2014-03-20	HBS1	3	SSID	SA
2014-03-24	HBS1	3	SSID	SA
2014-04-02	HBS1	3	SSID	SED
2014-04-17	HBS1	3	SSID	M, SED
2014-04-24	HBS1	3	SSID	SED
2014-04-26	HBS1	3	SSID	M, SED
2014-05-03	HBS1	3	SSID	SED
2014-05-04	HBS1	3	SSID	SED
2014-05-23	HBS1	3	SSID	SED
2014-05-25	HBS1	3	SSID	NONE
2014-05-29	HBS1	3	SSID	M
2014-05-31	HBS1	3	SSID	SED
2014-06-13	HBS1	3	SSID	SED
2014-06-26	HBS1	3	SSID	SED
2014-06-30	HBS1	3	SSID	PBUR
2014-07-14	HBS1	3	SSID	SA, P
2014-07-23	HBS1	3	SSID	P, SED
2014-07-25	HBS1	3	SSID	P
2014-09-02	HBS1	3	SSID	SED
2014-09-04	HBS1	3	SSID	P
2014-09-05	HBS1	3	SSID	P
2014-09-11	HBS1	3	SSID	P, M
2014-09-22	HBS1	3	SSID	P, FB, SED, PBUR
2015-01-26	HBS1	3	SSID	SED
2015-06-23	HBS1	3	SSID	NONE
2015-06-30	HBS1	3	SSID	NONE
2015-07-08	HBS1	3	SSID	NONE
2015-07-13	HBS1	3	SSID	P
2013-10-18	HBS1	3	DCLI	NA
2013-10-21	HBS1	3	DCLI	NA
2013-11-01	HBS1	3	DCLI	NA
2013-11-07	HBS1	3	DCLI	SA
2013-11-24	HBS1	3	DCLI	SA
2013-12-11	HBS1	3	DCLI	SA
2014-01-06	HBS1	3	DCLI	SA
2014-01-14	HBS1	3	DCLI	SA
2014-01-21	HBS1	3	DCLI	SA
2014-01-28	HBS1	3	DCLI	SA
2014-02-04	HBS1	3	DCLI	SED
2014-02-08	HBS1	3	DCLI	PE, SA
2014-02-17	HBS1	3	DCLI	SA
2014-02-23	HBS1	3	DCLI	SA
2014-03-06	HBS1	3	DCLI	SA, PE
2014-03-10	HBS1	3	DCLI	SA, PE
2014-03-20	HBS1	3	DCLI	SA, PBUR
2014-03-24	HBS1	3	DCLI	SA
2014-04-02	HBS1	3	DCLI	SA, PE
2014-04-17	HBS1	3	DCLI	SA, PBUR, PE
2014-04-24	HBS1	3	DCLI	SA
2014-04-26	HBS1	3	DCLI	SA
2014-05-03	HBS1	3	DCLI	SA
2014-05-04	HBS1	3	DCLI	SA
2014-05-23	HBS1	3	DCLI	SA, PBUR
2014-05-25	HBS1	3	DCLI	SA
2014-05-29	HBS1	3	DCLI	SA
2014-05-31	HBS1	3	DCLI	SA
2014-06-13	HBS1	3	DCLI	SA
2014-06-26	HBS1	3	DCLI	SA, PBUR
2014-06-30	HBS1	3	DCLI	SA, PBUR
2014-07-14	HBS1	3	DCLI	SA
2014-07-23	HBS1	3	DCLI	SA
2014-07-25	HBS1	3	DCLI	SA, PBUR
2014-09-02	HBS1	3	DCLI	PBUR, SA
2014-09-04	HBS1	3	DCLI	PBUR
2014-09-05	HBS1	3	DCLI	PBUR, SA, P
2014-09-11	HBS1	3	DCLI	SA, PBUR
2014-09-22	HBS1	3	DCLI	SA, P, PBUR
2015-01-26	HBS1	3	DCLI	SA
2015-06-23	HBS1	3	DCLI	SA, PBUR
2015-06-30	HBS1	3	DCLI	SA, PBUR
2015-07-08	HBS1	3	DCLI	PE, PBUR
2015-07-13	HBS1	3	DCLI	SA, PBUR
2013-10-18	HBS2	1	SINT	NA
2013-10-22	HBS2	1	SINT	NA
2013-11-02	HBS2	1	SINT	NA
2013-11-07	HBS2	1	SINT	NA
2013-11-24	HBS2	1	SINT	PE, SA
2013-12-05	HBS2	1	SINT	SED
2013-12-12	HBS2	1	SINT	PE, SA, PBUR
2014-01-06	HBS2	1	SINT	PE, SED
2014-01-13	HBS2	1	SINT	SED
2014-01-21	HBS2	1	SINT	SA
2014-02-04	HBS2	1	SINT	PE, PE, SED
2014-02-08	HBS2	1	SINT	PE, SED
2014-02-14	HBS2	1	SINT	SA, M, PE
2014-02-22	HBS2	1	SINT	PBUR, PE
2014-03-07	HBS2	1	SINT	BUR, M, PE
2014-03-10	HBS2	1	SINT	PBUR, PE
2014-03-21	HBS2	1	SINT	PBUR, PE
2014-03-24	HBS2	1	SINT	PBUR
2014-04-02	HBS2	1	SINT	PE, PM, SED
2014-04-17	HBS2	1	SINT	PBUR, P
2014-04-24	HBS2	1	SINT	SA, PBUR
2014-04-26	HBS2	1	SINT	PBUR
2014-05-03	HBS2	1	SINT	PBUR, PM, SA
2014-05-04	HBS2	1	SINT	PBUR
2014-05-22	HBS2	1	SINT	SA, PBUR, PM
2014-05-26	HBS2	1	SINT	SA, PBUR, PM
2014-05-30	HBS2	1	SINT	PBUR, PM
2014-05-31	HBS2	1	SINT	SA, PM
2014-06-06	HBS2	1	SINT	SA, PBUR, PM
2014-06-13	HBS2	1	SINT	SA, PM
2014-06-16	HBS2	1	SINT	PM, CD
2014-06-19	HBS2	1	SINT	PM, SA
2014-06-23	HBS2	1	SINT	M, SA, PM
2014-07-29	HBS2	1	SINT	PBUR
2014-09-05	HBS2	1	SINT	PBUR, P, SED
2014-09-11	HBS2	1	SINT	PBUR
2014-09-22	HBS2	1	SINT	PBUR, SA, PM, PB
2015-01-26	HBS2	1	SINT	UPM, SA
2015-06-23	HBS2	1	SINT	MIS
2015-06-30	HBS2	1	SINT	MIS
2015-07-08	HBS2	1	SINT	PB, P, PD
2015-07-13	HBS2	1	SINT	MIS
2013-11-07	HBS2	1	-	NA
2013-10-18	HBS2	1	MMEA	NA
2013-10-22	HBS2	1	MMEA	NA
2013-11-02	HBS2	1	MMEA	SA
2013-11-07	HBS2	1	MMEA	NA
2013-11-24	HBS2	1	MMEA	PE, PBUR
2013-12-05	HBS2	1	MMEA	PE, PBUR
2013-12-12	HBS2	1	MMEA	SA, PBUR
2014-01-06	HBS2	1	MMEA	PE, SA
2014-01-13	HBS2	1	MMEA	SA, PE
2014-01-21	HBS2	1	MMEA	SED
2014-02-04	HBS2	1	MMEA	PE, PM, SA
2014-02-08	HBS2	1	MMEA	PE, SA
2014-02-14	HBS2	1	MMEA	SA, PBUR, PE
2014-02-22	HBS2	1	MMEA	SA, PE
2014-03-07	HBS2	1	MMEA	SA, PE
2014-03-10	HBS2	1	MMEA	PBUR, PE
2014-03-21	HBS2	1	MMEA	SA, M, PE
2014-03-24	HBS2	1	MMEA	SA, PBUR, PE
2014-04-02	HBS2	1	MMEA	PBUR, PE, SED
2014-04-17	HBS2	1	MMEA	SA, PM
2014-04-24	HBS2	1	MMEA	SA, PM, PBUR
2014-04-26	HBS2	1	MMEA	SA, PBUR
2014-05-03	HBS2	1	MMEA	PBUR, PM
2014-05-04	HBS2	1	MMEA	SA, PM, PBUR
2014-05-22	HBS2	1	MMEA	SA, PBUR, PM
2014-05-26	HBS2	1	MMEA	SA, PBUR, PM
2014-05-30	HBS2	1	MMEA	SA, PBUR, M, PM
2014-05-31	HBS2	1	MMEA	SA
2014-06-06	HBS2	1	MMEA	SA, PBUR, PE
2014-06-13	HBS2	1	MMEA	SA, PM
2014-06-16	HBS2	1	MMEA	PE
2014-06-19	HBS2	1	MMEA	PBUR, SA, PM
2014-06-23	HBS2	1	MMEA	SED, PBUR
2014-07-29	HBS2	1	MMEA	SA, P
2014-09-05	HBS2	1	MMEA	PBUR, P
2014-09-11	HBS2	1	MMEA	SA, P, UPM
2014-09-22	HBS2	1	MMEA	PBUR, SA
2015-01-26	HBS2	1	MMEA	SA
2015-06-23	HBS2	1	MMEA	DEAD
2015-06-30	HBS2	1	MMEA	DEAD
2015-07-08	HBS2	1	MMEA	DEAD
2015-07-13	HBS2	1	MMEA	DEAD
2013-10-18	HBS2	1	SBOU	PE
2013-10-22	HBS2	1	SBOU	PE, UD
2013-11-02	HBS2	1	SBOU	PE
2013-11-07	HBS2	1	SBOU	PE, SA
2013-11-24	HBS2	1	SBOU	PE, SA
2013-12-05	HBS2	1	SBOU	PE
2013-12-12	HBS2	1	SBOU	PE, SA
2014-01-06	HBS2	1	SBOU	PE, UD
2014-01-13	HBS2	1	SBOU	NONE
2014-01-21	HBS2	1	SBOU	PE
2014-02-04	HBS2	1	SBOU	PE, UD
2014-02-08	HBS2	1	SBOU	PE, SED
2014-02-14	HBS2	1	SBOU	M, PE
2014-02-22	HBS2	1	SBOU	PE
2014-03-07	HBS2	1	SBOU	M, P, PE
2014-03-10	HBS2	1	SBOU	SA, PE
2014-03-21	HBS2	1	SBOU	PE, SED, UPM
2014-03-24	HBS2	1	SBOU	SED, UPM
2014-04-02	HBS2	1	SBOU	SA, PE, PM
2014-04-17	HBS2	1	SBOU	SA, PM
2014-04-24	HBS2	1	SBOU	PE, SA
2014-04-26	HBS2	1	SBOU	SA, PM, M
2014-05-03	HBS2	1	SBOU	PM
2014-05-04	HBS2	1	SBOU	PM
2014-05-22	HBS2	1	SBOU	SA, PM
2014-05-26	HBS2	1	SBOU	SA, PM
2014-05-30	HBS2	1	SBOU	PE, PM, SED
2014-05-31	HBS2	1	SBOU	SA, PM
2014-06-06	HBS2	1	SBOU	SA, PM
2014-06-13	HBS2	1	SBOU	PM
2014-06-16	HBS2	1	SBOU	DEAD
2014-06-19	HBS2	1	SBOU	DEAD
2014-06-23	HBS2	1	SBOU	DEAD
2014-07-29	HBS2	1	SBOU	DEAD
2014-09-05	HBS2	1	SBOU	DEAD
2014-09-11	HBS2	1	SBOU	DEAD
2014-09-22	HBS2	1	SBOU	DEAD
2015-01-26	HBS2	1	SBOU	DEAD
2015-06-23	HBS2	1	SBOU	DEAD
2015-06-30	HBS2	1	SBOU	DEAD
2015-07-08	HBS2	1	SBOU	DEAD
2015-07-13	HBS2	1	SBOU	DEAD
2013-10-18	HBS2	1	SBOU	PE
2013-10-22	HBS2	1	SBOU	PE
2013-11-02	HBS2	1	SBOU	NA
2013-11-07	HBS2	1	SBOU	PE, SA
2013-11-24	HBS2	1	SBOU	PE, SA
2013-12-05	HBS2	1	SBOU	PE, SA
2013-12-12	HBS2	1	SBOU	PE, SA
2014-01-06	HBS2	1	SBOU	SA
2014-01-13	HBS2	1	SBOU	SED
2014-01-21	HBS2	1	SBOU	SED
2014-02-04	HBS2	1	SBOU	PE, M
2014-02-08	HBS2	1	SBOU	PE, SED
2014-02-14	HBS2	1	SBOU	PE
2014-02-22	HBS2	1	SBOU	SA, PE
2014-03-07	HBS2	1	SBOU	SA, PE
2014-03-10	HBS2	1	SBOU	SA, P, PE
2014-03-21	HBS2	1	SBOU	PE, SED
2014-03-24	HBS2	1	SBOU	SA
2014-04-02	HBS2	1	SBOU	PE, SED
2014-04-17	HBS2	1	SBOU	SA
2014-04-24	HBS2	1	SBOU	PE, SA
2014-04-26	HBS2	1	SBOU	PE, SA
2014-05-03	HBS2	1	SBOU	PE, SED
2014-05-04	HBS2	1	SBOU	PE, SA, UD, PBUR
2014-05-22	HBS2	1	SBOU	SA, PE
2014-05-26	HBS2	1	SBOU	PE, SED
2014-05-30	HBS2	1	SBOU	SA, M
2014-05-31	HBS2	1	SBOU	SA, PE
2014-06-06	HBS2	1	SBOU	SA
2014-06-13	HBS2	1	SBOU	SA, PE
2014-06-16	HBS2	1	SBOU	PE, SA
2014-06-19	HBS2	1	SBOU	SED
2014-06-23	HBS2	1	SBOU	SED
2014-07-29	HBS2	1	SBOU	PE, UPM
2014-09-05	HBS2	1	SBOU	PBUR, PM
2014-09-11	HBS2	1	SBOU	UPM, PE
2014-09-22	HBS2	1	SBOU	UPM, SA
2015-01-26	HBS2	1	SBOU	UPM
2015-06-23	HBS2	1	SBOU	DEAD
2015-06-30	HBS2	1	SBOU	DEAD
2015-07-08	HBS2	1	SBOU	DEAD
2015-07-13	HBS2	1	SBOU	DEAD
2013-10-18	HBS2	1	SINT	NA
2013-10-22	HBS2	1	SINT	NA
2013-11-02	HBS2	1	SINT	NA
2013-11-07	HBS2	1	SINT	NA
2013-11-24	HBS2	1	SINT	PE, SA
2013-12-05	HBS2	1	SINT	PE, SA
2013-12-12	HBS2	1	SINT	PE, SA
2014-01-06	HBS2	1	SINT	NONE
2014-01-13	HBS2	1	SINT	SA
2014-01-21	HBS2	1	SINT	SED
2014-02-04	HBS2	1	SINT	PE, M, SED
2014-02-08	HBS2	1	SINT	PE, SED
2014-02-14	HBS2	1	SINT	SA, PE
2014-02-22	HBS2	1	SINT	SA, PE
2014-03-07	HBS2	1	SINT	MIS
2014-03-10	HBS2	1	SINT	SA, M, PE
2014-03-21	HBS2	1	SINT	SA, PE
2014-03-24	HBS2	1	SINT	PBUR, PE
2014-04-02	HBS2	1	SINT	PE
2014-04-17	HBS2	1	SINT	SA, PE
2014-04-24	HBS2	1	SINT	PE, SA
2014-04-26	HBS2	1	SINT	SED
2014-05-03	HBS2	1	SINT	SA, PBUR
2014-05-04	HBS2	1	SINT	SED
2014-05-22	HBS2	1	SINT	SA, PM
2014-05-26	HBS2	1	SINT	PM, SED
2014-05-30	HBS2	1	SINT	PM, SED
2014-05-31	HBS2	1	SINT	PM
2014-06-06	HBS2	1	SINT	PM, SED
2014-06-13	HBS2	1	SINT	PBUR, P
2014-06-16	HBS2	1	SINT	NONE
2014-06-19	HBS2	1	SINT	PE, M
2014-06-23	HBS2	1	SINT	SED
2014-07-29	HBS2	1	SINT	PE, PBUR
2014-09-05	HBS2	1	SINT	P, PBUR
2014-09-11	HBS2	1	SINT	PE, P
2014-09-22	HBS2	1	SINT	P, PBUR, SED
2015-01-26	HBS2	1	SINT	SED
2015-06-23	HBS2	1	SINT	UPM
2015-06-30	HBS2	1	SINT	PE
2015-07-08	HBS2	1	SINT	PE, UPM
2015-07-13	HBS2	1	SINT	PE, UPM
2013-11-07	HBS2	1	-	NA
2013-11-07	HBS2	1	-	NA
2013-11-07	HBS2	1	-	NA
2013-11-07	HBS2	1	-	NA
2013-10-18	HBS2	2	DSTO	NA
2013-10-22	HBS2	2	DSTO	NA
2013-11-02	HBS2	2	DSTO	SA
2013-11-07	HBS2	2	DSTO	NA
2013-11-24	HBS2	2	DSTO	PE, SA
2013-12-05	HBS2	2	DSTO	SA
2013-12-12	HBS2	2	DSTO	SA, SA
2014-01-06	HBS2	2	DSTO	NONE
2014-01-13	HBS2	2	DSTO	SED
2014-01-21	HBS2	2	DSTO	SED
2014-02-04	HBS2	2	DSTO	PE, M, SED
2014-02-08	HBS2	2	DSTO	PE, SED
2014-02-14	HBS2	2	DSTO	PE
2014-02-22	HBS2	2	DSTO	NONE
2014-03-07	HBS2	2	DSTO	SA, M, PE
2014-03-10	HBS2	2	DSTO	PE
2014-03-21	HBS2	2	DSTO	SA
2014-03-24	HBS2	2	DSTO	SED
2014-04-02	HBS2	2	DSTO	NONE
2014-04-17	HBS2	2	DSTO	SED
2014-04-24	HBS2	2	DSTO	SED
2014-04-26	HBS2	2	DSTO	SA
2014-05-03	HBS2	2	DSTO	SED
2014-05-04	HBS2	2	DSTO	SED
2014-05-22	HBS2	2	DSTO	SED
2014-05-26	HBS2	2	DSTO	SED
2014-05-30	HBS2	2	DSTO	NONE
2014-05-31	HBS2	2	DSTO	SED
2014-06-06	HBS2	2	DSTO	NONE
2014-06-13	HBS2	2	DSTO	PE, SED
2014-06-16	HBS2	2	DSTO	PE
2014-06-19	HBS2	2	DSTO	SED
2014-06-23	HBS2	2	DSTO	NONE
2014-07-29	HBS2	2	DSTO	NONE
2014-09-05	HBS2	2	DSTO	P, SED
2014-09-11	HBS2	2	DSTO	NONE
2014-09-22	HBS2	2	DSTO	P, SED
2015-01-26	HBS2	2	DSTO	SED
2015-06-23	HBS2	2	DSTO	DEAD
2015-06-30	HBS2	2	DSTO	DEAD
2015-07-08	HBS2	2	DSTO	DEAD
2015-07-13	HBS2	2	DSTO	DEAD
2013-10-18	HBS2	2	SBOU	NA
2013-10-22	HBS2	2	SBOU	NA
2013-11-02	HBS2	2	SBOU	NA
2013-11-07	HBS2	2	SBOU	PE
2013-11-24	HBS2	2	SBOU	PE, SA
2013-12-05	HBS2	2	SBOU	PE, SA
2013-12-12	HBS2	2	SBOU	PE, SA, PBUR
2014-01-06	HBS2	2	SBOU	PE
2014-01-13	HBS2	2	SBOU	M, PE, UD
2014-01-21	HBS2	2	SBOU	SA, PE
2014-02-04	HBS2	2	SBOU	PE, M, SED
2014-02-08	HBS2	2	SBOU	PE, SED
2014-02-14	HBS2	2	SBOU	SA, M, PE
2014-02-22	HBS2	2	SBOU	SA, PE
2014-03-07	HBS2	2	SBOU	SA, M, PE
2014-03-10	HBS2	2	SBOU	SA, PE
2014-03-21	HBS2	2	SBOU	SA, PE
2014-03-24	HBS2	2	SBOU	PE, SED
2014-04-02	HBS2	2	SBOU	SA, PE
2014-04-17	HBS2	2	SBOU	SA
2014-04-24	HBS2	2	SBOU	PE, SA, PBUR
2014-04-26	HBS2	2	SBOU	PE, SA
2014-05-03	HBS2	2	SBOU	PE, SA
2014-05-04	HBS2	2	SBOU	PE, SA, PBUR
2014-05-22	HBS2	2	SBOU	SA, PBUR, PE, UD
2014-05-26	HBS2	2	SBOU	SA, PBUR, PE
2014-05-30	HBS2	2	SBOU	SA, PBUR, P, PE, UD
2014-05-31	HBS2	2	SBOU	SA, PBUR, PE
2014-06-06	HBS2	2	SBOU	SA, PBUR, PE
2014-06-13	HBS2	2	SBOU	SA, PBUR
2014-06-16	HBS2	2	SBOU	PE, M, SA, PBUR
2014-06-19	HBS2	2	SBOU	SA, PBUR
2014-06-23	HBS2	2	SBOU	PE, PBUR
2014-07-29	HBS2	2	SBOU	PE, PM, PBUR
2014-09-05	HBS2	2	SBOU	PM, PBUR, SED
2014-09-11	HBS2	2	SBOU	PE, UD, PBUR
2014-09-22	HBS2	2	SBOU	PM, PBUR, SA
2015-01-26	HBS2	2	SBOU	SA, PBUR
2015-06-23	HBS2	2	SBOU	PE, PBUR, UD
2015-06-30	HBS2	2	SBOU	PE, UD
2015-07-08	HBS2	2	SBOU	PE, PBUR
2015-07-13	HBS2	2	SBOU	PE, PB, P, SA
2013-10-18	HBS2	2	SBOU	NA
2013-10-22	HBS2	2	SBOU	NA
2013-11-02	HBS2	2	SBOU	M
2013-11-07	HBS2	2	SBOU	NA
2013-11-24	HBS2	2	SBOU	PE, SA
2013-12-05	HBS2	2	SBOU	PE, SA, PBUR
2013-12-12	HBS2	2	SBOU	PE
2014-01-06	HBS2	2	SBOU	PE, UD
2014-01-13	HBS2	2	SBOU	SED
2014-01-21	HBS2	2	SBOU	PE
2014-02-04	HBS2	2	SBOU	PE, M, PM
2014-02-08	HBS2	2	SBOU	PE, SED
2014-02-14	HBS2	2	SBOU	SA, PE, UD
2014-02-22	HBS2	2	SBOU	SA, PE
2014-03-07	HBS2	2	SBOU	SA, M, PE
2014-03-10	HBS2	2	SBOU	PE, SED
2014-03-21	HBS2	2	SBOU	SA, PE
2014-03-24	HBS2	2	SBOU	PE, SED
2014-04-02	HBS2	2	SBOU	SA, PE
2014-04-17	HBS2	2	SBOU	SA, M
2014-04-24	HBS2	2	SBOU	SA, PE
2014-04-26	HBS2	2	SBOU	PM, SA
2014-05-03	HBS2	2	SBOU	SA, PM
2014-05-04	HBS2	2	SBOU	PE, SA, PBUR
2014-05-22	HBS2	2	SBOU	SA, PE, PM
2014-05-26	HBS2	2	SBOU	SA, PE, PM
2014-05-30	HBS2	2	SBOU	SA, PE, PM
2014-05-31	HBS2	2	SBOU	SA, PE, PM
2014-06-06	HBS2	2	SBOU	SA, PE
2014-06-13	HBS2	2	SBOU	SA, PE, PM
2014-06-16	HBS2	2	SBOU	PE, PM, SA
2014-06-19	HBS2	2	SBOU	SA, PM
2014-06-23	HBS2	2	SBOU	PE, SA, PM
2014-07-29	HBS2	2	SBOU	PE, UPM
2014-09-05	HBS2	2	SBOU	PBUR, SED
2014-09-11	HBS2	2	SBOU	PE, PBUR
2014-09-22	HBS2	2	SBOU	PBUR, SA
2015-01-26	HBS2	2	SBOU	SA, UPM
2015-06-23	HBS2	2	SBOU	PE, WP
2015-06-30	HBS2	2	SBOU	PE, PM, UPM
2015-07-08	HBS2	2	SBOU	PE, UD
2015-07-13	HBS2	2	SBOU	PE
2013-10-18	HBS2	2	SBOU	SA
2013-10-22	HBS2	2	SBOU	UD
2013-11-02	HBS2	2	SBOU	UD
2013-11-07	HBS2	2	SBOU	UD
2013-11-24	HBS2	2	SBOU	PB, PE, UD
2013-12-05	HBS2	2	SBOU	SA, PBUR, UD, PE
2013-12-12	HBS2	2	SBOU	SA, UD, PE
2014-01-06	HBS2	2	SBOU	PE, UD
2014-01-13	HBS2	2	SBOU	PE, UD
2014-01-21	HBS2	2	SBOU	UD
2014-02-04	HBS2	2	SBOU	PE, UD
2014-02-08	HBS2	2	SBOU	PE, PE, PB, UD
2014-02-14	HBS2	2	SBOU	M, PE, UD
2014-02-22	HBS2	2	SBOU	SA, PE, UD
2014-03-07	HBS2	2	SBOU	PE, UD
2014-03-10	HBS2	2	SBOU	PE, UD
2014-03-21	HBS2	2	SBOU	SA, PBUR, PE, UD
2014-03-24	HBS2	2	SBOU	UD
2014-04-02	HBS2	2	SBOU	SA, PE, UD
2014-04-17	HBS2	2	SBOU	SA, PE, UD
2014-04-24	HBS2	2	SBOU	UD, SA
2014-04-26	HBS2	2	SBOU	UD, M, PBUR
2014-05-03	HBS2	2	SBOU	UD, SA
2014-05-04	HBS2	2	SBOU	UD, PE, SA
2014-05-22	HBS2	2	SBOU	SA, PE, PM, UD
2014-05-26	HBS2	2	SBOU	SA, PE, PM, UD
2014-05-30	HBS2	2	SBOU	SA, M, PE, PM, UD
2014-05-31	HBS2	2	SBOU	SA, UD
2014-06-06	HBS2	2	SBOU	SA, PE, PM, UD
2014-06-13	HBS2	2	SBOU	SA, PE, UD
2014-06-16	HBS2	2	SBOU	UD, PE, SA
2014-06-19	HBS2	2	SBOU	UD, SED
2014-06-23	HBS2	2	SBOU	UD, SA
2014-07-29	HBS2	2	SBOU	UD, PBUR
2014-09-05	HBS2	2	SBOU	SED
2014-09-11	HBS2	2	SBOU	PE, PBUR
2014-09-22	HBS2	2	SBOU	PM, PBUR, SA
2015-01-26	HBS2	2	SBOU	SA, UD
2015-06-23	HBS2	2	SBOU	UPM
2015-06-30	HBS2	2	SBOU	UPM
