date	site	transect	species	condition
2014-08-07	R2N1	3	MCAV	PBUR
2014-08-08	R2N1	3	MCAV	PE, PBUR
2014-08-13	R2N1	3	MCAV	PBUR, P
2014-08-16	R2N1	3	MCAV	PBUR, SA
2014-08-20	R2N1	3	MCAV	SA, PBUR, P
2014-08-21	R2N1	3	MCAV	PBUR
2014-09-14	R2N1	3	MCAV	PBUR, BL
2014-09-17	R2N1	3	MCAV	P, PB, PBUR
2014-09-19	R2N1	3	MCAV	PB, P, PBUR
2014-09-28	R2N1	3	MCAV	P, PB, PBUR
2014-10-02	R2N1	3	MCAV	P, PB, PBUR, SA
2014-10-04	R2N1	3	MCAV	P, PB, PBUR
2014-10-08	R2N1	3	MCAV	PBUR, PB
2014-10-18	R2N1	3	MCAV	P, PBUR
2014-10-20	R2N1	3	MCAV	P, PBUR
2014-11-07	R2N1	3	MCAV	M, P
2014-11-13	R2N1	3	MCAV	SA, PM
2015-02-25	R2N1	3	MCAV	SA
2015-03-18	R2N1	3	MCAV	PE, SED
2015-05-19	R2N1	3	MCAV	SED
2015-06-18	R2N1	3	MCAV	PBUR
2015-06-24	R2N1	3	MCAV	NONE
2015-07-06	R2N1	3	MCAV	PBUR
2015-07-15	R2N1	3	MCAV	NONE
2016-08-12	R2N1	3	MCAV	CM
2013-11-20	R2N2	1	SINT	NA
2013-11-24	R2N2	1	SINT	NA
2013-12-02	R2N2	1	SINT	SED
2013-12-15	R2N2	1	SINT	NA
2014-04-15	R2N2	1	SINT	SA, PE
2014-06-10	R2N2	1	SINT	SA, PBUR, PE
2014-06-14	R2N2	1	SINT	SA, PBUR
2014-06-18	R2N2	1	SINT	PBUR, SA
2014-06-22	R2N2	1	SINT	SA, PBUR, PM
2014-06-26	R2N2	1	SINT	PBUR, PM
2014-06-27	R2N2	1	SINT	SA
2014-07-06	R2N2	1	SINT	PBUR
2014-07-16	R2N2	1	SINT	PE, PBUR, SA
2014-07-20	R2N2	1	SINT	PBUR, SA
2014-08-07	R2N2	1	SINT	SA, PBUR, PM
2014-08-08	R2N2	1	SINT	PM
2014-08-14	R2N2	1	SINT	PE, SA, PBUR, PM
2014-08-16	R2N2	1	SINT	PM
2014-08-20	R2N2	1	SINT	PM, PBUR, SED
2014-08-21	R2N2	1	SINT	PM, PBUR, PB
2014-09-14	R2N2	1	SINT	BL, PBUR
2014-09-17	R2N2	1	SINT	BL, PBUR
2014-09-27	R2N2	1	SINT	BL, PBUR
2014-10-18	R2N2	1	SINT	BL, PBUR, PM
2014-11-07	R2N2	1	SINT	BL, PM
2014-11-18	R2N2	1	SINT	PM, BL
2015-02-24	R2N2	1	SINT	PE, P, UPM
2015-03-06	R2N2	1	SINT	SED, UPM
2015-03-17	R2N2	1	SINT	UPM, SED
2015-05-19	R2N2	1	SINT	P, SED, UPM
2015-06-18	R2N2	1	SINT	SED
2015-06-24	R2N2	1	SINT	PBUR
2015-07-06	R2N2	1	SINT	NONE
2015-07-15	R2N2	1	SINT	PE, P
2016-08-12	R2N2	1	SINT	NONE
2013-11-20	R2N2	1	SSID	M
2013-11-24	R2N2	1	SSID	SED
2013-12-02	R2N2	1	SSID	SED
2013-12-15	R2N2	1	SSID	NA
2014-04-15	R2N2	1	SSID	SA, M
2014-06-10	R2N2	1	SSID	M, SED
2014-06-14	R2N2	1	SSID	SED
2014-06-18	R2N2	1	SSID	P, M
2014-06-22	R2N2	1	SSID	SED
2014-06-26	R2N2	1	SSID	NONE
2014-06-27	R2N2	1	SSID	NONE
2014-07-06	R2N2	1	SSID	SED
2014-07-16	R2N2	1	SSID	M, P
2014-07-20	R2N2	1	SSID	P, M
2014-08-07	R2N2	1	SSID	SED, M, P, UC
2014-08-08	R2N2	1	SSID	FB
2014-08-14	R2N2	1	SSID	UC, PBUR
2014-08-16	R2N2	1	SSID	UC
2014-08-20	R2N2	1	SSID	PBUR, UC
2014-08-21	R2N2	1	SSID	PBUR, UC, SED
2014-09-14	R2N2	1	SSID	P, SED, FB
2014-09-17	R2N2	1	SSID	FB
2014-09-27	R2N2	1	SSID	M, SA, FB, PBUR
2014-10-18	R2N2	1	SSID	FB, PBUR
2014-11-07	R2N2	1	SSID	P, MIS
2014-11-18	R2N2	1	SSID	P
2015-02-24	R2N2	1	SSID	MIS
2015-03-06	R2N2	1	SSID	MIS
2015-03-17	R2N2	1	SSID	MIS
2015-05-19	R2N2	1	SSID	MIS
2015-06-18	R2N2	1	SSID	MIS
2015-06-24	R2N2	1	SSID	MIS
2015-07-06	R2N2	1	SSID	MIS
2015-07-15	R2N2	1	SSID	MIS
2016-08-12	R2N2	1	SSID	MIS
2013-11-20	R2N2	1	MCAV	SA
2013-11-24	R2N2	1	MCAV	SA
2013-12-02	R2N2	1	MCAV	SA
2013-12-15	R2N2	1	MCAV	M, SA
2014-04-15	R2N2	1	MCAV	SA
2014-06-10	R2N2	1	MCAV	SA, PBUR, PE
2014-06-14	R2N2	1	MCAV	SA, PBUR
2014-06-18	R2N2	1	MCAV	SA
2014-06-22	R2N2	1	MCAV	SA
2014-06-26	R2N2	1	MCAV	SA, M
2014-06-27	R2N2	1	MCAV	SA
2014-07-06	R2N2	1	MCAV	SA, PBUR
2014-07-16	R2N2	1	MCAV	SA
2014-07-20	R2N2	1	MCAV	SA, PBUR
2014-08-07	R2N2	1	MCAV	SA
2014-08-08	R2N2	1	MCAV	SA, PBUR
2014-08-14	R2N2	1	MCAV	SA, PBUR
2014-08-16	R2N2	1	MCAV	SA, PBUR
2014-08-20	R2N2	1	MCAV	SA, PBUR
2014-08-21	R2N2	1	MCAV	SA, PBUR
2014-09-14	R2N2	1	MCAV	P, PB, SA, PBUR
2014-09-17	R2N2	1	MCAV	P, PB, PBUR, SA
2014-09-27	R2N2	1	MCAV	P, PB, SA, PBUR
2014-10-18	R2N2	1	MCAV	P, PB, SA, PBUR
2014-11-07	R2N2	1	MCAV	PB, P, SA
2014-11-18	R2N2	1	MCAV	PB, P, SA, PBUR
2015-02-24	R2N2	1	MCAV	SA
2015-03-06	R2N2	1	MCAV	SA
2015-03-17	R2N2	1	MCAV	SA
2015-05-19	R2N2	1	MCAV	SA
2015-06-18	R2N2	1	MCAV	SA
2015-06-24	R2N2	1	MCAV	SA
2015-07-06	R2N2	1	MCAV	SA
2015-07-15	R2N2	1	MCAV	SA
2016-08-12	R2N2	1	MCAV	SA
2013-11-20	R2N2	1	MCAV	NA
2013-11-24	R2N2	1	MCAV	NA
2013-12-02	R2N2	1	MCAV	SED
2013-12-15	R2N2	1	MCAV	SED
2014-04-15	R2N2	1	MCAV	SED
2014-06-10	R2N2	1	MCAV	SA, PE
2014-06-14	R2N2	1	MCAV	SA
2014-06-18	R2N2	1	MCAV	SA
2014-06-22	R2N2	1	MCAV	SED, FB
2014-06-26	R2N2	1	MCAV	SA
2014-06-27	R2N2	1	MCAV	NONE
2014-07-06	R2N2	1	MCAV	NONE
2014-07-16	R2N2	1	MCAV	SA, P
2014-07-20	R2N2	1	MCAV	P, SA
2014-08-07	R2N2	1	MCAV	P, PBUR
2014-08-08	R2N2	1	MCAV	PE, SA, PBUR
2014-08-14	R2N2	1	MCAV	PBUR
2014-08-16	R2N2	1	MCAV	P, PBUR
2014-08-20	R2N2	1	MCAV	PBUR, P
2014-08-21	R2N2	1	MCAV	PBUR, P
2014-09-14	R2N2	1	MCAV	P, PB
2014-09-17	R2N2	1	MCAV	P, PB, PBUR
2014-09-27	R2N2	1	MCAV	P, PB, PBUR
2014-10-18	R2N2	1	MCAV	P, PB, PBUR
2014-11-07	R2N2	1	MCAV	PB, P, SED
2014-11-18	R2N2	1	MCAV	P, PB, PBUR
2015-02-24	R2N2	1	MCAV	NONE
2015-03-06	R2N2	1	MCAV	NONE
2015-03-17	R2N2	1	MCAV	SED, FB
2015-05-19	R2N2	1	MCAV	SED
2015-06-18	R2N2	1	MCAV	NONE
2015-06-24	R2N2	1	MCAV	NONE
2015-07-06	R2N2	1	MCAV	SA
2015-07-15	R2N2	1	MCAV	P, PD
2016-08-12	R2N2	1	MCAV	NONE
2013-11-20	R2N2	1	SSID	NA
2013-11-24	R2N2	1	SSID	NA
2013-12-02	R2N2	1	SSID	SED
2013-12-15	R2N2	1	SSID	M
2014-04-15	R2N2	1	SSID	SED
2014-06-10	R2N2	1	SSID	MIS
2014-06-14	R2N2	1	SSID	PBUR
2014-06-18	R2N2	1	SSID	PBUR
2014-06-22	R2N2	1	SSID	PM, PBUR
2014-06-26	R2N2	1	SSID	BUR
2014-06-27	R2N2	1	SSID	NONE
2014-07-06	R2N2	1	SSID	MIS
2014-07-16	R2N2	1	SSID	DEAD
2014-07-20	R2N2	1	SSID	MIS
2014-08-07	R2N2	1	SSID	DEAD
2014-08-08	R2N2	1	SSID	DEAD
2014-08-14	R2N2	1	SSID	DEAD
2014-08-16	R2N2	1	SSID	DEAD
2014-08-20	R2N2	1	SSID	DEAD
2014-08-21	R2N2	1	SSID	DEAD
2014-09-14	R2N2	1	SSID	DEAD
2014-09-17	R2N2	1	SSID	DEAD
2014-09-27	R2N2	1	SSID	DEAD
2014-10-18	R2N2	1	SSID	DEAD
2014-11-07	R2N2	1	SSID	DEAD
2014-11-18	R2N2	1	SSID	DEAD
2015-02-24	R2N2	1	SSID	DEAD
2015-03-06	R2N2	1	SSID	DEAD
2015-03-17	R2N2	1	SSID	DEAD
2015-05-19	R2N2	1	SSID	DEAD
2015-06-18	R2N2	1	SSID	BUR
2015-06-24	R2N2	1	SSID	DEAD
2015-07-06	R2N2	1	SSID	DEAD
2015-07-15	R2N2	1	SSID	DEAD
2016-08-12	R2N2	1	SSID	DEAD
2013-11-20	R2N2	1	DSTO	SA
2013-11-24	R2N2	1	DSTO	NA
2013-12-02	R2N2	1	DSTO	SED
2013-12-15	R2N2	1	DSTO	SA
2014-04-15	R2N2	1	DSTO	P, PB, SED
2014-06-10	R2N2	1	DSTO	PE, UPM
2014-06-14	R2N2	1	DSTO	SA, P
2014-06-18	R2N2	1	DSTO	SA, PBUR
2014-06-22	R2N2	1	DSTO	SA, P
2014-06-26	R2N2	1	DSTO	P, PM
2014-06-27	R2N2	1	DSTO	PE, SA
2014-07-06	R2N2	1	DSTO	PBUR
2014-07-16	R2N2	1	DSTO	P, SA, PD
2014-07-20	R2N2	1	DSTO	P, UC
2014-08-07	R2N2	1	DSTO	SED, P, PM
2014-08-08	R2N2	1	DSTO	PE, P, UPM
2014-08-14	R2N2	1	DSTO	PE, SA, PBUR, P
2014-08-16	R2N2	1	DSTO	P
2014-08-20	R2N2	1	DSTO	P, PM, SA
2014-08-21	R2N2	1	DSTO	P, PBUR, PM
2014-09-14	R2N2	1	DSTO	P, PM
2014-09-17	R2N2	1	DSTO	UPM, P, PM
2014-09-27	R2N2	1	DSTO	P, PM, SA
2014-10-18	R2N2	1	DSTO	PBUR, SED
2014-11-07	R2N2	1	DSTO	PM, P, SA
2014-11-18	R2N2	1	DSTO	P, PM
2015-02-24	R2N2	1	DSTO	NONE
2015-03-06	R2N2	1	DSTO	SED
2015-03-17	R2N2	1	DSTO	UPM, P
2015-05-19	R2N2	1	DSTO	DEAD
2015-06-18	R2N2	1	DSTO	DEAD
2015-06-24	R2N2	1	DSTO	DEAD
2015-07-06	R2N2	1	DSTO	DEAD
2015-07-15	R2N2	1	DSTO	DEAD
2016-08-12	R2N2	1	DSTO	DEAD
2013-11-20	R2N2	1	SBOU	SA
2013-11-24	R2N2	1	SBOU	PE
2013-12-02	R2N2	1	SBOU	SED
2013-12-15	R2N2	1	SBOU	PE, M, SA
2014-04-15	R2N2	1	SBOU	M, SED
2014-06-10	R2N2	1	SBOU	SA, PBUR, PE
2014-06-14	R2N2	1	SBOU	PM, SED, UD
2014-06-18	R2N2	1	SBOU	SA, P
2014-06-22	R2N2	1	SBOU	SED, UD, PM
2014-06-26	R2N2	1	SBOU	UD
2014-06-27	R2N2	1	SBOU	PM, UD
2014-07-06	R2N2	1	SBOU	UD
2014-07-16	R2N2	1	SBOU	SA, UD, UC, PBUR
2014-07-20	R2N2	1	SBOU	UC, UD, PE, SED, M
2014-08-07	R2N2	1	SBOU	P, PM
2014-08-08	R2N2	1	SBOU	UPM, UC, P
2014-08-14	R2N2	1	SBOU	PE, SA, PBUR, UC, PM
2014-08-16	R2N2	1	SBOU	UC, SED
2014-08-20	R2N2	1	SBOU	UD, PM, UC
2014-08-21	R2N2	1	SBOU	UC, UPM, UD
2014-09-14	R2N2	1	SBOU	UPM, P, SA
2014-09-17	R2N2	1	SBOU	UPM, SA
2014-09-27	R2N2	1	SBOU	UPM, SA, PE
2014-10-18	R2N2	1	SBOU	SA, PBUR
2014-11-07	R2N2	1	SBOU	SA, UC
2014-11-18	R2N2	1	SBOU	SA, PE, PBUR
2015-02-24	R2N2	1	SBOU	SA, UC, PBUR
2015-03-06	R2N2	1	SBOU	SA
2015-03-17	R2N2	1	SBOU	SED, UC
2015-05-19	R2N2	1	SBOU	SA, UD, UC
2015-06-18	R2N2	1	SBOU	UPM, UC, SA
2015-06-24	R2N2	1	SBOU	UC
2015-07-06	R2N2	1	SBOU	UC, P
2015-07-15	R2N2	1	SBOU	PE, UC, SA
2016-08-12	R2N2	1	SBOU	UPM
2013-11-20	R2N2	1	SSID	M, SA
2013-11-24	R2N2	1	SSID	NA
2013-12-02	R2N2	1	SSID	SED
2013-12-15	R2N2	1	SSID	M, SA
2014-04-15	R2N2	1	SSID	SED
2014-06-10	R2N2	1	SSID	SA, PBUR, M
2014-06-14	R2N2	1	SSID	SA, PBUR
2014-06-18	R2N2	1	SSID	SA, M
2014-06-22	R2N2	1	SSID	SED, PBUR
2014-06-26	R2N2	1	SSID	PBUR, M
2014-06-27	R2N2	1	SSID	NONE
2014-07-06	R2N2	1	SSID	SED, M, PBUR
2014-07-16	R2N2	1	SSID	M, SA
2014-07-20	R2N2	1	SSID	PBUR, PD, M, SED
2014-08-07	R2N2	1	SSID	M, SA
2014-08-08	R2N2	1	SSID	M, PBUR
2014-08-14	R2N2	1	SSID	M, PBUR
2014-08-16	R2N2	1	SSID	PBUR, P, UC
2014-08-20	R2N2	1	SSID	PBUR, PM, SED
2014-08-21	R2N2	1	SSID	PBUR, PB
2014-09-14	R2N2	1	SSID	P, PBUR
2014-09-17	R2N2	1	SSID	P, PBUR
2014-09-27	R2N2	1	SSID	PM, PBUR, M
2014-10-18	R2N2	1	SSID	PM, PBUR, FB
2014-11-07	R2N2	1	SSID	BUR
2014-11-18	R2N2	1	SSID	BUR
2015-02-24	R2N2	1	SSID	PBUR
2015-03-06	R2N2	1	SSID	PM, SED
2015-03-17	R2N2	1	SSID	SED
2015-05-19	R2N2	1	SSID	SED, UPM
2015-06-18	R2N2	1	SSID	PM, PBUR
2015-06-24	R2N2	1	SSID	PBUR, PM
2015-07-06	R2N2	1	SSID	PM, SA
2015-07-15	R2N2	1	SSID	PM
2016-08-12	R2N2	1	SSID	PB, PM
2013-11-20	R2N2	1	SBOU	SA
2013-11-24	R2N2	1	SBOU	NA
2013-12-02	R2N2	1	SBOU	SED
2013-12-15	R2N2	1	SBOU	SA
2014-04-15	R2N2	1	SBOU	SA
2014-06-10	R2N2	1	SBOU	SA, PBUR, PE
2014-06-14	R2N2	1	SBOU	SA, PBUR
2014-06-18	R2N2	1	SBOU	SA, M, SA
2014-06-22	R2N2	1	SBOU	SA, M, PBUR
2014-06-26	R2N2	1	SBOU	SA, PBUR
2014-06-27	R2N2	1	SBOU	SA, PM
2014-07-06	R2N2	1	SBOU	SA, PM
2014-07-16	R2N2	1	SBOU	SA, PBUR
2014-07-20	R2N2	1	SBOU	PBUR, PE, PM, M
2014-08-07	R2N2	1	SBOU	PBUR, SA, P
2014-08-08	R2N2	1	SBOU	PE, SA, PBUR, PM
2014-08-14	R2N2	1	SBOU	PBUR, PM
2014-08-16	R2N2	1	SBOU	PBUR, SED
2014-08-20	R2N2	1	SBOU	PM, PB, PBUR
2014-08-21	R2N2	1	SBOU	PBUR, PM, SED
2014-09-14	R2N2	1	SBOU	PBUR, PM, P, SED, PB
2014-09-17	R2N2	1	SBOU	PBUR, PB, PM
2014-09-27	R2N2	1	SBOU	PB, PM, PBUR
2014-10-18	R2N2	1	SBOU	PM, PBUR, SA, PB
2014-11-07	R2N2	1	SBOU	PM, SED
2014-11-18	R2N2	1	SBOU	PM, SA, PBUR
2015-02-24	R2N2	1	SBOU	UPM, SA
2015-03-06	R2N2	1	SBOU	UPM, SA
2015-03-17	R2N2	1	SBOU	UPM, SA
2015-05-19	R2N2	1	SBOU	UPM, UD, SA
2015-06-18	R2N2	1	SBOU	PM, UC, UPM
2015-06-24	R2N2	1	SBOU	UPM
2015-07-06	R2N2	1	SBOU	UC, SA
2015-07-15	R2N2	1	SBOU	UPM, UC, SA
2016-08-12	R2N2	1	SBOU	DEAD
2013-11-20	R2N2	1	SSID	SED
2013-11-24	R2N2	1	SSID	NA
2013-12-02	R2N2	1	SSID	NA
2013-12-15	R2N2	1	SSID	NA
2014-04-15	R2N2	1	SSID	SED
2014-06-10	R2N2	1	SSID	M, SED
2014-06-14	R2N2	1	SSID	M
2014-06-18	R2N2	1	SSID	PBUR, P
2014-06-22	R2N2	1	SSID	SED
2014-06-26	R2N2	1	SSID	M, SED
2014-06-27	R2N2	1	SSID	NONE
2014-07-06	R2N2	1	SSID	SED
2014-07-16	R2N2	1	SSID	P
2014-07-20	R2N2	1	SSID	P
2014-08-07	R2N2	1	SSID	FB, P, UC
2014-08-08	R2N2	1	SSID	UPM
2014-08-14	R2N2	1	SSID	SA, UC
2014-08-16	R2N2	1	SSID	UC
2014-08-20	R2N2	1	SSID	PB, UC, SA
2014-08-21	R2N2	1	SSID	PB, UC, SED
2014-09-14	R2N2	1	SSID	P, PB
2014-09-17	R2N2	1	SSID	P, PB
2014-09-27	R2N2	1	SSID	PB, P
2014-10-18	R2N2	1	SSID	P, PB, SED
2014-11-07	R2N2	1	SSID	PB, P, UPM
2014-11-18	R2N2	1	SSID	P
2015-02-24	R2N2	1	SSID	P
2015-03-06	R2N2	1	SSID	SED
2015-03-17	R2N2	1	SSID	P, SED
2015-05-19	R2N2	1	SSID	SED, P
2015-06-18	R2N2	1	SSID	NONE
2015-06-24	R2N2	1	SSID	P
2015-07-06	R2N2	1	SSID	P
2015-07-15	R2N2	1	SSID	NONE
2016-08-12	R2N2	1	SSID	CM, P
2013-11-20	R2N2	2	SINT	NA
2013-11-24	R2N2	2	SINT	PE, UPM
2013-12-02	R2N2	2	SINT	NA
2013-12-15	R2N2	2	SINT	UPM
2014-04-15	R2N2	2	SINT	SA, PE
2014-06-10	R2N2	2	SINT	PE
2014-06-14	R2N2	2	SINT	PBUR, P
2014-06-18	R2N2	2	SINT	M
2014-06-22	R2N2	2	SINT	SA, PBUR, PM
2014-06-26	R2N2	2	SINT	PBUR
2014-06-27	R2N2	2	SINT	PBUR
2014-07-06	R2N2	2	SINT	PM, PBUR
2014-07-16	R2N2	2	SINT	DEAD
2014-07-20	R2N2	2	SINT	BUR
2014-08-07	R2N2	2	SINT	BUR
2014-08-08	R2N2	2	SINT	BUR, PM
2014-08-14	R2N2	2	SINT	BUR
2014-08-16	R2N2	2	SINT	BUR
2014-08-20	R2N2	2	SINT	BUR
2014-08-21	R2N2	2	SINT	BUR
2014-09-14	R2N2	2	SINT	BUR
2014-09-17	R2N2	2	SINT	BUR
2014-09-27	R2N2	2	SINT	BUR
2014-10-18	R2N2	2	SINT	BUR
2014-11-07	R2N2	2	SINT	DEAD
2014-11-18	R2N2	2	SINT	BUR
2015-02-24	R2N2	2	SINT	PE
2015-03-06	R2N2	2	SINT	PM
2015-03-17	R2N2	2	SINT	SED
2015-05-19	R2N2	2	SINT	SED, PBUR
2015-06-18	R2N2	2	SINT	PBUR
2015-06-24	R2N2	2	SINT	PBUR
2015-07-06	R2N2	2	SINT	PBUR
2015-07-15	R2N2	2	SINT	SA
2016-08-12	R2N2	2	SINT	PBUR, SA
2013-11-20	R2N2	2	MCAV	SA
2013-11-24	R2N2	2	MCAV	NA
2013-12-02	R2N2	2	MCAV	SED
2013-12-15	R2N2	2	MCAV	P
2014-04-15	R2N2	2	MCAV	SA
2014-06-10	R2N2	2	MCAV	SA, PBUR, P
2014-06-14	R2N2	2	MCAV	SA
2014-06-18	R2N2	2	MCAV	SED
2014-06-22	R2N2	2	MCAV	SED
2014-06-26	R2N2	2	MCAV	SA
2014-06-27	R2N2	2	MCAV	NONE
2014-07-06	R2N2	2	MCAV	NONE
2014-07-16	R2N2	2	MCAV	SA, P
2014-07-20	R2N2	2	MCAV	P, PBUR
2014-08-07	R2N2	2	MCAV	SED, P
2014-08-08	R2N2	2	MCAV	PBUR, SA
2014-08-14	R2N2	2	MCAV	PBUR
2014-08-16	R2N2	2	MCAV	NONE
2014-08-20	R2N2	2	MCAV	PBUR, P
2014-08-21	R2N2	2	MCAV	PBUR, P
2014-09-14	R2N2	2	MCAV	P
2014-09-17	R2N2	2	MCAV	PBUR
2014-09-27	R2N2	2	MCAV	SED
2014-10-18	R2N2	2	MCAV	PBUR
2014-11-07	R2N2	2	MCAV	SA, P
2014-11-18	R2N2	2	MCAV	PBUR
2015-02-24	R2N2	2	MCAV	NONE
2015-03-06	R2N2	2	MCAV	UPM, P
2015-03-17	R2N2	2	MCAV	SED, UPM
2015-05-19	R2N2	2	MCAV	SED
2015-06-18	R2N2	2	MCAV	P
2015-06-24	R2N2	2	MCAV	P
2015-07-06	R2N2	2	MCAV	P, PBUR
2015-07-15	R2N2	2	MCAV	P
2016-08-12	R2N2	2	MCAV	NONE
2013-11-20	R2N2	2	MCAV	NA
2013-11-24	R2N2	2	MCAV	SA, UPM
2013-12-02	R2N2	2	MCAV	SA
2013-12-15	R2N2	2	MCAV	SA
2014-04-15	R2N2	2	MCAV	SA, P
2014-06-10	R2N2	2	MCAV	SA, PE
2014-06-14	R2N2	2	MCAV	SA
2014-06-18	R2N2	2	MCAV	PBUR
2014-06-22	R2N2	2	MCAV	SA
2014-06-26	R2N2	2	MCAV	SA
2014-06-27	R2N2	2	MCAV	NONE
2014-07-06	R2N2	2	MCAV	NONE
2014-07-16	R2N2	2	MCAV	SA
2014-07-20	R2N2	2	MCAV	NONE
2014-08-07	R2N2	2	MCAV	SED
2014-08-08	R2N2	2	MCAV	SA
2014-08-14	R2N2	2	MCAV	PM, PBUR
2014-08-16	R2N2	2	MCAV	PBUR
2014-08-20	R2N2	2	MCAV	PBUR
2014-08-21	R2N2	2	MCAV	PBUR
2014-09-14	R2N2	2	MCAV	SA
2014-09-17	R2N2	2	MCAV	P, UPM
2014-09-27	R2N2	2	MCAV	SED
2014-10-18	R2N2	2	MCAV	PBUR
2014-11-07	R2N2	2	MCAV	SA, P
2014-11-18	R2N2	2	MCAV	NONE
2015-02-24	R2N2	2	MCAV	SA
2015-03-06	R2N2	2	MCAV	SED
2015-03-17	R2N2	2	MCAV	SED
2015-05-19	R2N2	2	MCAV	SED, P
2015-06-18	R2N2	2	MCAV	NONE
2015-06-24	R2N2	2	MCAV	NONE
2015-07-06	R2N2	2	MCAV	NONE
2015-07-15	R2N2	2	MCAV	NONE
2016-08-12	R2N2	2	MCAV	DEAD
2013-11-20	R2N2	2	MCAV	UPM
2013-11-24	R2N2	2	MCAV	UPM
2013-12-02	R2N2	2	MCAV	UPM
2013-12-15	R2N2	2	MCAV	UPM
2014-04-15	R2N2	2	MCAV	SED, UPM
2014-06-10	R2N2	2	MCAV	SA, UPM
2014-06-14	R2N2	2	MCAV	SA, PM
2014-06-18	R2N2	2	MCAV	SED
2014-06-22	R2N2	2	MCAV	SED
2014-06-26	R2N2	2	MCAV	SA, PM
2014-06-27	R2N2	2	MCAV	SA
2014-07-06	R2N2	2	MCAV	SED
2014-07-16	R2N2	2	MCAV	SA
2014-07-20	R2N2	2	MCAV	P, UPM
2014-08-07	R2N2	2	MCAV	M, SA, UPM
2014-08-08	R2N2	2	MCAV	SA, PBUR, UPM
2014-08-14	R2N2	2	MCAV	SA, PBUR, UPM
2014-08-16	R2N2	2	MCAV	UPM, M, SA
2014-08-20	R2N2	2	MCAV	UPM, PBUR
2014-08-21	R2N2	2	MCAV	UPM, SA, PBUR
2014-09-14	R2N2	2	MCAV	UPM, P
2014-09-17	R2N2	2	MCAV	P, PB, UPM
2014-09-27	R2N2	2	MCAV	UPM, P, PB, SA
2014-10-18	R2N2	2	MCAV	P, PB, SA
2014-11-07	R2N2	2	MCAV	PB, P, SED
2014-11-18	R2N2	2	MCAV	UPM, PB, WP
2015-02-24	R2N2	2	MCAV	DEAD
2015-03-06	R2N2	2	MCAV	DEAD
2015-03-17	R2N2	2	MCAV	DEAD
2015-05-19	R2N2	2	MCAV	DEAD
2015-06-18	R2N2	2	MCAV	DEAD
2015-06-24	R2N2	2	MCAV	DEAD
2015-07-06	R2N2	2	MCAV	DEAD
2015-07-15	R2N2	2	MCAV	DEAD
2016-08-12	R2N2	2	MCAV	DEAD
2013-11-20	R2N2	2	SBOU	SA
2013-11-24	R2N2	2	SBOU	NA
2013-12-02	R2N2	2	SBOU	SA
2013-12-15	R2N2	2	SBOU	M, SA
2014-04-15	R2N2	2	SBOU	SA, PE
2014-06-10	R2N2	2	SBOU	SA, PBUR, PE
2014-06-14	R2N2	2	SBOU	SA
2014-06-18	R2N2	2	SBOU	SA
2014-06-22	R2N2	2	SBOU	SA
2014-06-26	R2N2	2	SBOU	SA, PBUR
2014-06-27	R2N2	2	SBOU	PBUR, SA
2014-07-06	R2N2	2	SBOU	SA, PBUR, PM
2014-07-16	R2N2	2	SBOU	SA, UD, PBUR
2014-07-20	R2N2	2	SBOU	UD, SA, PE, PBUR
2014-08-07	R2N2	2	SBOU	SA, PBUR
2014-08-08	R2N2	2	SBOU	PE, PBUR, PM
2014-08-14	R2N2	2	SBOU	PE, PBUR, SA
2014-08-16	R2N2	2	SBOU	PBUR, SA
2014-08-20	R2N2	2	SBOU	PM, PBUR, SA, PB
2014-08-21	R2N2	2	SBOU	PBUR, PM, UC
2014-09-14	R2N2	2	SBOU	PM, PBUR, SA
2014-09-17	R2N2	2	SBOU	PBUR, PM
2014-09-27	R2N2	2	SBOU	PM, PD, PBUR
2014-10-18	R2N2	2	SBOU	SA, PBUR, PM
2014-11-07	R2N2	2	SBOU	SA, PM
2014-11-18	R2N2	2	SBOU	SA, PE, PBUR
2015-02-24	R2N2	2	SBOU	PE, SA, UPM
2015-03-06	R2N2	2	SBOU	SA, UPM
2015-03-17	R2N2	2	SBOU	UPM, SA
2015-05-19	R2N2	2	SBOU	UPM, UD, SA
2015-06-18	R2N2	2	SBOU	UPM, P, SA
2015-06-24	R2N2	2	SBOU	UPM, SA
2015-07-06	R2N2	2	SBOU	UPM
2015-07-15	R2N2	2	SBOU	UPM
2016-08-12	R2N2	2	SBOU	DEAD
2013-11-20	R2N2	2	ALAM	NA
2013-11-24	R2N2	2	ALAM	NA
2013-12-02	R2N2	2	ALAM	NA
2013-12-15	R2N2	2	ALAM	NA
2014-04-15	R2N2	2	ALAM	PB, SED
2014-06-10	R2N2	2	ALAM	NONE
2014-06-14	R2N2	2	ALAM	P
2014-06-18	R2N2	2	ALAM	SA, SA
2014-06-22	R2N2	2	ALAM	FB, SED
2014-06-26	R2N2	2	ALAM	P, SA, PM
2014-06-27	R2N2	2	ALAM	NONE
2014-07-06	R2N2	2	ALAM	PB
2014-07-16	R2N2	2	ALAM	P
2014-07-20	R2N2	2	ALAM	NONE
2014-08-07	R2N2	2	ALAM	PB
2014-08-08	R2N2	2	ALAM	NONE
2014-08-14	R2N2	2	ALAM	PBUR
2014-08-16	R2N2	2	ALAM	P
2014-08-20	R2N2	2	ALAM	PBUR
2014-08-21	R2N2	2	ALAM	PBUR
2014-09-14	R2N2	2	ALAM	PBUR, PB
