reef	dir	dist	dist_actual	site	site0	transect	meter_mark	sdepth_cm	stype
R2	N	550	574	R2N	R2N-550-LR	NS	49	1.3	NA
R2	N	550	575	R2N	R2N-550-LR	NS	50	0.7	Mixed
R2	N	550	550	R2N	R2N-550-LR	EW	0	0.5	Mixed
R2	N	550	550	R2N	R2N-550-LR	EW	1	0.2	NA
R2	N	550	550	R2N	R2N-550-LR	EW	2	0.2	NA
R2	N	550	550	R2N	R2N-550-LR	EW	3	0.2	NA
R2	N	550	550	R2N	R2N-550-LR	EW	4	0.5	NA
R2	N	550	550	R2N	R2N-550-LR	EW	5	0.3	Mixed
R2	N	550	550	R2N	R2N-550-LR	EW	6	0.2	NA
R2	N	550	550	R2N	R2N-550-LR	EW	7	0.3	NA
R2	N	550	550	R2N	R2N-550-LR	EW	8	0.3	NA
R2	N	550	550	R2N	R2N-550-LR	EW	9	0.5	NA
R2	N	550	550	R2N	R2N-550-LR	EW	10	0.4	Mixed
R2	N	550	550	R2N	R2N-550-LR	EW	11	0.4	NA
R2	N	550	550	R2N	R2N-550-LR	EW	12	0.3	NA
R2	N	550	550	R2N	R2N-550-LR	EW	13	0.2	NA
R2	N	550	550	R2N	R2N-550-LR	EW	14	0.4	NA
R2	N	550	550	R2N	R2N-550-LR	EW	15	0.3	Mixed
R2	N	550	550	R2N	R2N-550-LR	EW	16	0.5	NA
R2	N	550	550	R2N	R2N-550-LR	EW	17	0.5	NA
R2	N	550	550	R2N	R2N-550-LR	EW	18	0.5	NA
R2	N	550	550	R2N	R2N-550-LR	EW	19	0.4	NA
R2	N	550	550	R2N	R2N-550-LR	EW	20	0.5	Mixed
R2	N	550	550	R2N	R2N-550-LR	EW	21	0.4	NA
R2	N	550	550	R2N	R2N-550-LR	EW	22	0.5	NA
R2	N	550	550	R2N	R2N-550-LR	EW	23	0.3	NA
R2	N	550	550	R2N	R2N-550-LR	EW	24.05	0.2	NA
R2	N	550	550	R2N	R2N-550-LR	EW	25	0.3	Mixed
R2	N	550	550	R2N	R2N-550-LR	EW	26	0.2	NA
R2	N	550	550	R2N	R2N-550-LR	EW	27	0.2	NA
R2	N	550	550	R2N	R2N-550-LR	EW	28.25	0.5	NA
R2	N	550	550	R2N	R2N-550-LR	EW	29	0.3	NA
R2	N	550	550	R2N	R2N-550-LR	EW	30	0.5	Mixed
R2	N	550	550	R2N	R2N-550-LR	EW	31	0.5	NA
R2	N	550	550	R2N	R2N-550-LR	EW	32	0.2	NA
R2	N	550	550	R2N	R2N-550-LR	EW	33	0.5	NA
R2	N	550	550	R2N	R2N-550-LR	EW	34	0.4	NA
R2	N	550	550	R2N	R2N-550-LR	EW	35	0.3	Mixed
R2	N	550	550	R2N	R2N-550-LR	EW	36.02	0.4	NA
R2	N	550	550	R2N	R2N-550-LR	EW	37	0.8	NA
R2	N	550	550	R2N	R2N-550-LR	EW	38	0.5	NA
R2	N	550	550	R2N	R2N-550-LR	EW	39	1.4	NA
R2	N	550	550	R2N	R2N-550-LR	EW	40.1	0.5	Mixed
R2	N	550	550	R2N	R2N-550-LR	EW	41	0.2	NA
R2	N	550	550	R2N	R2N-550-LR	EW	42	0.5	NA
R2	N	550	550	R2N	R2N-550-LR	EW	43	0.4	NA
R2	N	550	550	R2N	R2N-550-LR	EW	44	0.4	NA
R2	N	550	550	R2N	R2N-550-LR	EW	45.1	0.2	Mixed
R2	N	550	550	R2N	R2N-550-LR	EW	46	1.9	NA
R2	N	550	550	R2N	R2N-550-LR	EW	47	0.2	NA
R2	N	550	550	R2N	R2N-550-LR	EW	48	2.1	NA
R2	N	550	550	R2N	R2N-550-LR	EW	49	0.4	NA
R2	N	550	550	R2N	R2N-550-LR	EW	50	0.3	Mixed
R2	N	650	625	R2N	R2N-650-LR	NS	0	0.5	Mixed
R2	N	650	626	R2N	R2N-650-LR	NS	1	0.7	NA
R2	N	650	627	R2N	R2N-650-LR	NS	2	0.9	NA
R2	N	650	628	R2N	R2N-650-LR	NS	3	0.4	NA
R2	N	650	629	R2N	R2N-650-LR	NS	4	0.5	NA
R2	N	650	630	R2N	R2N-650-LR	NS	5	0.3	Mixed
R2	N	650	631	R2N	R2N-650-LR	NS	6	0.5	NA
R2	N	650	632	R2N	R2N-650-LR	NS	7	0.8	NA
R2	N	650	633	R2N	R2N-650-LR	NS	8	0.3	NA
R2	N	650	634	R2N	R2N-650-LR	NS	9	0.4	NA
R2	N	650	635	R2N	R2N-650-LR	NS	10	0.6	Mixed
R2	N	650	636	R2N	R2N-650-LR	NS	11	0.6	NA
R2	N	650	637	R2N	R2N-650-LR	NS	12	0.3	NA
R2	N	650	638	R2N	R2N-650-LR	NS	13	0.5	NA
R2	N	650	639	R2N	R2N-650-LR	NS	14	0.4	NA
R2	N	650	640	R2N	R2N-650-LR	NS	15	0.3	Mixed
R2	N	650	641	R2N	R2N-650-LR	NS	16	0.8	NA
R2	N	650	642	R2N	R2N-650-LR	NS	17	0.7	NA
R2	N	650	643	R2N	R2N-650-LR	NS	18	0.8	NA
R2	N	650	644	R2N	R2N-650-LR	NS	19	0.5	NA
R2	N	650	645	R2N	R2N-650-LR	NS	20	0.2	Mixed
R2	N	650	646	R2N	R2N-650-LR	NS	21	0.3	NA
R2	N	650	647	R2N	R2N-650-LR	NS	22	0.4	NA
R2	N	650	648	R2N	R2N-650-LR	NS	23	0.3	NA
R2	N	650	649	R2N	R2N-650-LR	NS	24	0.5	NA
R2	N	650	650	R2N	R2N-650-LR	NS	25	0.7	Mixed
R2	N	650	651	R2N	R2N-650-LR	NS	26	0.3	NA
R2	N	650	652	R2N	R2N-650-LR	NS	27	0.7	NA
R2	N	650	653	R2N	R2N-650-LR	NS	28	0.3	NA
R2	N	650	654.2	R2N	R2N-650-LR	NS	29.2	0.3	NA
R2	N	650	655	R2N	R2N-650-LR	NS	30	0.5	Mixed
R2	N	650	656	R2N	R2N-650-LR	NS	31	0.4	NA
R2	N	650	657	R2N	R2N-650-LR	NS	32	0.4	NA
R2	N	650	658	R2N	R2N-650-LR	NS	33	0.6	NA
R2	N	650	659	R2N	R2N-650-LR	NS	34	0.5	NA
R2	N	650	660	R2N	R2N-650-LR	NS	35	0.5	Mixed
R2	N	650	661	R2N	R2N-650-LR	NS	36	0.5	NA
R2	N	650	662	R2N	R2N-650-LR	NS	37	0.5	NA
R2	N	650	663	R2N	R2N-650-LR	NS	38	0.7	NA
R2	N	650	664	R2N	R2N-650-LR	NS	39	0.3	NA
R2	N	650	665	R2N	R2N-650-LR	NS	40	1.9	Mixed
R2	N	650	666	R2N	R2N-650-LR	NS	41	0.2	NA
R2	N	650	667	R2N	R2N-650-LR	NS	42	0.3	NA
R2	N	650	668	R2N	R2N-650-LR	NS	43	0.4	NA
R2	N	650	669	R2N	R2N-650-LR	NS	44	0.3	NA
R2	N	650	670	R2N	R2N-650-LR	NS	45	0.5	Mixed
R2	N	650	671	R2N	R2N-650-LR	NS	46	0.1	NA
R2	N	650	672	R2N	R2N-650-LR	NS	47	1.1	NA
R2	N	650	673.1	R2N	R2N-650-LR	NS	48.1	0.3	NA
R2	N	650	674	R2N	R2N-650-LR	NS	49	0.7	NA
R2	N	650	675	R2N	R2N-650-LR	NS	50	0.7	Mixed
R2	N	650	650	R2N	R2N-650-LR	EW	0	0.3	Mixed
R2	N	650	650	R2N	R2N-650-LR	EW	1	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	2	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	3	0.2	NA
R2	N	650	650	R2N	R2N-650-LR	EW	4	0.5	NA
R2	N	650	650	R2N	R2N-650-LR	EW	5	0.5	Fine
R2	N	650	650	R2N	R2N-650-LR	EW	6	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	7	0.2	NA
R2	N	650	650	R2N	R2N-650-LR	EW	8	2.2	NA
R2	N	650	650	R2N	R2N-650-LR	EW	9	1	NA
R2	N	650	650	R2N	R2N-650-LR	EW	10	2.5	Mixed
R2	N	650	650	R2N	R2N-650-LR	EW	11	0.5	NA
R2	N	650	650	R2N	R2N-650-LR	EW	12	0.4	NA
R2	N	650	650	R2N	R2N-650-LR	EW	13	0.5	NA
R2	N	650	650	R2N	R2N-650-LR	EW	14	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	15	1	Mixed
R2	N	650	650	R2N	R2N-650-LR	EW	16	0.5	NA
R2	N	650	650	R2N	R2N-650-LR	EW	17	0.2	NA
R2	N	650	650	R2N	R2N-650-LR	EW	18	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	19	0.5	NA
R2	N	650	650	R2N	R2N-650-LR	EW	20	0.3	Fine
R2	N	650	650	R2N	R2N-650-LR	EW	21	1.2	NA
R2	N	650	650	R2N	R2N-650-LR	EW	22	0.5	NA
R2	N	650	650	R2N	R2N-650-LR	EW	23	0.7	NA
R2	N	650	650	R2N	R2N-650-LR	EW	24	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	25	0.3	Fine
R2	N	650	650	R2N	R2N-650-LR	EW	26	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	27	0.4	NA
R2	N	650	650	R2N	R2N-650-LR	EW	28	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	29	0.5	NA
R2	N	650	650	R2N	R2N-650-LR	EW	30	0.4	Fine
R2	N	650	650	R2N	R2N-650-LR	EW	31	0.4	NA
R2	N	650	650	R2N	R2N-650-LR	EW	32	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	33	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	34	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	35	0.4	Mixed
R2	N	650	650	R2N	R2N-650-LR	EW	36	0.5	NA
R2	N	650	650	R2N	R2N-650-LR	EW	37	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	38	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	39	0.5	NA
R2	N	650	650	R2N	R2N-650-LR	EW	40.1	0.5	Mixed
R2	N	650	650	R2N	R2N-650-LR	EW	41	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	42.03	0.5	NA
R2	N	650	650	R2N	R2N-650-LR	EW	43	0.5	NA
R2	N	650	650	R2N	R2N-650-LR	EW	44	0.2	NA
R2	N	650	650	R2N	R2N-650-LR	EW	45	0.4	Fine
R2	N	650	650	R2N	R2N-650-LR	EW	46.02	0.2	NA
R2	N	650	650	R2N	R2N-650-LR	EW	47	0.5	NA
R2	N	650	650	R2N	R2N-650-LR	EW	48	0.2	NA
R2	N	650	650	R2N	R2N-650-LR	EW	49	0.3	NA
R2	N	650	650	R2N	R2N-650-LR	EW	50	0.4	Fine
R2	N	75	75	R2N	R2N-75-LR	EW	0	0.5	Mixed
R2	N	75	75	R2N	R2N-75-LR	EW	1	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	2	1	NA
R2	N	75	75	R2N	R2N-75-LR	EW	3	0.5	NA
R2	N	75	75	R2N	R2N-75-LR	EW	4	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	5	0.3	Mixed
R2	N	75	75	R2N	R2N-75-LR	EW	6	1.3	NA
R2	N	75	75	R2N	R2N-75-LR	EW	7	0.3	NA
R2	N	75	75	R2N	R2N-75-LR	EW	8	0.4	NA
R2	N	75	75	R2N	R2N-75-LR	EW	9	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	10.2	0.2	Mixed
R2	N	75	75	R2N	R2N-75-LR	EW	11	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	12.3	0.1	NA
R2	N	75	75	R2N	R2N-75-LR	EW	13	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	14	8.5	NA
R2	N	75	75	R2N	R2N-75-LR	EW	15	0.2	Mixed
R2	N	75	75	R2N	R2N-75-LR	EW	16	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	17	0.3	NA
R2	N	75	75	R2N	R2N-75-LR	EW	18	4	NA
R2	N	75	75	R2N	R2N-75-LR	EW	19	2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	20	0.5	Mixed
R2	N	75	75	R2N	R2N-75-LR	EW	21	0.7	NA
R2	N	75	75	R2N	R2N-75-LR	EW	22	0.5	NA
R2	N	75	75	R2N	R2N-75-LR	EW	23	2.3	NA
R2	N	75	75	R2N	R2N-75-LR	EW	24	0.3	NA
R2	N	75	75	R2N	R2N-75-LR	EW	25	1	Mixed
R2	N	75	75	R2N	R2N-75-LR	EW	26	3	NA
R2	N	75	75	R2N	R2N-75-LR	EW	27	2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	28	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	29.2	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	30.1	0.2	Mixed
R2	N	75	75	R2N	R2N-75-LR	EW	31	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	32	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	33	0.4	NA
R2	N	75	75	R2N	R2N-75-LR	EW	34	1	NA
R2	N	75	75	R2N	R2N-75-LR	EW	35	0.6	Coarse
R2	N	75	75	R2N	R2N-75-LR	EW	36	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	37	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	38	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	39	0.5	NA
R2	N	75	75	R2N	R2N-75-LR	EW	40	0.1	Mixed
R2	N	75	75	R2N	R2N-75-LR	EW	41	0.5	NA
R2	N	75	75	R2N	R2N-75-LR	EW	42.06	0.1	NA
R2	N	75	75	R2N	R2N-75-LR	EW	43	0.3	NA
R2	N	75	75	R2N	R2N-75-LR	EW	44	0.5	NA
R2	N	75	75	R2N	R2N-75-LR	EW	45	0.5	Mixed
R2	N	75	75	R2N	R2N-75-LR	EW	46	1.8	NA
R2	N	75	75	R2N	R2N-75-LR	EW	47	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	48	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	49	0.2	NA
R2	N	75	75	R2N	R2N-75-LR	EW	50	0.3	Mixed
R2	N	75	50.3	R2N	R2N-75-LR	NS	0.3	0.1	Mixed
R2	N	75	51.2	R2N	R2N-75-LR	NS	1.2	0.3	NA
R2	N	75	52	R2N	R2N-75-LR	NS	2	0.2	NA
R2	N	75	53	R2N	R2N-75-LR	NS	3	0.4	NA
R2	N	75	54	R2N	R2N-75-LR	NS	4	0.5	NA
R2	N	75	55	R2N	R2N-75-LR	NS	5	0.6	Mixed
R2	N	75	56	R2N	R2N-75-LR	NS	6	0.4	NA
R2	N	75	57	R2N	R2N-75-LR	NS	7	1	NA
R2	N	75	58.3	R2N	R2N-75-LR	NS	8.3	0.5	NA
R2	N	75	59	R2N	R2N-75-LR	NS	9	0.4	NA
R2	N	75	60	R2N	R2N-75-LR	NS	10	0.3	Mixed
R2	N	75	61	R2N	R2N-75-LR	NS	11	0.5	NA
R2	N	75	62	R2N	R2N-75-LR	NS	12	0.8	NA
R2	N	75	63	R2N	R2N-75-LR	NS	13	0.8	NA
R2	N	75	64	R2N	R2N-75-LR	NS	14	0.5	NA
R2	N	75	65	R2N	R2N-75-LR	NS	15	0.5	Mixed
R2	N	75	66	R2N	R2N-75-LR	NS	16	0.8	NA
R2	N	75	67	R2N	R2N-75-LR	NS	17	0.4	NA
R2	N	75	68	R2N	R2N-75-LR	NS	18	0.3	NA
R2	N	75	69	R2N	R2N-75-LR	NS	19	0.3	NA
R2	N	75	70	R2N	R2N-75-LR	NS	20	0.1	Mixed
R2	N	75	71	R2N	R2N-75-LR	NS	21	0.2	NA
R2	N	75	72	R2N	R2N-75-LR	NS	22	0.4	NA
R2	N	75	73	R2N	R2N-75-LR	NS	23	0.5	NA
R2	N	75	74	R2N	R2N-75-LR	NS	24	0.7	NA
R2	N	75	75	R2N	R2N-75-LR	NS	25	0.3	Mixed
R2	N	75	76	R2N	R2N-75-LR	NS	26	0.4	NA
R2	N	75	77	R2N	R2N-75-LR	NS	27	0.5	NA
R2	N	75	78	R2N	R2N-75-LR	NS	28	0.4	NA
R2	N	75	79	R2N	R2N-75-LR	NS	29	0.4	NA
R2	N	75	80	R2N	R2N-75-LR	NS	30	0.6	Mixed
R2	N	75	81	R2N	R2N-75-LR	NS	31	1.1	NA
R2	N	75	82	R2N	R2N-75-LR	NS	32	0.4	NA
R2	N	75	83	R2N	R2N-75-LR	NS	33	0.7	NA
R2	N	75	84	R2N	R2N-75-LR	NS	34	0.5	NA
R2	N	75	85	R2N	R2N-75-LR	NS	35	0.5	Mixed
R2	N	75	86	R2N	R2N-75-LR	NS	36	0.8	NA
R2	N	75	87	R2N	R2N-75-LR	NS	37	1.3	NA
R2	N	75	88	R2N	R2N-75-LR	NS	38	1.8	NA
R2	N	75	89	R2N	R2N-75-LR	NS	39	0.8	NA
R2	N	75	90	R2N	R2N-75-LR	NS	40	0.3	Mixed
R2	N	75	91	R2N	R2N-75-LR	NS	41	0.4	NA
R2	N	75	92	R2N	R2N-75-LR	NS	42	0.4	NA
R2	N	75	93.1	R2N	R2N-75-LR	NS	43.1	0.2	NA
R2	N	75	94	R2N	R2N-75-LR	NS	44	0.5	NA
R2	N	75	95	R2N	R2N-75-LR	NS	45	0.4	Mixed
R2	N	75	96	R2N	R2N-75-LR	NS	46	0.5	NA
R2	N	75	97	R2N	R2N-75-LR	NS	47	0.3	NA
R2	N	75	98	R2N	R2N-75-LR	NS	48	0.7	NA
R2	N	75	99	R2N	R2N-75-LR	NS	49	0.3	NA
R2	N	75	100	R2N	R2N-75-LR	NS	50	0.3	Mixed
R2	N	750	725	R2N	R2N-750-LR	NS	0	0.4	Mixed
R2	N	750	726	R2N	R2N-750-LR	NS	1	0.3	NA
R2	N	750	727	R2N	R2N-750-LR	NS	2	0.2	NA
R2	N	750	728	R2N	R2N-750-LR	NS	3	0.5	NA
R2	N	750	729	R2N	R2N-750-LR	NS	4	1.1	NA
R2	N	750	730	R2N	R2N-750-LR	NS	5	1.8	Mixed
R2	N	750	731	R2N	R2N-750-LR	NS	6	0.6	NA
R2	N	750	732	R2N	R2N-750-LR	NS	7	0.9	NA
R2	N	750	733	R2N	R2N-750-LR	NS	8	0.4	NA
R2	N	750	734	R2N	R2N-750-LR	NS	9	0.3	NA
R2	N	750	735	R2N	R2N-750-LR	NS	10	0.1	Mixed
R2	N	750	736	R2N	R2N-750-LR	NS	11	1.4	NA
R2	N	750	737	R2N	R2N-750-LR	NS	12	0.4	NA
R2	N	750	738	R2N	R2N-750-LR	NS	13	0.6	NA
R2	N	750	739	R2N	R2N-750-LR	NS	14	0.5	NA
R2	N	750	740	R2N	R2N-750-LR	NS	15	0.2	Mixed
R2	N	750	741	R2N	R2N-750-LR	NS	16	0.1	NA
R2	N	750	742	R2N	R2N-750-LR	NS	17	0.3	NA
R2	N	750	743	R2N	R2N-750-LR	NS	18	0.9	NA
R2	N	750	744	R2N	R2N-750-LR	NS	19	1.6	NA
R2	N	750	745	R2N	R2N-750-LR	NS	20	0.2	Mixed
R2	N	750	746	R2N	R2N-750-LR	NS	21	0.5	NA
R2	N	750	747	R2N	R2N-750-LR	NS	22	0.2	NA
R2	N	750	748	R2N	R2N-750-LR	NS	23	2.4	NA
R2	N	750	749	R2N	R2N-750-LR	NS	24	0.6	NA
R2	N	750	750	R2N	R2N-750-LR	NS	25	0.7	Mixed
R2	N	750	751.3	R2N	R2N-750-LR	NS	26.3	0.5	NA
R2	N	750	752	R2N	R2N-750-LR	NS	27	0.3	NA
R2	N	750	753	R2N	R2N-750-LR	NS	28	0.4	NA
R2	N	750	754	R2N	R2N-750-LR	NS	29	0.3	NA
R2	N	750	755	R2N	R2N-750-LR	NS	30	0.4	Mixed
R2	N	750	756	R2N	R2N-750-LR	NS	31	0.3	NA
R2	N	750	757	R2N	R2N-750-LR	NS	32	0.3	NA
R2	N	750	758	R2N	R2N-750-LR	NS	33	0.5	NA
R2	N	750	759.1	R2N	R2N-750-LR	NS	34.1	1.3	NA
R2	N	750	760	R2N	R2N-750-LR	NS	35	0.3	Mixed
R2	N	750	761	R2N	R2N-750-LR	NS	36	2.3	NA
R2	N	750	762	R2N	R2N-750-LR	NS	37	0.4	NA
R2	N	750	763	R2N	R2N-750-LR	NS	38	1.1	NA
R2	N	750	764	R2N	R2N-750-LR	NS	39	0.9	NA
R2	N	750	765	R2N	R2N-750-LR	NS	40	0.6	Mixed
R2	N	750	766.2	R2N	R2N-750-LR	NS	41.2	0.1	NA
R2	N	750	767	R2N	R2N-750-LR	NS	42	0.5	NA
R2	N	750	768	R2N	R2N-750-LR	NS	43	0.4	NA
R2	N	750	769	R2N	R2N-750-LR	NS	44	0.5	NA
R2	N	750	770	R2N	R2N-750-LR	NS	45	0.6	Mixed
R2	N	750	771	R2N	R2N-750-LR	NS	46	0.4	NA
R2	N	750	772	R2N	R2N-750-LR	NS	47	0.6	NA
R2	N	750	773	R2N	R2N-750-LR	NS	48	0.3	NA
R2	N	750	774	R2N	R2N-750-LR	NS	49	0.2	NA
R2	N	750	775	R2N	R2N-750-LR	NS	50	0.4	Mixed
R2	N	750	750	R2N	R2N-750-LR	EW	0	0.1	Mixed
R2	N	750	750	R2N	R2N-750-LR	EW	1	0.3	NA
R2	N	750	750	R2N	R2N-750-LR	EW	2	0.6	NA
R2	N	750	750	R2N	R2N-750-LR	EW	3	1.1	NA
R2	N	750	750	R2N	R2N-750-LR	EW	4	0.3	NA
R2	N	750	750	R2N	R2N-750-LR	EW	5	0.4	Mixed
R2	N	750	750	R2N	R2N-750-LR	EW	6.02	0.6	NA
R2	N	750	750	R2N	R2N-750-LR	EW	7	1	NA
R2	N	750	750	R2N	R2N-750-LR	EW	8	0.8	NA
R2	N	750	750	R2N	R2N-750-LR	EW	9	0.5	NA
R2	N	750	750	R2N	R2N-750-LR	EW	10	0.5	Mixed
R2	N	750	750	R2N	R2N-750-LR	EW	11	0.3	NA
R2	N	750	750	R2N	R2N-750-LR	EW	12	0.6	NA
R2	N	750	750	R2N	R2N-750-LR	EW	13	2.1	NA
R2	N	750	750	R2N	R2N-750-LR	EW	14	0.4	NA
R2	N	750	750	R2N	R2N-750-LR	EW	15	0.2	Mixed
R2	N	750	750	R2N	R2N-750-LR	EW	16	0.9	NA
R2	N	750	750	R2N	R2N-750-LR	EW	17	0.3	NA
R2	N	750	750	R2N	R2N-750-LR	EW	18	0.2	NA
R2	N	750	750	R2N	R2N-750-LR	EW	19	0.5	NA
R2	N	750	750	R2N	R2N-750-LR	EW	20	0.3	Mixed
R2	N	750	750	R2N	R2N-750-LR	EW	21	0.3	NA
R2	N	750	750	R2N	R2N-750-LR	EW	22	0.8	NA
R2	N	750	750	R2N	R2N-750-LR	EW	23	0.9	NA
R2	N	750	750	R2N	R2N-750-LR	EW	24	0.4	NA
R2	N	750	750	R2N	R2N-750-LR	EW	25	0.9	Mixed
R2	N	750	750	R2N	R2N-750-LR	EW	26	0.9	NA
R2	N	750	750	R2N	R2N-750-LR	EW	27	0.5	NA
R2	N	750	750	R2N	R2N-750-LR	EW	28	0.4	NA
R2	N	750	750	R2N	R2N-750-LR	EW	29	0.6	NA
R2	N	750	750	R2N	R2N-750-LR	EW	30.1	0.4	Mixed
R2	N	750	750	R2N	R2N-750-LR	EW	31	1.4	NA
R2	N	750	750	R2N	R2N-750-LR	EW	32	0.2	NA
R2	N	750	750	R2N	R2N-750-LR	EW	33	0.4	NA
R2	N	750	750	R2N	R2N-750-LR	EW	34	0.5	NA
R2	N	750	750	R2N	R2N-750-LR	EW	35	0.4	Mixed
R2	N	750	750	R2N	R2N-750-LR	EW	36	0.4	NA
R2	N	750	750	R2N	R2N-750-LR	EW	37	0.5	NA
R2	N	750	750	R2N	R2N-750-LR	EW	38	0.1	NA
R2	N	750	750	R2N	R2N-750-LR	EW	39	0.4	NA
R2	N	750	750	R2N	R2N-750-LR	EW	40	0.3	NA
R2	N	750	750	R2N	R2N-750-LR	EW	41	0.4	NA
R2	N	750	750	R2N	R2N-750-LR	EW	42	0.2	NA
R2	N	750	750	R2N	R2N-750-LR	EW	43	0.5	NA
R2	N	750	750	R2N	R2N-750-LR	EW	44	2.3	NA
R2	N	750	750	R2N	R2N-750-LR	EW	45	0.2	Mixed
R2	N	750	750	R2N	R2N-750-LR	EW	46	0.4	NA
R2	N	750	750	R2N	R2N-750-LR	EW	47	0	NA
R2	N	750	750	R2N	R2N-750-LR	EW	48	0.3	NA
R2	N	750	750	R2N	R2N-750-LR	EW	49.05	0.4	NA
R2	N	750	750	R2N	R2N-750-LR	EW	50	0.3	Mixed
R2	N	875	875	R2N	R2N-875-LR	EW	0	0.4	Mixed
R2	N	875	875	R2N	R2N-875-LR	EW	1	0.6	NA
R2	N	875	875	R2N	R2N-875-LR	EW	2	0.4	NA
R2	N	875	875	R2N	R2N-875-LR	EW	3	0.7	NA
R2	N	875	875	R2N	R2N-875-LR	EW	4	0.5	NA
R2	N	875	875	R2N	R2N-875-LR	EW	5	0.9	Mixed
R2	N	875	875	R2N	R2N-875-LR	EW	6	1.3	NA
R2	N	875	875	R2N	R2N-875-LR	EW	7	0.9	NA
R2	N	875	875	R2N	R2N-875-LR	EW	8	0.6	NA
R2	N	875	875	R2N	R2N-875-LR	EW	9	0.2	NA
R2	N	875	875	R2N	R2N-875-LR	EW	10	1.2	Mixed
R2	N	875	875	R2N	R2N-875-LR	EW	11	0.4	NA
R2	N	875	875	R2N	R2N-875-LR	EW	12	0.3	NA
R2	N	875	875	R2N	R2N-875-LR	EW	13	0.7	NA
R2	N	875	875	R2N	R2N-875-LR	EW	14	0.9	NA
R2	N	875	875	R2N	R2N-875-LR	EW	15	0.7	Coarse
R2	N	875	875	R2N	R2N-875-LR	EW	16	1.9	NA
R2	N	875	875	R2N	R2N-875-LR	EW	17	0.8	NA
R2	N	875	875	R2N	R2N-875-LR	EW	18	0.8	NA
R2	N	875	875	R2N	R2N-875-LR	EW	19	1	NA
R2	N	875	875	R2N	R2N-875-LR	EW	20.05	0.2	Mixed
R2	N	875	875	R2N	R2N-875-LR	EW	21	0.2	NA
R2	N	875	875	R2N	R2N-875-LR	EW	22	0.4	NA
R2	N	875	875	R2N	R2N-875-LR	EW	23	0.5	NA
R2	N	875	875	R2N	R2N-875-LR	EW	24	0.3	NA
R2	N	875	875	R2N	R2N-875-LR	EW	25	2.4	Mixed
R2	N	875	875	R2N	R2N-875-LR	EW	26	0.7	NA
R2	N	875	875	R2N	R2N-875-LR	EW	27	0.3	NA
R2	N	875	875	R2N	R2N-875-LR	EW	28	0.6	NA
R2	N	875	875	R2N	R2N-875-LR	EW	29	0.2	NA
R2	N	875	875	R2N	R2N-875-LR	EW	30	0.5	Mixed
R2	N	875	875	R2N	R2N-875-LR	EW	31	0.9	NA
R2	N	875	875	R2N	R2N-875-LR	EW	32	0.3	NA
R2	N	875	875	R2N	R2N-875-LR	EW	33	0.5	NA
R2	N	875	875	R2N	R2N-875-LR	EW	34	0.2	NA
R2	N	875	875	R2N	R2N-875-LR	EW	35	0.6	Mixed
R2	N	875	875	R2N	R2N-875-LR	EW	36	0.3	NA
R2	N	875	875	R2N	R2N-875-LR	EW	37	0.4	NA
R2	N	875	875	R2N	R2N-875-LR	EW	38	0.7	NA
R2	N	875	875	R2N	R2N-875-LR	EW	39	0.8	NA
R2	N	875	875	R2N	R2N-875-LR	EW	40	0.6	Mixed
R2	N	875	875	R2N	R2N-875-LR	EW	41	0.7	NA
R2	N	875	875	R2N	R2N-875-LR	EW	42	0.3	NA
R2	N	875	875	R2N	R2N-875-LR	EW	43	0.5	NA
R2	N	875	875	R2N	R2N-875-LR	EW	44	0.2	NA
