reef	dir	dist	dist_actual	site	site0	transect	meter_mark	sdepth_cm	stype
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	23	2.3	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	24	0.3	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	25	1	Mixed
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	26	3	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	27	2	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	28	0.2	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	29.2	0.2	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	30.1	0.2	Mixed
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	31	0.2	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	32	0.2	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	33	0.4	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	34	1	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	35	0.6	Coarse
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	36	0.2	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	37	0.2	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	38	0.2	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	39	0.5	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	40	0.1	Mixed
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	41	0.5	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	42.06	0.1	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	43	0.3	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	44	0.5	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	45	0.5	Mixed
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	46	1.8	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	47	0.2	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	48	0.2	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	49	0.2	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	EW	50	0.3	Mixed
R2	N	9380	9355	R2NC1	R2NC1-LR	NS	0	0.1	Mixed
R2	N	9380	9356	R2NC1	R2NC1-LR	NS	1	0.2	NA
R2	N	9380	9357	R2NC1	R2NC1-LR	NS	2	0.2	NA
R2	N	9380	9358	R2NC1	R2NC1-LR	NS	3	0.5	NA
R2	N	9380	9359	R2NC1	R2NC1-LR	NS	4	0.5	NA
R2	N	9380	9360	R2NC1	R2NC1-LR	NS	5	0.5	Mixed
R2	N	9380	9361	R2NC1	R2NC1-LR	NS	6	0.2	NA
R2	N	9380	9362	R2NC1	R2NC1-LR	NS	7	0.5	NA
R2	N	9380	9363	R2NC1	R2NC1-LR	NS	8	0.2	NA
R2	N	9380	9364	R2NC1	R2NC1-LR	NS	9	0.5	NA
R2	N	9380	9365.63	R2NC1	R2NC1-LR	NS	10.63	0.5	Mixed
R2	N	9380	9366.2	R2NC1	R2NC1-LR	NS	11.2	0.3	NA
R2	N	9380	9367	R2NC1	R2NC1-LR	NS	12	0.3	NA
R2	N	9380	9368	R2NC1	R2NC1-LR	NS	13	0.2	NA
R2	N	9380	9369	R2NC1	R2NC1-LR	NS	14	0.2	NA
R2	N	9380	9370	R2NC1	R2NC1-LR	NS	15	2	Coarse
R2	N	9380	9371	R2NC1	R2NC1-LR	NS	16	0.5	NA
R2	N	9380	9372	R2NC1	R2NC1-LR	NS	17	0.3	NA
R2	N	9380	9373	R2NC1	R2NC1-LR	NS	18	0.2	NA
R2	N	9380	9374	R2NC1	R2NC1-LR	NS	19	0.1	NA
R2	N	9380	9375	R2NC1	R2NC1-LR	NS	20	1	Coarse
R2	N	9380	9376	R2NC1	R2NC1-LR	NS	21	3.8	NA
R2	N	9380	9377	R2NC1	R2NC1-LR	NS	22	0.2	NA
R2	N	9380	9378	R2NC1	R2NC1-LR	NS	23	7.2	NA
R2	N	9380	9379	R2NC1	R2NC1-LR	NS	24	0.3	NA
R2	N	9380	9380	R2NC1	R2NC1-LR	NS	25	0.5	Mixed
R2	N	9380	9381	R2NC1	R2NC1-LR	NS	26	0.4	NA
R2	N	9380	9382	R2NC1	R2NC1-LR	NS	27	0.5	NA
R2	N	9380	9383	R2NC1	R2NC1-LR	NS	28	0.5	NA
R2	N	9380	9384	R2NC1	R2NC1-LR	NS	29	0.5	NA
R2	N	9380	9385	R2NC1	R2NC1-LR	NS	30	0.5	Mixed
R2	N	9380	9386	R2NC1	R2NC1-LR	NS	31	3	NA
R2	N	9380	9387	R2NC1	R2NC1-LR	NS	32	11	NA
R2	N	9380	9388	R2NC1	R2NC1-LR	NS	33	3	NA
R2	N	9380	9389	R2NC1	R2NC1-LR	NS	34	2	NA
R2	N	9380	9390	R2NC1	R2NC1-LR	NS	35	1	Mixed
R2	N	9380	9391	R2NC1	R2NC1-LR	NS	36	0.2	NA
R2	N	9380	9392	R2NC1	R2NC1-LR	NS	37	0.1	NA
R2	N	9380	9393	R2NC1	R2NC1-LR	NS	38	0.2	NA
R2	N	9380	9394	R2NC1	R2NC1-LR	NS	39	0.5	NA
R2	N	9380	9395	R2NC1	R2NC1-LR	NS	40	0.2	Mixed
R2	N	9380	9396	R2NC1	R2NC1-LR	NS	41	0.2	NA
R2	N	9380	9397	R2NC1	R2NC1-LR	NS	42	0.2	NA
R2	N	9380	9398	R2NC1	R2NC1-LR	NS	43	0.2	NA
R2	N	9380	9399	R2NC1	R2NC1-LR	NS	44	0.2	NA
R2	N	9380	9400.4	R2NC1	R2NC1-LR	NS	45.4	0.2	Mixed
R2	N	9380	9401	R2NC1	R2NC1-LR	NS	46	0.2	NA
R2	N	9380	9402	R2NC1	R2NC1-LR	NS	47	0.2	NA
R2	N	9380	9403	R2NC1	R2NC1-LR	NS	48	0.2	NA
R2	N	9380	9404	R2NC1	R2NC1-LR	NS	49	0.2	NA
R2	N	9380	9405	R2NC1	R2NC1-LR	NS	50	0.2	Mixed
R2	N	9380	9355	R2NC2	R2NC2-RR	NS	0	0.3	Mixed
R2	N	9380	9356	R2NC2	R2NC2-RR	NS	1	0.4	NA
R2	N	9380	9357	R2NC2	R2NC2-RR	NS	2	0.2	NA
R2	N	9380	9358	R2NC2	R2NC2-RR	NS	3	0.3	NA
R2	N	9380	9359	R2NC2	R2NC2-RR	NS	4	0.3	NA
R2	N	9380	9360	R2NC2	R2NC2-RR	NS	5	0.2	Mixed
R2	N	9380	9361	R2NC2	R2NC2-RR	NS	6	0.4	NA
R2	N	9380	9362	R2NC2	R2NC2-RR	NS	7	0.1	NA
R2	N	9380	9363	R2NC2	R2NC2-RR	NS	8	0.5	NA
R2	N	9380	9364	R2NC2	R2NC2-RR	NS	9	0.4	NA
R2	N	9380	9365	R2NC2	R2NC2-RR	NS	10	0.4	Mixed
R2	N	9380	9366	R2NC2	R2NC2-RR	NS	11	0.3	NA
R2	N	9380	9367	R2NC2	R2NC2-RR	NS	12	0.3	NA
R2	N	9380	9368	R2NC2	R2NC2-RR	NS	13	0.3	NA
R2	N	9380	9369	R2NC2	R2NC2-RR	NS	14	0.2	NA
R2	N	9380	9370	R2NC2	R2NC2-RR	NS	15	0.3	Mixed
R2	N	9380	9371	R2NC2	R2NC2-RR	NS	16	0.1	NA
R2	N	9380	9372	R2NC2	R2NC2-RR	NS	17	0.5	NA
R2	N	9380	9373	R2NC2	R2NC2-RR	NS	18	0.6	NA
R2	N	9380	9374	R2NC2	R2NC2-RR	NS	19	0.5	NA
R2	N	9380	9375	R2NC2	R2NC2-RR	NS	20	0.1	Mixed
R2	N	9380	9376	R2NC2	R2NC2-RR	NS	21	0.1	NA
R2	N	9380	9377	R2NC2	R2NC2-RR	NS	22	0.3	NA
R2	N	9380	9378	R2NC2	R2NC2-RR	NS	23	0.3	NA
R2	N	9380	9379	R2NC2	R2NC2-RR	NS	24	0.1	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	NS	25	0.2	Mixed
R2	N	9380	9381	R2NC2	R2NC2-RR	NS	26	0.1	NA
R2	N	9380	9382	R2NC2	R2NC2-RR	NS	27	0.3	NA
R2	N	9380	9383	R2NC2	R2NC2-RR	NS	28	0.5	NA
R2	N	9380	9384	R2NC2	R2NC2-RR	NS	29	0.5	NA
R2	N	9380	9385	R2NC2	R2NC2-RR	NS	30	0.3	Mixed
R2	N	9380	9386	R2NC2	R2NC2-RR	NS	31	0.1	NA
R2	N	9380	9387	R2NC2	R2NC2-RR	NS	32	0.1	NA
R2	N	9380	9388	R2NC2	R2NC2-RR	NS	33	0.1	NA
R2	N	9380	9389	R2NC2	R2NC2-RR	NS	34	0.4	NA
R2	N	9380	9390	R2NC2	R2NC2-RR	NS	35	0.2	Mixed
R2	N	9380	9391	R2NC2	R2NC2-RR	NS	36	0.3	NA
R2	N	9380	9392	R2NC2	R2NC2-RR	NS	37	0.2	NA
R2	N	9380	9393	R2NC2	R2NC2-RR	NS	38	0.3	NA
R2	N	9380	9394	R2NC2	R2NC2-RR	NS	39	0.2	NA
R2	N	9380	9395	R2NC2	R2NC2-RR	NS	40	0.2	Mixed
R2	N	9380	9396	R2NC2	R2NC2-RR	NS	41	0.2	NA
R2	N	9380	9397	R2NC2	R2NC2-RR	NS	42	0.5	NA
R2	N	9380	9398	R2NC2	R2NC2-RR	NS	43	0.3	NA
R2	N	9380	9399	R2NC2	R2NC2-RR	NS	44	0.2	NA
R2	N	9380	9400	R2NC2	R2NC2-RR	NS	45	0.5	Mixed
R2	N	9380	9401	R2NC2	R2NC2-RR	NS	46	0.1	NA
R2	N	9380	9402.1	R2NC2	R2NC2-RR	NS	47.1	0.2	NA
R2	N	9380	9403	R2NC2	R2NC2-RR	NS	48	0.6	NA
R2	N	9380	9404	R2NC2	R2NC2-RR	NS	49	0.2	NA
R2	N	9380	9405	R2NC2	R2NC2-RR	NS	50	0.4	Mixed
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	0	0.4	Mixed
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	1	0.3	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	2	0.3	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	3.1	0.2	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	4	0.4	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	5	0.3	Mixed
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	6	0.6	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	7	0	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	8	0.2	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	9.1	0.4	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	10	0.3	Mixed
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	11	0.2	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	12	0.3	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	13	0.3	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	14	0.2	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	15.3	1	Mixed
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	16	0.8	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	17	0.2	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	18	0.1	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	19	0.3	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	20	0.2	Mixed
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	21.3	0.1	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	22.1	0.3	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	23	0.4	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	24	0.2	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	25	0.2	Mixed
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	26	0.5	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	27	0.2	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	28	0.4	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	29.1	0.2	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	30	0.7	Mixed
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	31	0.3	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	32	0.4	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	33	0.5	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	34	0.1	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	35	0.3	Fine
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	36	0.1	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	37.1	0.1	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	38.3	0.1	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	39	1	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	40	0.3	Mixed
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	41	0.4	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	42.2	0.2	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	43	0.1	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	44	0.1	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	45	0.6	Mixed
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	46	0.7	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	47	0.7	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	48	0.3	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	49.1	0.6	NA
R2	N	9380	9380	R2NC2	R2NC2-RR	EW	50	0.4	Fine
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	0	2.5	Mixed
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	1	2.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	2	0.3	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	3	0.3	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	4.1	0.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	5	0.8	Mixed
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	6	0.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	7	1.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	8	1	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	9	0.4	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	10	2	Mixed
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	11	0.8	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	12	0.3	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	13	0.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	14	0.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	15	0.3	Mixed
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	16	0.3	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	17	0.3	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	18	0.7	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	19	0.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	20	0.2	Mixed
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	21	0.3	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	22	0.3	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	23	0.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	24	0.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	25	0.7	Mixed
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	26	0.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	27	0.4	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	28	0.3	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	29	0.6	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	30	0.2	Mixed
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	31	1.7	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	32	0.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	33	0.3	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	34	1	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	35	0.3	Mixed
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	36	0.4	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	37	0.4	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	38	0.2	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	39	0.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	40	0.2	Mixed
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	41	0.2	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	42	0.2	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	43	0.4	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	44	0.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	45	0.3	Mixed
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	46.06	0.3	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	47	0.2	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	48.05	0.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	49	0.5	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	EW	50.02	0.2	Mixed
R2	N	9380	9355	R2NC3	R2NC3-LR	NS	0	0.1	Mixed
R2	N	9380	9356	R2NC3	R2NC3-LR	NS	1	0.1	Mixed
R2	N	9380	9357	R2NC3	R2NC3-LR	NS	2	0.1	NA
R2	N	9380	9358	R2NC3	R2NC3-LR	NS	3	0.3	NA
R2	N	9380	9359	R2NC3	R2NC3-LR	NS	4	0.2	NA
R2	N	9380	9360.2	R2NC3	R2NC3-LR	NS	5.2	0.1	Mixed
R2	N	9380	9361	R2NC3	R2NC3-LR	NS	6	0.4	NA
R2	N	9380	9362	R2NC3	R2NC3-LR	NS	7	0.1	NA
R2	N	9380	9363	R2NC3	R2NC3-LR	NS	8	0.2	NA
R2	N	9380	9364	R2NC3	R2NC3-LR	NS	9	0.1	NA
R2	N	9380	9365	R2NC3	R2NC3-LR	NS	10	0.1	Mixed
R2	N	9380	9366	R2NC3	R2NC3-LR	NS	11	0.1	NA
R2	N	9380	9367	R2NC3	R2NC3-LR	NS	12	0.2	NA
R2	N	9380	9368	R2NC3	R2NC3-LR	NS	13	0.1	NA
R2	N	9380	9369	R2NC3	R2NC3-LR	NS	14	0.1	NA
R2	N	9380	9370	R2NC3	R2NC3-LR	NS	15	0.1	Mixed
R2	N	9380	9371.1	R2NC3	R2NC3-LR	NS	16.1	0.4	NA
R2	N	9380	9372	R2NC3	R2NC3-LR	NS	17	0.1	NA
R2	N	9380	9373	R2NC3	R2NC3-LR	NS	18	0.1	NA
R2	N	9380	9374	R2NC3	R2NC3-LR	NS	19	0.1	NA
R2	N	9380	9375	R2NC3	R2NC3-LR	NS	20	0.1	Mixed
R2	N	9380	9376	R2NC3	R2NC3-LR	NS	21	0.2	NA
R2	N	9380	9377	R2NC3	R2NC3-LR	NS	22	0.1	NA
R2	N	9380	9378	R2NC3	R2NC3-LR	NS	23	0.1	NA
R2	N	9380	9379	R2NC3	R2NC3-LR	NS	24	0.3	NA
R2	N	9380	9380	R2NC3	R2NC3-LR	NS	25	0.5	Mixed
R2	N	9380	9381	R2NC3	R2NC3-LR	NS	26	0.1	NA
R2	N	9380	9382	R2NC3	R2NC3-LR	NS	27	0.1	NA
R2	N	9380	9383	R2NC3	R2NC3-LR	NS	28	0.1	NA
R2	N	9380	9384	R2NC3	R2NC3-LR	NS	29	0.1	NA
R2	N	9380	9385	R2NC3	R2NC3-LR	NS	30	0.1	Mixed
R2	N	9380	9386	R2NC3	R2NC3-LR	NS	31	0.1	NA
R2	N	9380	9387	R2NC3	R2NC3-LR	NS	32	0.1	NA
R2	N	9380	9388	R2NC3	R2NC3-LR	NS	33	0.2	NA
R2	N	9380	9389	R2NC3	R2NC3-LR	NS	34	0.2	NA
R2	N	9380	9390	R2NC3	R2NC3-LR	NS	35	0.1	Mixed
R2	N	9380	9391	R2NC3	R2NC3-LR	NS	36	0.1	NA
R2	N	9380	9392	R2NC3	R2NC3-LR	NS	37	0.9	NA
R2	N	9380	9393	R2NC3	R2NC3-LR	NS	38	0.1	NA
R2	N	9380	9394	R2NC3	R2NC3-LR	NS	39	0.1	NA
R2	N	9380	9395	R2NC3	R2NC3-LR	NS	40	0.2	Mixed
R2	N	9380	9396	R2NC3	R2NC3-LR	NS	41	0.4	NA
R2	N	9380	9397	R2NC3	R2NC3-LR	NS	42	0.2	NA
R2	N	9380	9398.1	R2NC3	R2NC3-LR	NS	43.1	0.1	NA
R2	N	9380	9399	R2NC3	R2NC3-LR	NS	44	0.3	NA
R2	N	9380	9400	R2NC3	R2NC3-LR	NS	45	0.3	Mixed
R2	N	9380	9401	R2NC3	R2NC3-LR	NS	46	0.1	NA
R2	N	9380	9402	R2NC3	R2NC3-LR	NS	47	0.2	NA
R2	N	9380	9403	R2NC3	R2NC3-LR	NS	48	0.1	NA
R2	N	9380	9404	R2NC3	R2NC3-LR	NS	49	0.2	NA
R2	N	9380	9405	R2NC3	R2NC3-LR	NS	50	0.3	Mixed
R2	S	100	100	R2S	R2S-100-LR	EW	0	0.2	Mixed
R2	S	100	100	R2S	R2S-100-LR	EW	1	0.2	NA
R2	S	100	100	R2S	R2S-100-LR	EW	2	0.2	NA
R2	S	100	100	R2S	R2S-100-LR	EW	3	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	4	0.5	NA
R2	S	100	100	R2S	R2S-100-LR	EW	5	0.4	Mixed
R2	S	100	100	R2S	R2S-100-LR	EW	6.2	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	7	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	8	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	9	0.5	NA
R2	S	100	100	R2S	R2S-100-LR	EW	10	0.2	Mixed
R2	S	100	100	R2S	R2S-100-LR	EW	11	0.2	NA
R2	S	100	100	R2S	R2S-100-LR	EW	12	0.4	NA
R2	S	100	100	R2S	R2S-100-LR	EW	13	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	14	0.2	NA
R2	S	100	100	R2S	R2S-100-LR	EW	15.1	0.4	Mixed
R2	S	100	100	R2S	R2S-100-LR	EW	16	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	17	0.4	NA
R2	S	100	100	R2S	R2S-100-LR	EW	18	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	19	0.6	NA
R2	S	100	100	R2S	R2S-100-LR	EW	20	0.7	Mixed
R2	S	100	100	R2S	R2S-100-LR	EW	21	0.2	NA
R2	S	100	100	R2S	R2S-100-LR	EW	22	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	23	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	24	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	25	0.9	Mixed
R2	S	100	100	R2S	R2S-100-LR	EW	26.2	0.6	NA
R2	S	100	100	R2S	R2S-100-LR	EW	27	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	28	0.2	NA
R2	S	100	100	R2S	R2S-100-LR	EW	29	0.2	NA
R2	S	100	100	R2S	R2S-100-LR	EW	30	0.7	Mixed
R2	S	100	100	R2S	R2S-100-LR	EW	31	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	32	0.2	NA
R2	S	100	100	R2S	R2S-100-LR	EW	33	0.4	NA
R2	S	100	100	R2S	R2S-100-LR	EW	34	0.6	NA
R2	S	100	100	R2S	R2S-100-LR	EW	35	0.3	Mixed
R2	S	100	100	R2S	R2S-100-LR	EW	36	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	37	1.4	NA
R2	S	100	100	R2S	R2S-100-LR	EW	38	0.7	NA
R2	S	100	100	R2S	R2S-100-LR	EW	39	0.5	NA
R2	S	100	100	R2S	R2S-100-LR	EW	40	12.5	Mixed
R2	S	100	100	R2S	R2S-100-LR	EW	41	0.2	NA
R2	S	100	100	R2S	R2S-100-LR	EW	42	0.2	NA
R2	S	100	100	R2S	R2S-100-LR	EW	43	2.1	NA
R2	S	100	100	R2S	R2S-100-LR	EW	44	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	45	0.4	Mixed
R2	S	100	100	R2S	R2S-100-LR	EW	46	0.8	NA
R2	S	100	100	R2S	R2S-100-LR	EW	47	0.5	NA
R2	S	100	100	R2S	R2S-100-LR	EW	48	0.3	NA
R2	S	100	100	R2S	R2S-100-LR	EW	49	0.4	NA
R2	S	100	100	R2S	R2S-100-LR	EW	50	0.3	Mixed
R2	S	100	75	R2S	R2S-100-LR	NS	0	0.5	Mixed
R2	S	100	76	R2S	R2S-100-LR	NS	1	0.3	NA
R2	S	100	77	R2S	R2S-100-LR	NS	2	0.1	NA
R2	S	100	78	R2S	R2S-100-LR	NS	3	2.5	NA
R2	S	100	79	R2S	R2S-100-LR	NS	4	0.4	NA
R2	S	100	80	R2S	R2S-100-LR	NS	5	0.6	Mixed
R2	S	100	81	R2S	R2S-100-LR	NS	6	2.3	NA
R2	S	100	82	R2S	R2S-100-LR	NS	7	0.2	NA
R2	S	100	83	R2S	R2S-100-LR	NS	8	0.7	NA
R2	S	100	84	R2S	R2S-100-LR	NS	9	0.2	NA
R2	S	100	85	R2S	R2S-100-LR	NS	10	0.5	Mixed
R2	S	100	86	R2S	R2S-100-LR	NS	11	0.2	NA
R2	S	100	87	R2S	R2S-100-LR	NS	12	0.2	NA
R2	S	100	88	R2S	R2S-100-LR	NS	13	0.4	NA
R2	S	100	89	R2S	R2S-100-LR	NS	14	0.2	NA
R2	S	100	90	R2S	R2S-100-LR	NS	15	0.4	Mixed
R2	S	100	91	R2S	R2S-100-LR	NS	16	0.4	NA
R2	S	100	92	R2S	R2S-100-LR	NS	17	0.4	NA
R2	S	100	93	R2S	R2S-100-LR	NS	18	2.2	NA
R2	S	100	94	R2S	R2S-100-LR	NS	19	0.2	NA
R2	S	100	95	R2S	R2S-100-LR	NS	20	0.4	Mixed
R2	S	100	96	R2S	R2S-100-LR	NS	21	0.5	NA
R2	S	100	97	R2S	R2S-100-LR	NS	22	0.3	NA
R2	S	100	98	R2S	R2S-100-LR	NS	23	0.3	NA
R2	S	100	99	R2S	R2S-100-LR	NS	24	0.1	NA
R2	S	100	100	R2S	R2S-100-LR	NS	25	0.3	Mixed
R2	S	100	101	R2S	R2S-100-LR	NS	26	0.2	NA
R2	S	100	102	R2S	R2S-100-LR	NS	27	0.5	NA
R2	S	100	103	R2S	R2S-100-LR	NS	28	0.3	NA
R2	S	100	104	R2S	R2S-100-LR	NS	29	0.4	NA
R2	S	100	105	R2S	R2S-100-LR	NS	30	0.2	Mixed
R2	S	100	106	R2S	R2S-100-LR	NS	31	0.9	NA
R2	S	100	107	R2S	R2S-100-LR	NS	32	0.3	NA
R2	S	100	108	R2S	R2S-100-LR	NS	33	0.3	NA
R2	S	100	109	R2S	R2S-100-LR	NS	34	0.5	NA
R2	S	100	110	R2S	R2S-100-LR	NS	35	0.2	Mixed
R2	S	100	111	R2S	R2S-100-LR	NS	36	0.2	NA
