reef	dir	channel	site	start	end	duration	total_dry	frac_fine	sedrate	finerate	middate
R3	S	channelside	R3S3	2013-12-03	2013-12-30	27	2.93	70.307167235495	0.108518518518519	0.0762962962962964	2013-12-17
R3	S	channelside	R3S3	2013-12-03	2013-12-30	27	3.16	65.5063291139241	0.117037037037037	0.0766666666666667	2013-12-17
HB	S	control	HBSC1	2013-12-18	2014-01-13	26	39.04	81.25	1.50153846153846	1.22	2013-12-31
HB	S	control	HBSC1	2013-12-18	2014-01-13	26	30.76	75.9427828348504	1.18307692307692	0.898461538461538	2013-12-31
HB	S	control	HBSC1	2013-12-18	2014-01-13	26	36.16	76.3827433628318	1.39076923076923	1.06230769230769	2013-12-31
HB	N	control	HBNC1	2013-11-12	2014-01-13	62	91.91	72.2989881405723	1.48241935483871	1.07177419354839	2013-12-13
HB	N	control	HBNC1	2013-11-12	2014-01-13	62	80.29	70.0959023539669	1.295	0.907741935483871	2013-12-13
HB	S	channelside	HBS2	2013-12-18	2014-01-13	26	92.69	32.5385694249649	3.565	1.16	2013-12-31
HB	S	channelside	HBS2	2013-12-18	2014-01-13	26	67.65	34.6932742054693	2.60192307692308	0.902692307692308	2013-12-31
HB	N	channelside	HBN3	2013-12-18	2014-01-14	27	107.59	25.4112835765406	3.98481481481481	1.01259259259259	2014-01-01
HB	N	channelside	HBN3	2013-12-18	2014-01-14	27	118.97	20.9632680507691	4.4062962962963	0.923703703703704	2014-01-01
HB	S	channelside	HBS1	2013-12-18	2014-01-14	27	39.03	31.9241609018703	1.44555555555556	0.461481481481481	2014-01-01
HB	S	channelside	HBS1	2013-12-18	2014-01-14	27	44.76	31.1662198391421	1.65777777777778	0.516666666666667	2014-01-01
HB	S	channelside	HBS1	2013-12-18	2014-01-14	27	73.53	44.6756425948592	2.72333333333333	1.21666666666667	2014-01-01
HB	N	channelside	HBN2	2013-12-18	2014-01-15	28	85.21	26.3232015021711	3.04321428571429	0.801071428571429	2014-01-01
HB	N	channelside	HBN2	2013-12-18	2014-01-15	28	70.71	27.6764248338283	2.52535714285714	0.698928571428571	2014-01-01
HB	N	channelside	HBN2	2013-12-18	2014-01-15	28	68.67	36.871996505024	2.4525	0.904285714285714	2014-01-01
R2	S	control	R2SC1	2013-11-18	2014-01-15	58	80.79	55.0934521599208	1.39293103448276	0.767413793103448	2013-12-17
R2	S	control	R2SC1	2013-11-18	2014-01-15	58	73.33	54.4933860630029	1.26431034482759	0.688965517241379	2013-12-17
R2	S	control	R2SC1	2013-11-18	2014-01-15	58	70.95	58.3509513742072	1.22327586206897	0.713793103448276	2013-12-17
R2	S	channelside	R2S1	2013-11-18	2014-01-15	58	103.59	48.5375036200405	1.78603448275862	0.866896551724138	2013-12-17
R2	S	channelside	R2S1	2013-11-18	2014-01-15	58	104.26	51.9086898139267	1.79758620689655	0.933103448275862	2013-12-17
R2	S	channelside	R2S1	2013-11-18	2014-01-15	58	105.97	54.8362744172879	1.82706896551724	1.00189655172414	2013-12-17
R2	N	control	R2NC1	2013-11-20	2014-01-18	59	39.42	38.8127853881278	0.668135593220339	0.259322033898305	2013-12-20
R2	N	control	R2NC1	2013-11-20	2014-01-18	59	60.05	47.7935054121565	1.01779661016949	0.486440677966102	2013-12-20
R2	N	channelside	R2N1	2013-11-18	2014-01-18	61	185.15	32.4493653794221	3.03524590163934	0.984918032786886	2013-12-18
R2	N	channelside	R2N1	2013-11-18	2014-01-18	61	170.02	31.7080343489001	2.7872131147541	0.883770491803279	2013-12-18
R2	N	channelside	R2N1	2013-11-18	2014-01-18	61	190.02	32.9017998105463	3.11508196721311	1.02491803278689	2013-12-18
R2	N	channelside	R2N2	2013-11-20	2013-12-15	25	58.39	30.5531769138551	2.3356	0.7136	2013-12-02
R2	N	channelside	R2N2	2013-11-20	2013-12-15	25	55.39	30.9622675573208	2.2156	0.686	2013-12-02
R2	N	channelside	R2N2	2013-11-20	2013-12-15	25	72.26	25.3944090783283	2.8904	0.734	2013-12-02
R2	S	channelside	R2S2	2013-11-21	2013-12-15	24	20.57	53.3787068546427	0.857083333333334	0.4575	2013-12-03
R2	S	channelside	R2S2	2013-11-21	2013-12-15	24	25.44	48.7814465408805	1.06	0.517083333333333	2013-12-03
R2	S	channelside	R2S2	2013-11-21	2013-12-15	24	24.75	48.9292929292929	1.03125	0.504583333333333	2013-12-03
R2	S	control	R2SC2	2013-11-21	2013-12-15	24	47.51	43.1277625762997	1.97958333333333	0.85375	2013-12-03
R2	S	control	R2SC2	2013-11-21	2013-12-15	24	26	43.0384615384615	1.08333333333333	0.46625	2013-12-03
R2	S	control	R2SC2	2013-11-21	2013-12-15	24	27.84	43.8577586206897	1.16	0.50875	2013-12-03
HB	N	channelside	HBN2	2013-11-18	2013-12-18	30	117.88	27.3243976925687	3.92933333333333	1.07366666666667	2013-12-03
HB	N	channelside	HBN2	2013-11-18	2013-12-18	30	152.46	23.2847960120687	5.082	1.18333333333333	2013-12-03
HB	N	channelside	HBN2	2013-11-18	2013-12-18	30	132.48	22.199577294686	4.416	0.980333333333333	2013-12-03
HB	N	channelside	HBN3	2013-11-18	2013-12-18	30	150.98	20.2145979599947	5.03266666666667	1.01733333333333	2013-12-03
HB	N	channelside	HBN3	2013-11-18	2013-12-18	30	131.93	20.2910634427348	4.39766666666667	0.892333333333333	2013-12-03
HB	S	channelside	HBS1	2013-11-18	2013-12-18	30	149.67	28.6831028262177	4.989	1.431	2013-12-03
HB	S	channelside	HBS1	2013-11-18	2013-12-18	30	122.23	31.236194060378	4.07433333333333	1.27266666666667	2013-12-03
HB	S	channelside	HBS1	2013-11-18	2013-12-18	30	104.41	26.0607221530505	3.48033333333333	0.907	2013-12-03
HB	S	channelside	HBS2	2013-11-18	2013-12-18	30	99.76	25.5914194065758	3.32533333333333	0.851	2013-12-03
HB	S	channelside	HBS2	2013-11-18	2013-12-18	30	94.57	29.9037749814952	3.15233333333333	0.942666666666666	2013-12-03
HB	S	channelside	HBS3	2013-11-18	2013-12-18	30	116.78	40.8460352800137	3.89266666666667	1.59	2013-12-03
HB	S	channelside	HBS3	2013-11-18	2013-12-18	30	111.45	41.6868550919695	3.715	1.54866666666667	2013-12-03
HB	S	channelside	HBS3	2013-11-18	2013-12-18	30	150.8	39.4429708222812	5.02666666666667	1.98266666666667	2013-12-03
HB	S	channelside	HBS4	2013-11-18	2013-12-18	30	106.21	42.180585632238	3.54033333333333	1.49333333333333	2013-12-03
HB	S	channelside	HBS4	2013-11-18	2013-12-18	30	109.45	43.1155778894472	3.64833333333333	1.573	2013-12-03
HB	S	channelside	HBS4	2013-11-18	2013-12-18	30	97.7	44.186284544524	3.25666666666667	1.439	2013-12-03
HB	S	control	HBSC1	2013-11-18	2013-12-18	30	52.86	57.4725690503216	1.762	1.01266666666667	2013-12-03
HB	S	control	HBSC1	2013-11-18	2013-12-18	30	41.79	62.3833452979182	1.393	0.869	2013-12-03
HB	S	control	HBSC1	2013-11-18	2013-12-18	30	41.82	63.9406982305117	1.394	0.891333333333333	2013-12-03
HB	S	channelside	HBS3	2013-12-18	2014-01-28	41	66.14	50.8769277290596	1.61317073170732	0.820731707317073	2014-01-07
HB	S	channelside	HBS3	2013-12-18	2014-01-28	41	64.75	52.2007722007722	1.57926829268293	0.824390243902439	2014-01-07
HB	S	channelside	HBS3	2013-12-18	2014-01-28	41	52.9	55.047258979206	1.29024390243902	0.710243902439024	2014-01-07
R2	N	channelside	R2N2	2013-12-15	2014-01-28	44	108.9	34.5454545454545	2.475	0.855	2014-01-06
R2	N	channelside	R2N2	2013-12-15	2014-01-28	44	106.3	34.4214487300094	2.41590909090909	0.831590909090909	2014-01-06
R2	N	channelside	R2N2	2013-12-15	2014-01-28	44	124.89	30.0984866682681	2.83840909090909	0.854318181818182	2014-01-06
R2	S	channelside	R2S2	2013-12-15	2014-01-28	44	46.51	56.9554934422705	1.05704545454545	0.602045454545455	2014-01-06
R2	S	channelside	R2S2	2013-12-15	2014-01-28	44	46.54	56.1237645036528	1.05772727272727	0.593636363636364	2014-01-06
R2	S	channelside	R2S2	2013-12-15	2014-01-28	44	53.11	49.388062511768	1.20704545454545	0.596136363636364	2014-01-06
R2	S	control	R2SC2	2013-12-15	2014-01-28	44	48.5	44.5979381443299	1.10227272727273	0.491590909090909	2014-01-06
R2	S	control	R2SC2	2013-12-15	2014-01-28	44	30.72	48.046875	0.698181818181818	0.335454545454546	2014-01-06
R2	S	control	R2SC2	2013-12-15	2014-01-28	44	34.51	49.5218777166039	0.784318181818182	0.388409090909091	2014-01-06
HB	S	channelside	HBS4	2013-12-18	2014-01-28	41	67.57	43.9100192393074	1.6480487804878	0.723658536585366	2014-01-07
HB	S	channelside	HBS4	2013-12-18	2014-01-28	41	88.78	39.5809867087182	2.16536585365854	0.857073170731707	2014-01-07
HB	S	channelside	HBS4	2013-12-18	2014-01-28	41	86.82	37.5604699378024	2.11756097560976	0.795365853658537	2014-01-07
HB	N	channelside	HBN2	2014-01-15	2014-02-08	24	29.88	16.4323962516734	1.245	0.204583333333333	2014-01-27
HB	N	channelside	HBN3	2014-01-14	2014-02-08	25	60.41	31.9483529217017	2.4164	0.772	2014-01-26
HB	N	control	HBNC1	2014-01-13	2014-02-07	25	3.55	81.4084507042253	0.142	0.1156	2014-01-25
HB	S	channelside	HBS1	2014-01-14	2014-02-08	25	30.12	20.0531208499336	1.2048	0.2416	2014-01-26
HB	S	channelside	HBS3	2014-01-28	2014-02-08	11	33.74	56.3722584469472	3.06727272727273	1.72909090909091	2014-02-03
HB	S	channelside	HBS4	2014-01-28	2014-02-08	11	20.06	41.5254237288135	1.82363636363636	0.757272727272727	2014-02-03
HB	S	control	HBSC1	2014-01-13	2014-02-07	25	4.07	94.1031941031941	0.1628	0.1532	2014-01-25
HB	N	channelside	HBN2	2014-01-15	2014-02-08	24	32.05	9.98439937597504	1.33541666666667	0.133333333333333	2014-01-27
HB	N	channelside	HBN3	2014-01-14	2014-02-08	25	75.89	28.5676637238108	3.0356	0.8672	2014-01-26
HB	N	control	HBNC1	2014-01-13	2014-02-07	25	5.41	90.3881700554528	0.2164	0.1956	2014-01-25
HB	S	channelside	HBS1	2014-01-14	2014-02-08	25	31.38	19.949012109624	1.2552	0.2504	2014-01-26
HB	S	channelside	HBS2	2014-01-13	2014-02-08	26	35.24	31.3847900113507	1.35538461538462	0.425384615384615	2014-01-26
HB	S	channelside	HBS3	2014-01-28	2014-02-08	11	36.5	51.3150684931507	3.31818181818182	1.70272727272727	2014-02-03
HB	S	channelside	HBS4	2014-01-28	2014-02-08	11	20.88	42.3850574712644	1.89818181818182	0.804545454545455	2014-02-03
HB	S	control	HBSC1	2014-01-13	2014-02-07	25	2.11	91.4691943127962	0.0844	0.0772	2014-01-25
HB	N	channelside	HBN2	2014-01-15	2014-02-08	24	31.3	18.9456869009585	1.30416666666667	0.247083333333333	2014-01-27
HB	S	channelside	HBS1	2014-01-14	2014-02-08	25	28.03	20.4780592222619	1.1212	0.2296	2014-01-26
HB	S	channelside	HBS2	2014-01-13	2014-02-08	26	28.84	32.9750346740638	1.10923076923077	0.365769230769231	2014-01-26
HB	S	channelside	HBS3	2014-01-28	2014-02-08	11	34.97	55.0471832999714	3.17909090909091	1.75	2014-02-03
HB	S	channelside	HBS4	2014-01-28	2014-02-08	11	22.57	45.9016393442623	2.05181818181818	0.941818181818182	2014-02-03
HB	S	control	HBSC1	2014-01-13	2014-02-07	25	2.47	78.1376518218624	0.0988	0.0772	2014-01-25
R2	S	channelside	R2S1	2014-01-15	2014-02-17	33	20.23	60.5536332179931	0.613030303030303	0.371212121212121	2014-01-31
R2	S	channelside	R2S1	2014-01-15	2014-02-17	33	14.95	64.5484949832776	0.453030303030303	0.292424242424242	2014-01-31
R2	S	channelside	R2S1	2014-01-15	2014-02-17	33	20.83	60.5376860297648	0.631212121212121	0.382121212121212	2014-01-31
R2	S	channelside	R2S2	2014-01-28	2014-02-17	20	10.98	51.183970856102	0.549	0.281	2014-02-07
R2	S	channelside	R2S2	2014-01-28	2014-02-17	20	7.68	67.8385416666666	0.384	0.2605	2014-02-07
R2	S	channelside	R2S2	2014-01-28	2014-02-17	20	7.32	67.6229508196721	0.366	0.2475	2014-02-07
R2	N	channelside	R2N1	2014-01-18	2014-02-17	30	29.9	46.9565217391304	0.996666666666667	0.468	2014-02-02
R2	N	channelside	R2N1	2014-01-18	2014-02-17	30	37.93	49.0377010282099	1.26433333333333	0.62	2014-02-02
R2	N	channelside	R2N1	2014-01-18	2014-02-17	30	36.35	45.5845942228336	1.21166666666667	0.552333333333333	2014-02-02
R2	N	control	R2NC1	2014-01-18	2014-02-16	29	1.64	75.6097560975611	0.0565517241379311	0.0427586206896552	2014-02-01
R2	N	control	R2NC1	2014-01-18	2014-02-16	29	1.12	67.8571428571429	0.0386206896551725	0.0262068965517242	2014-02-01
R2	N	control	R2NC2	2013-11-19	2014-02-16	89	26.46	76.7573696145125	0.297303370786517	0.228202247191011	2014-01-02
R2	N	control	R2NC2	2013-11-19	2014-02-16	89	20.38	73.846908734053	0.228988764044944	0.169101123595506	2014-01-02
R2	N	control	R2NC2	2013-11-19	2014-02-16	89	30.27	73.4390485629336	0.340112359550562	0.249775280898876	2014-01-02
R2	N	control	R2NC3	2013-11-20	2014-02-16	88	21.55	76.7517401392112	0.244886363636364	0.187954545454545	2014-01-03
R2	N	control	R2NC3	2013-11-20	2014-02-16	88	19.7	78.5786802030457	0.223863636363636	0.175909090909091	2014-01-03
R2	N	control	R2NC3	2013-11-20	2014-02-16	88	21.43	82.59449370042	0.243522727272727	0.201136363636364	2014-01-03
R2	N	channelside	R2N2	2014-01-28	2014-02-26	29	14.01	64.5967166309779	0.483103448275862	0.312068965517241	2014-02-11
R2	N	channelside	R2N2	2014-01-28	2014-02-26	29	13.58	65.3902798232695	0.468275862068966	0.306206896551724	2014-02-11
R2	N	channelside	R2N2	2014-01-28	2014-02-26	29	16.42	59.5615103532278	0.566206896551724	0.337241379310345	2014-02-11
R2	S	control	R2SC1	2014-01-15	2014-02-26	42	8.49	84.0989399293286	0.202142857142857	0.17	2014-02-05
R2	S	control	R2SC1	2014-01-15	2014-02-26	42	7.56	91.6666666666667	0.18	0.165	2014-02-05
R2	S	control	R2SC1	2014-01-15	2014-02-26	42	2.55	71.3725490196078	0.0607142857142857	0.0433333333333333	2014-02-05
R2	S	control	R2SC2	2014-01-28	2014-02-26	29	5.36	70.7089552238806	0.184827586206897	0.130689655172414	2014-02-11
R2	S	control	R2SC2	2014-01-28	2014-02-26	29	4.3	86.2790697674419	0.148275862068966	0.127931034482759	2014-02-11
R2	S	control	R2SC2	2014-01-28	2014-02-26	29	3.52	90.9090909090909	0.121379310344828	0.110344827586207	2014-02-11
R3	S	control	R3SC1	2013-12-05	2014-02-17	74	15.52	68.5567010309278	0.20972972972973	0.143783783783784	2014-01-11
R3	S	control	R3SC1	2013-12-05	2014-02-17	74	20.45	66.4547677261614	0.276351351351351	0.183648648648649	2014-01-11
R3	S	control	R3SC1	2013-12-05	2014-02-17	74	18.83	69.3574083908656	0.254459459459459	0.176486486486486	2014-01-11
R3	S	control	R3SC2	2013-12-04	2014-02-17	75	8.91	57.1268237934905	0.1188	0.0678666666666667	2014-01-11
R3	S	control	R3SC2	2013-12-04	2014-02-17	75	11.16	61.3799283154122	0.1488	0.0913333333333333	2014-01-11
R3	S	control	R3SC2	2013-12-04	2014-02-17	75	6.95	42.4460431654676	0.0926666666666667	0.0393333333333333	2014-01-11
R3	S	control	R3SC3	2013-12-04	2014-02-17	75	12.93	59.4740912606342	0.1724	0.102533333333333	2014-01-11
R3	S	control	R3SC3	2013-12-04	2014-02-17	75	15	59.6666666666667	0.2	0.119333333333333	2014-01-11
R3	S	control	R3SC3	2013-12-04	2014-02-17	75	15.56	58.6118251928021	0.207466666666667	0.1216	2014-01-11
R3	S	channelside	R3S2	2013-12-30	2014-02-16	48	15.5	45.8064516129032	0.322916666666667	0.147916666666667	2014-01-23
R3	S	channelside	R3S2	2013-12-30	2014-02-16	48	13.82	51.2301013024602	0.287916666666667	0.1475	2014-01-23
R3	S	channelside	R3S2	2013-12-30	2014-02-16	48	13.45	50.1858736059479	0.280208333333333	0.140625	2014-01-23
R3	S	channelside	R3S3	2013-12-30	2014-02-16	48	11.59	48.6626402070751	0.241458333333333	0.1175	2014-01-23
R3	S	channelside	R3S3	2013-12-30	2014-02-16	48	11.79	56.3189143341815	0.245625	0.138333333333333	2014-01-23
R3	S	channelside	R3S3	2013-12-30	2014-02-16	48	13.33	47.8619654913728	0.277708333333333	0.132916666666667	2014-01-23
R3	N	control	R3NC1	2013-12-05	2014-02-16	73	9.46	56.2367864693446	0.12958904109589	0.0728767123287671	2014-01-10
R3	N	control	R3NC1	2013-12-05	2014-02-16	73	7.91	62.1997471554994	0.108356164383562	0.0673972602739726	2014-01-10
R3	N	control	R3NC1	2013-12-05	2014-02-16	73	9.21	58.8490770901194	0.126164383561644	0.0742465753424657	2014-01-10
R3	N	channelside	R3N1	2013-12-30	2014-02-16	48	17.91	48.5762144053601	0.373125	0.18125	2014-01-23
R3	N	channelside	R3N1	2013-12-30	2014-02-16	48	16.54	51.4510278113664	0.344583333333333	0.177291666666667	2014-01-23
R3	N	channelside	R3N1	2013-12-30	2014-02-16	48	11.82	43.3164128595601	0.24625	0.106666666666667	2014-01-23
R3	S	channelside	R3S1	2013-12-30	2014-02-16	48	12.27	45.3952730236349	0.255625	0.116041666666667	2014-01-23
R3	S	channelside	R3S1	2013-12-30	2014-02-16	48	20.73	64.3511818620357	0.431875	0.277916666666667	2014-01-23
R3	S	channelside	R3S1	2013-12-30	2014-02-16	48	14.37	69.4502435629784	0.299375	0.207916666666667	2014-01-23
HB	N	control	HBNC1	2014-02-07	2014-03-06	27	4.33	96.3048498845266	0.16037037037037	0.154444444444444	2014-02-21
HB	N	control	HBNC1	2014-02-07	2014-03-06	27	5.11	88.8454011741683	0.189259259259259	0.168148148148148	2014-02-21
HB	N	control	HBNC1	2014-02-07	2014-03-06	27	2.08	97.596153846154	0.077037037037037	0.0751851851851852	2014-02-21
HB	S	control	HBSC1	2014-02-07	2014-03-06	27	4.65	94.8387096774194	0.172222222222222	0.163333333333333	2014-02-21
HB	S	control	HBSC1	2014-02-07	2014-03-06	27	2.78	92.8057553956835	0.102962962962963	0.0955555555555555	2014-02-21
HB	S	control	HBSC1	2014-02-07	2014-03-06	27	3	86	0.111111111111111	0.0955555555555555	2014-02-21
HB	N	channelside	HBN2	2014-02-08	2014-03-06	26	72.59	12.6739220278275	2.79192307692308	0.353846153846154	2014-02-21
HB	N	channelside	HBN2	2014-02-08	2014-03-06	26	87.15	15.1921973608721	3.35192307692308	0.509230769230769	2014-02-21
HB	N	channelside	HBN2	2014-02-08	2014-03-06	26	64.43	17.1659164985255	2.47807692307692	0.425384615384615	2014-02-21
HB	S	channelside	HBS3	2014-02-08	2014-03-05	25	21.88	49.4972577696527	0.8752	0.4332	2014-02-20
HB	S	channelside	HBS3	2014-02-08	2014-03-05	25	24.87	37.4748693204664	0.9948	0.3728	2014-02-20
HB	S	channelside	HBS3	2014-02-08	2014-03-05	25	21.78	48.8980716253444	0.8712	0.426	2014-02-20
HB	S	channelside	HBS4	2014-02-08	2014-03-05	25	20.31	42.5406203840473	0.8124	0.3456	2014-02-20
HB	S	channelside	HBS4	2014-02-08	2014-03-05	25	20.65	49.2493946731235	0.826	0.4068	2014-02-20
HB	S	channelside	HBS4	2014-02-08	2014-03-05	25	24.67	52.857721929469	0.9868	0.5216	2014-02-20
HB	N	channelside	HBN3	2014-02-08	2014-03-06	26	40.13	27.8096187390979	1.54346153846154	0.429230769230769	2014-02-21
HB	N	channelside	HBN3	2014-02-08	2014-03-06	26	45.32	33.4730803177405	1.74307692307692	0.583461538461538	2014-02-21
HB	N	channelside	HBN3	2014-02-08	2014-03-06	26	41.78	18.9803733843945	1.60692307692308	0.305	2014-02-21
HB	S	channelside	HBS1	2014-02-08	2014-03-07	27	36.96	26.8939393939394	1.36888888888889	0.368148148148148	2014-02-22
HB	S	channelside	HBS1	2014-02-08	2014-03-07	27	43.87	26.1226350581263	1.62481481481481	0.424444444444444	2014-02-22
HB	S	channelside	HBS1	2014-02-08	2014-03-07	27	35.96	30.7007786429366	1.33185185185185	0.408888888888889	2014-02-22
HB	S	channelside	HBS2	2014-02-08	2014-03-07	27	36.01	21.7995001388503	1.3337037037037	0.290740740740741	2014-02-22
HB	S	channelside	HBS2	2014-02-08	2014-03-07	27	43.85	34.6408209806157	1.62407407407407	0.562592592592593	2014-02-22
HB	S	channelside	HBS2	2014-02-08	2014-03-07	27	31.87	31.7226231565736	1.18037037037037	0.374444444444444	2014-02-22
R3	S	control	R3SC2	2014-02-17	2014-03-19	30	0.809999999999999	81.4814814814816	0.027	0.022	2014-03-04
R3	S	control	R3SC2	2014-02-17	2014-03-19	30	0.91	82.4175824175824	0.0303333333333333	0.025	2014-03-04
R3	S	control	R3SC2	2014-02-17	2014-03-19	30	1.3	80.7692307692308	0.0433333333333334	0.035	2014-03-04
R3	S	control	R3SC1	2014-02-17	2014-03-19	30	0.880000000000003	87.5000000000001	0.0293333333333334	0.0256666666666668	2014-03-04
R3	S	control	R3SC1	2014-02-17	2014-03-19	30	1.04	84.6153846153846	0.0346666666666666	0.0293333333333333	2014-03-04
R3	S	control	R3SC1	2014-02-17	2014-03-19	30	0.770000000000003	89.6103896103894	0.0256666666666668	0.023	2014-03-04
R3	N	channelside	R3N1	2014-02-16	2014-03-19	31	2.38	37.8151260504202	0.0767741935483872	0.0290322580645162	2014-03-04
