reef	dir	channel	site	start	end	duration	total_dry	frac_fine	sedrate	finerate	middate
R3	N	channelside	R3N1	2014-02-16	2014-03-19	31	1.11	54.0540540540542	0.0358064516129032	0.0193548387096775	2014-03-04
R3	N	channelside	R3N1	2014-02-16	2014-03-19	31	1.48	60.8108108108108	0.0477419354838709	0.0290322580645161	2014-03-04
R2	S	channelside	R2S1	2014-02-16	2014-03-19	31	14.8	49.3918918918919	0.47741935483871	0.235806451612903	2014-03-04
R2	S	channelside	R2S1	2014-02-16	2014-03-19	31	15.9	58.4276729559748	0.512903225806451	0.299677419354839	2014-03-04
R2	S	channelside	R2S1	2014-02-16	2014-03-19	31	15.91	58.4538026398492	0.513225806451613	0.3	2014-03-04
R2	S	channelside	R2S2	2014-02-17	2014-03-19	30	5.91	63.2825719120136	0.197	0.124666666666667	2014-03-04
R2	S	channelside	R2S2	2014-02-17	2014-03-19	30	6.51	64.9769585253456	0.217	0.141	2014-03-04
R2	S	channelside	R2S2	2014-02-17	2014-03-19	30	5.86	58.3617747440273	0.195333333333333	0.114	2014-03-04
R3	S	channelside	R3S1	2014-02-16	2014-03-19	31	1.65	70.3030303030302	0.053225806451613	0.0374193548387097	2014-03-04
R3	S	channelside	R3S1	2014-02-16	2014-03-19	31	1.89	77.2486772486773	0.0609677419354839	0.0470967741935484	2014-03-04
R3	S	channelside	R3S1	2014-02-16	2014-03-19	31	1.93	68.9119170984457	0.062258064516129	0.0429032258064516	2014-03-04
R3	S	channelside	R3S2	2014-02-16	2014-03-19	31	1.4	79.9999999999999	0.0451612903225807	0.0361290322580645	2014-03-04
R3	S	channelside	R3S2	2014-02-16	2014-03-19	31	0.860000000000001	73.2558139534884	0.027741935483871	0.0203225806451613	2014-03-04
R3	S	channelside	R3S2	2014-02-16	2014-03-19	31	1.87	73.7967914438502	0.0603225806451614	0.0445161290322581	2014-03-04
R3	S	channelside	R3S3	2014-02-16	2014-03-19	31	1.82	61.5384615384616	0.0587096774193549	0.0361290322580645	2014-03-04
R3	S	channelside	R3S3	2014-02-16	2014-03-19	31	1.36	66.9117647058824	0.0438709677419355	0.0293548387096775	2014-03-04
R3	S	channelside	R3S3	2014-02-16	2014-03-19	31	1.59	61.6352201257862	0.0512903225806452	0.0316129032258065	2014-03-04
R3	S	control	R3SC3	2014-02-17	2014-03-19	30	0.770000000000003	76.6233766233763	0.0256666666666668	0.0196666666666667	2014-03-04
R3	S	control	R3SC3	2014-02-17	2014-03-19	30	0.93	80.6451612903226	0.031	0.025	2014-03-04
R3	S	control	R3SC3	2014-02-17	2014-03-19	30	1.07	84.1121495327101	0.0356666666666667	0.03	2014-03-04
R3	N	control	R3NC1	2014-02-16	2014-03-20	32	0.919999999999998	83.6956521739132	0.0287499999999999	0.0240625	2014-03-04
R3	N	control	R3NC1	2014-02-16	2014-03-20	32	0.92	45.6521739130435	0.02875	0.013125	2014-03-04
R3	N	control	R3NC1	2014-02-16	2014-03-20	32	0.650000000000002	90.7692307692304	0.0203125000000001	0.0184375	2014-03-04
R2	N	control	R2NC3	2014-02-16	2014-03-20	32	1.08	93.5185185185185	0.03375	0.0315625	2014-03-04
R2	N	control	R2NC3	2014-02-16	2014-03-20	32	0.819999999999997	93.9024390243906	0.0256249999999999	0.0240625	2014-03-04
R2	N	control	R2NC3	2014-02-16	2014-03-20	32	0.76	89.4736842105265	0.02375	0.02125	2014-03-04
R2	N	control	R2NC2	2014-02-16	2014-03-20	32	0.649999999999999	87.6923076923079	0.0203125	0.0178125	2014-03-04
R2	N	control	R2NC2	2014-02-16	2014-03-20	32	0.719999999999999	91.6666666666668	0.0225	0.020625	2014-03-04
R2	N	control	R2NC2	2014-02-16	2014-03-20	32	0.680000000000003	77.941176470588	0.0212500000000001	0.0165625	2014-03-04
R2	N	control	R2NC1	2014-02-16	2014-03-20	32	1.4	61.4285714285715	0.04375	0.026875	2014-03-04
R2	N	control	R2NC1	2014-02-16	2014-03-20	32	1.39	69.0647482014388	0.0434375	0.03	2014-03-04
R2	N	control	R2NC1	2014-02-16	2014-03-20	32	0.659999999999997	74.2424242424244	0.0206249999999999	0.0153125	2014-03-04
R2	N	channelside	R2N1	2014-02-17	2014-03-20	31	33.6	36.2797619047619	1.08387096774194	0.393225806451613	2014-03-05
R2	N	channelside	R2N1	2014-02-17	2014-03-20	31	25.24	47.3851030110935	0.814193548387097	0.385806451612903	2014-03-05
R2	N	channelside	R2N1	2014-02-17	2014-03-20	31	29.35	30.9710391822828	0.946774193548387	0.293225806451613	2014-03-05
R2	S	control	R2SC2	2014-02-26	2014-03-30	32	6.88	73.4011627906977	0.215	0.1578125	2014-03-14
R2	S	control	R2SC2	2014-02-26	2014-03-30	32	5.63	78.8632326820604	0.1759375	0.13875	2014-03-14
R2	S	control	R2SC2	2014-02-26	2014-03-30	32	5.55	81.8018018018018	0.1734375	0.141875	2014-03-14
R2	S	control	R2SC1	2014-02-26	2014-03-30	32	6.98	82.378223495702	0.218125	0.1796875	2014-03-14
R2	S	control	R2SC1	2014-02-26	2014-03-30	32	6.87	85.4439592430859	0.2146875	0.1834375	2014-03-14
R2	N	channelside	R2N2	2014-02-26	2014-03-30	32	26.29	49.3723849372385	0.8215625	0.405625	2014-03-14
R2	N	channelside	R2N2	2014-02-26	2014-03-30	32	24.26	47.2794723825227	0.758125	0.3584375	2014-03-14
R2	N	channelside	R2N2	2014-02-26	2014-03-30	32	28.65	45.933682373473	0.8953125	0.41125	2014-03-14
HB	S	channelside	HBS4	2014-03-05	2014-04-02	28	38.26	66.6231050705698	1.36642857142857	0.910357142857143	2014-03-19
HB	S	channelside	HBS4	2014-03-05	2014-04-02	28	41.44	60.8108108108108	1.48	0.9	2014-03-19
HB	S	channelside	HBS4	2014-03-05	2014-04-02	28	62.83	64.4914849594143	2.24392857142857	1.44714285714286	2014-03-19
HB	S	channelside	HBS3	2014-03-05	2014-04-02	28	48.87	59.402496419071	1.74535714285714	1.03678571428571	2014-03-19
HB	S	channelside	HBS3	2014-03-05	2014-04-02	28	47.78	65.257429886982	1.70642857142857	1.11357142857143	2014-03-19
HB	N	control	HBNC1	2014-03-06	2014-04-02	27	30.67	94.4897293772416	1.13592592592593	1.07333333333333	2014-03-20
HB	N	control	HBNC1	2014-03-06	2014-04-02	27	37.02	92.4635332252836	1.37111111111111	1.26777777777778	2014-03-20
HB	N	control	HBNC1	2014-03-06	2014-04-02	27	26.91	92.7907840951319	0.996666666666667	0.924814814814815	2014-03-20
HB	S	control	HBSC1	2014-03-06	2014-04-02	27	9.62	87.5259875259875	0.356296296296296	0.311851851851852	2014-03-20
HB	S	control	HBSC1	2014-03-06	2014-04-02	27	9.86	93.6105476673428	0.365185185185185	0.341851851851852	2014-03-20
HB	S	control	HBSC1	2014-03-06	2014-04-02	27	9.17	91.2758996728463	0.33962962962963	0.31	2014-03-20
HB	N	channelside	HBN3	2014-03-06	2014-04-03	28	105.44	28.4332321699545	3.76571428571429	1.07071428571429	2014-03-20
HB	N	channelside	HBN3	2014-03-06	2014-04-03	28	134.16	21.3327370304114	4.79142857142857	1.02214285714286	2014-03-20
HB	N	channelside	HBN3	2014-03-06	2014-04-03	28	120.58	21.802952396749	4.30642857142857	0.938928571428571	2014-03-20
HB	N	channelside	HBN2	2014-03-05	2014-04-04	30	164.51	10.1452799221932	5.48366666666667	0.556333333333333	2014-03-20
HB	N	channelside	HBN2	2014-03-05	2014-04-04	30	169.62	10.9008371654286	5.654	0.616333333333333	2014-03-20
HB	N	channelside	HBN2	2014-03-05	2014-04-04	30	153.36	16.5427751695357	5.112	0.845666666666666	2014-03-20
HB	S	channelside	HBS2	2014-03-07	2014-04-04	28	36.74	49.7550353837779	1.31214285714286	0.652857142857143	2014-03-21
HB	S	channelside	HBS2	2014-03-07	2014-04-04	28	50.04	48.5011990407674	1.78714285714286	0.866785714285714	2014-03-21
HB	S	channelside	HBS2	2014-03-07	2014-04-04	28	40.2	48.7562189054726	1.43571428571429	0.7	2014-03-21
HB	S	channelside	HBS1	2014-03-07	2014-04-04	28	58.51	22.9533413091779	2.08964285714286	0.479642857142857	2014-03-21
HB	S	channelside	HBS1	2014-03-07	2014-04-04	28	67.38	19.5161769070941	2.40642857142857	0.469642857142857	2014-03-21
HB	S	channelside	HBS1	2014-03-07	2014-04-04	28	55.48	27.9920692141312	1.98142857142857	0.554642857142857	2014-03-21
R2	N	channelside	R2N1	2014-03-20	2014-04-16	27	47.48	35.1095197978096	1.75851851851852	0.617407407407408	2014-04-03
R2	N	channelside	R2N1	2014-03-20	2014-04-16	27	41.95	34.1597139451728	1.5537037037037	0.530740740740741	2014-04-03
R2	N	channelside	R2N1	2014-03-20	2014-04-16	27	49.1	32.8920570264766	1.81851851851852	0.598148148148148	2014-04-03
R2	S	channelside	R2S1	2014-03-19	2014-04-16	28	26.39	47.2148541114058	0.9425	0.445	2014-04-02
R2	S	channelside	R2S1	2014-03-19	2014-04-16	28	31.46	48.4424666242848	1.12357142857143	0.544285714285714	2014-04-02
R2	S	channelside	R2S1	2014-03-19	2014-04-16	28	28.22	57.1934798015592	1.00785714285714	0.576428571428571	2014-04-02
R2	S	channelside	R2S2	2014-03-19	2014-04-16	28	16.36	61.4914425427873	0.584285714285714	0.359285714285714	2014-04-02
R2	S	channelside	R2S2	2014-03-19	2014-04-16	28	21.23	61.2341026848799	0.758214285714286	0.464285714285714	2014-04-02
R2	S	channelside	R2S2	2014-03-19	2014-04-16	28	19.66	49.0844354018311	0.702142857142857	0.344642857142857	2014-04-02
R2	N	control	R2NC1	2014-03-20	2014-04-16	27	4.29	66.6666666666667	0.158888888888889	0.105925925925926	2014-04-03
R2	N	control	R2NC1	2014-03-20	2014-04-16	27	4.7	57.6595744680851	0.174074074074074	0.10037037037037	2014-04-03
R2	N	control	R2NC1	2014-03-20	2014-04-16	27	3.4	69.1176470588235	0.125925925925926	0.087037037037037	2014-04-03
R2	N	control	R2NC2	2014-03-20	2014-04-16	27	1.62	94.4444444444445	0.06	0.0566666666666667	2014-04-03
R2	N	control	R2NC2	2014-03-20	2014-04-16	27	1.38	94.2028985507247	0.051111111111111	0.0481481481481481	2014-04-03
R2	N	control	R2NC2	2014-03-20	2014-04-16	27	2.04	92.156862745098	0.0755555555555555	0.0696296296296296	2014-04-03
R2	N	control	R2NC3	2014-03-20	2014-04-16	27	2.15	90.2325581395348	0.0796296296296296	0.0718518518518518	2014-04-03
R2	N	control	R2NC3	2014-03-20	2014-04-16	27	1.81	90.6077348066299	0.0670370370370369	0.0607407407407407	2014-04-03
R2	N	control	R2NC3	2014-03-20	2014-04-16	27	8.16	97.7941176470588	0.302222222222222	0.295555555555555	2014-04-03
R2	S	control	R2SC2	2014-03-30	2014-04-27	28	2.57	86.3813229571984	0.0917857142857143	0.0792857142857143	2014-04-13
R2	S	control	R2SC2	2014-03-30	2014-04-27	28	3.04	88.1578947368421	0.108571428571429	0.0957142857142857	2014-04-13
R2	S	control	R2SC2	2014-03-30	2014-04-27	28	3.89	79.6915167095115	0.138928571428572	0.110714285714286	2014-04-13
R2	S	control	R2SC1	2014-03-30	2014-04-27	28	5.41	92.9759704251387	0.193214285714286	0.179642857142857	2014-04-13
R2	S	control	R2SC1	2014-03-30	2014-04-27	28	4.44	90.7657657657658	0.158571428571429	0.143928571428571	2014-04-13
R2	S	control	R2SC1	2014-03-30	2014-04-27	28	2.75	89.0909090909091	0.0982142857142858	0.0875	2014-04-13
R2	N	channelside	R2N2	2014-03-30	2014-04-27	28	13.75	67.4181818181818	0.491071428571429	0.331071428571429	2014-04-13
R2	N	channelside	R2N2	2014-03-30	2014-04-27	28	13.32	62.1621621621622	0.475714285714286	0.295714285714286	2014-04-13
R2	N	channelside	R2N2	2014-03-30	2014-04-27	28	16.41	66.6057282145034	0.586071428571428	0.390357142857143	2014-04-13
HB	S	control	HBSC1	2014-04-02	2014-04-30	28	2.24	84.375	0.0799999999999999	0.0675	2014-04-16
HB	S	control	HBSC1	2014-04-02	2014-04-30	28	3.12	96.4743589743589	0.111428571428571	0.1075	2014-04-16
HB	S	control	HBSC1	2014-04-02	2014-04-30	28	1.65	97.5757575757575	0.0589285714285714	0.0575	2014-04-16
HB	S	channelside	HBS3	2014-04-02	2014-04-30	28	15.18	54.0184453227931	0.542142857142857	0.292857142857143	2014-04-16
HB	S	channelside	HBS3	2014-04-02	2014-04-30	28	19.21	61.7386777719937	0.686071428571429	0.423571428571429	2014-04-16
HB	S	channelside	HBS4	2014-04-02	2014-04-30	28	21.83	60.6046724690793	0.779642857142857	0.4725	2014-04-16
HB	S	channelside	HBS4	2014-04-02	2014-04-30	28	20.63	55.9864275327194	0.736785714285714	0.4125	2014-04-16
HB	S	channelside	HBS4	2014-04-02	2014-04-30	28	27.47	63.1234073534765	0.981071428571428	0.619285714285714	2014-04-16
HB	N	control	HBNC1	2014-04-02	2014-05-03	31	6.05	92.2314049586777	0.195161290322581	0.18	2014-04-18
HB	N	control	HBNC1	2014-04-02	2014-05-03	31	7.08	85.3107344632768	0.228387096774194	0.194838709677419	2014-04-18
HB	N	control	HBNC1	2014-04-02	2014-05-03	31	6.58	93.6170212765958	0.212258064516129	0.198709677419355	2014-04-18
HB	N	channelside	HBN3	2014-04-03	2014-05-03	30	47.51	37.5499894758998	1.58366666666667	0.594666666666667	2014-04-18
HB	N	channelside	HBN3	2014-04-03	2014-05-03	30	54.02	27.6008885597927	1.80066666666667	0.497	2014-04-18
HB	N	channelside	HBN3	2014-04-03	2014-05-03	30	55.27	28.9487968156324	1.84233333333333	0.533333333333333	2014-04-18
HB	N	channelside	HBN2	2014-04-04	2014-05-03	29	124.93	9.04506523653246	4.30793103448276	0.389655172413793	2014-04-18
HB	N	channelside	HBN2	2014-04-04	2014-05-03	29	38.28	15.0992685475444	1.32	0.199310344827586	2014-04-18
HB	N	channelside	HBN2	2014-04-04	2014-05-03	29	116.98	20.8155240212002	4.03379310344828	0.839655172413793	2014-04-18
HB	S	channelside	HBS2	2014-04-04	2014-05-03	29	23.35	38.7580299785867	0.805172413793103	0.312068965517241	2014-04-18
HB	S	channelside	HBS2	2014-04-04	2014-05-03	29	27.97	35.5738291026099	0.964482758620689	0.343103448275862	2014-04-18
HB	S	channelside	HBS2	2014-04-04	2014-05-03	29	23.96	37.3121869782972	0.826206896551724	0.308275862068966	2014-04-18
HB	S	channelside	HBS1	2014-04-04	2014-05-03	29	20.64	36.4341085271318	0.711724137931035	0.259310344827586	2014-04-18
HB	S	channelside	HBS1	2014-04-04	2014-05-03	29	20.19	33.977216443784	0.696206896551724	0.236551724137931	2014-04-18
HB	S	channelside	HBS1	2014-04-04	2014-05-03	29	20.09	41.4136386261822	0.692758620689655	0.286896551724138	2014-04-18
R2	N	channelside	R2N1	2014-04-16	2014-05-24	38	67.52	52.0586492890995	1.77684210526316	0.925	2014-05-05
R2	N	channelside	R2N1	2014-04-16	2014-05-24	38	52.68	49.6583143507973	1.38631578947368	0.688421052631579	2014-05-05
R2	N	channelside	R2N1	2014-04-16	2014-05-24	38	63.17	45.8920373595061	1.66236842105263	0.762894736842105	2014-05-05
R2	N	channelside	R2N2	2014-04-27	2014-05-24	27	39.05	67.0166453265045	1.4462962962963	0.969259259259259	2014-05-11
R2	N	channelside	R2N2	2014-04-27	2014-05-24	27	47.94	70.6716729244889	1.77555555555556	1.25481481481481	2014-05-11
R2	S	channelside	R2S1	2014-04-16	2014-05-24	38	48.36	64.4747725392887	1.27263157894737	0.820526315789474	2014-05-05
R2	S	channelside	R2S1	2014-04-16	2014-05-24	38	51.5	58.0582524271845	1.35526315789474	0.786842105263158	2014-05-05
R2	S	channelside	R2S1	2014-04-16	2014-05-24	38	42.85	65.4375729288215	1.12763157894737	0.737894736842105	2014-05-05
R2	N	control	R2NC1	2014-04-16	2014-05-24	38	11.36	74.4718309859155	0.298947368421053	0.222631578947368	2014-05-05
R2	N	control	R2NC1	2014-04-16	2014-05-24	38	12.07	80.5302402651201	0.317631578947368	0.255789473684211	2014-05-05
R2	N	control	R2NC1	2014-04-16	2014-05-24	38	9.49	82.4025289778714	0.249736842105263	0.205789473684211	2014-05-05
R2	N	control	R2NC2	2014-04-16	2014-05-24	38	6.39	92.9577464788732	0.168157894736842	0.156315789473684	2014-05-05
R2	N	control	R2NC2	2014-04-16	2014-05-24	38	3.63	92.0110192837466	0.0955263157894737	0.0878947368421053	2014-05-05
R2	N	control	R2NC2	2014-04-16	2014-05-24	38	7	86.2857142857143	0.184210526315789	0.158947368421053	2014-05-05
R2	N	control	R2NC3	2014-04-16	2014-05-24	38	4.31	94.431554524362	0.113421052631579	0.107105263157895	2014-05-05
R2	N	control	R2NC3	2014-04-16	2014-05-24	38	3.57	91.8767507002801	0.0939473684210527	0.0863157894736842	2014-05-05
R2	N	control	R2NC3	2014-04-16	2014-05-24	38	3.2	91.25	0.0842105263157895	0.0768421052631579	2014-05-05
R2	S	channelside	R2S2	2014-04-16	2014-05-24	38	27.9	71.326164874552	0.734210526315789	0.523684210526316	2014-05-05
R2	S	channelside	R2S2	2014-04-16	2014-05-24	38	32.33	72.842561088772	0.85078947368421	0.619736842105263	2014-05-05
R2	S	channelside	R2S2	2014-04-16	2014-05-24	38	37.24	64.500537056928	0.98	0.632105263157895	2014-05-05
R2	S	control	R2SC1	2014-04-27	2014-05-24	27	17.84	75.9529147982063	0.660740740740741	0.501851851851852	2014-05-11
R2	S	control	R2SC1	2014-04-27	2014-05-24	27	16.19	84.1260037059914	0.59962962962963	0.504444444444444	2014-05-11
R2	S	control	R2SC1	2014-04-27	2014-05-24	27	17.32	79.3302540415704	0.641481481481482	0.508888888888889	2014-05-11
R2	S	control	R2SC2	2014-04-27	2014-05-24	27	14.25	76.5614035087719	0.527777777777778	0.404074074074074	2014-05-11
R2	S	control	R2SC2	2014-04-27	2014-05-24	27	16.19	81.1612106238419	0.59962962962963	0.486666666666667	2014-05-11
R2	S	control	R2SC2	2014-04-27	2014-05-24	27	17.52	79.7945205479452	0.648888888888889	0.517777777777778	2014-05-11
HB	S	control	HBSC1	2014-04-30	2014-05-28	28	13.34	86.8065967016492	0.476428571428571	0.413571428571429	2014-05-14
HB	S	control	HBSC1	2014-04-30	2014-05-28	28	14.42	93.3425797503468	0.515	0.480714285714286	2014-05-14
HB	S	control	HBSC1	2014-04-30	2014-05-28	28	12.04	93.0232558139535	0.43	0.4	2014-05-14
HB	S	channelside	HBS3	2014-04-30	2014-05-28	28	45.85	61.2213740458015	1.6375	1.0025	2014-05-14
HB	S	channelside	HBS3	2014-04-30	2014-05-28	28	50.96	67.2684458398744	1.82	1.22428571428571	2014-05-14
HB	S	channelside	HBS4	2014-04-30	2014-05-28	28	53.66	51.9194931047335	1.91642857142857	0.995	2014-05-14
HB	S	channelside	HBS4	2014-04-30	2014-05-28	28	60.41	49.4289024995862	2.1575	1.06642857142857	2014-05-14
HB	S	channelside	HBS4	2014-04-30	2014-05-28	28	77.64	47.758887171561	2.77285714285714	1.32428571428571	2014-05-14
HB	N	channelside	HBN3	2014-05-03	2014-05-28	25	90.8	23.8325991189427	3.632	0.8656	2014-05-15
HB	N	channelside	HBN3	2014-05-03	2014-05-28	25	101.97	20.162792978327	4.0788	0.8224	2014-05-15
HB	N	channelside	HBN3	2014-05-03	2014-05-28	25	96.15	20.7592303692148	3.846	0.7984	2014-05-15
HB	N	control	HBNC1	2014-05-03	2014-05-29	26	34.6	94.7109826589595	1.33076923076923	1.26038461538462	2014-05-16
HB	N	control	HBNC1	2014-05-03	2014-05-29	26	32.04	89.3570536828964	1.23230769230769	1.10115384615385	2014-05-16
HB	N	control	HBNC1	2014-05-03	2014-05-29	26	31.81	94.7815152467777	1.22346153846154	1.15961538461538	2014-05-16
HB	S	channelside	HBS1	2014-05-03	2014-05-29	26	75.28	21.7454835281615	2.89538461538462	0.629615384615385	2014-05-16
HB	S	channelside	HBS1	2014-05-03	2014-05-29	26	83.25	20.4684684684685	3.20192307692308	0.655384615384615	2014-05-16
HB	S	channelside	HBS1	2014-05-03	2014-05-29	26	76.43	27.0574381787256	2.93961538461538	0.795384615384615	2014-05-16
HB	N	channelside	HBN2	2014-05-03	2014-05-29	26	81.9	22.8083028083028	3.15	0.718461538461538	2014-05-16
HB	N	channelside	HBN2	2014-05-03	2014-05-29	26	70.85	25.970359915314	2.725	0.707692307692308	2014-05-16
HB	N	channelside	HBN2	2014-05-03	2014-05-29	26	70.52	27.1270561542825	2.71230769230769	0.735769230769231	2014-05-16
HB	S	channelside	HBS2	2014-05-03	2014-05-29	26	52.75	37.2890995260664	2.02884615384615	0.756538461538462	2014-05-16
HB	S	channelside	HBS2	2014-05-03	2014-05-29	26	80.41	30.5683372714836	3.09269230769231	0.945384615384615	2014-05-16
HB	S	channelside	HBS2	2014-05-03	2014-05-29	26	65.66	33.8257691136156	2.52538461538462	0.854230769230769	2014-05-16
R2	S	control	R2SC1	2014-05-24	2014-06-22	29	6.72	85.2678571428571	0.231724137931034	0.197586206896552	2014-06-07
R2	S	control	R2SC1	2014-05-24	2014-06-22	29	6.83	87.701317715959	0.23551724137931	0.206551724137931	2014-06-07
R2	S	control	R2SC1	2014-05-24	2014-06-22	29	5.72	87.0629370629371	0.197241379310345	0.171724137931034	2014-06-07
R2	S	control	R2SC2	2014-05-24	2014-06-22	29	7.07	88.6845827439887	0.243793103448276	0.216206896551724	2014-06-07
R2	S	control	R2SC2	2014-05-24	2014-06-22	29	5.75	79.6521739130435	0.198275862068966	0.157931034482759	2014-06-07
R2	S	control	R2SC2	2014-05-24	2014-06-22	29	5.38	79.182156133829	0.18551724137931	0.146896551724138	2014-06-07
R2	S	channelside	R2S2	2014-05-24	2014-06-22	29	20.73	81.3796430294259	0.714827586206897	0.581724137931035	2014-06-07
R2	S	channelside	R2S2	2014-05-24	2014-06-22	29	25.05	81.9560878243513	0.863793103448276	0.707931034482759	2014-06-07
R2	S	channelside	R2S2	2014-05-24	2014-06-22	29	23.27	81.6072195960464	0.802413793103448	0.654827586206897	2014-06-07
R2	N	channelside	R2N1	2014-05-24	2014-06-22	29	68.36	78.3060269163253	2.35724137931035	1.84586206896552	2014-06-07
R2	N	channelside	R2N1	2014-05-24	2014-06-22	29	47.51	76.5523047779415	1.63827586206897	1.25413793103448	2014-06-07
R2	N	channelside	R2N1	2014-05-24	2014-06-22	29	53.35	73.4395501405811	1.83965517241379	1.35103448275862	2014-06-07
R2	N	channelside	R2N2	2014-05-24	2014-06-22	29	36.22	72.4737713970182	1.24896551724138	0.905172413793104	2014-06-07
R2	N	channelside	R2N2	2014-05-24	2014-06-22	29	36.46	71.914426769062	1.25724137931034	0.904137931034483	2014-06-07
R2	N	control	R2NC1	2014-05-24	2014-06-22	29	3.56	50.8426966292135	0.122758620689655	0.0624137931034482	2014-06-07
R2	N	control	R2NC1	2014-05-24	2014-06-22	29	1.74	79.3103448275862	0.0600000000000001	0.0475862068965517	2014-06-07
R2	N	control	R2NC1	2014-05-24	2014-06-22	29	2.09	77.0334928229665	0.0720689655172414	0.0555172413793103	2014-06-07
R2	N	control	R2NC2	2014-05-24	2014-06-22	29	2.28	92.5438596491228	0.0786206896551725	0.0727586206896552	2014-06-07
R2	N	control	R2NC2	2014-05-24	2014-06-22	29	1.89	79.8941798941799	0.0651724137931034	0.0520689655172414	2014-06-07
R2	N	control	R2NC2	2014-05-24	2014-06-22	29	1.75	93.7142857142858	0.0603448275862069	0.0565517241379311	2014-06-07
R2	N	control	R2NC3	2014-05-24	2014-06-22	29	1.95	94.8717948717949	0.0672413793103448	0.0637931034482759	2014-06-07
R2	N	control	R2NC3	2014-05-24	2014-06-22	29	1.61	93.7888198757763	0.0555172413793104	0.0520689655172414	2014-06-07
R2	N	control	R2NC3	2014-05-24	2014-06-22	29	1.62	88.8888888888889	0.0558620689655172	0.0496551724137931	2014-06-07
HB	N	control	HBNC1	2014-05-29	2014-06-25	27	6.78	94.2477876106195	0.251111111111111	0.236666666666667	2014-06-12
HB	N	control	HBNC1	2014-05-29	2014-06-25	27	8.47	85.4781582054309	0.313703703703704	0.268148148148148	2014-06-12
HB	N	control	HBNC1	2014-05-29	2014-06-25	27	7.77	85.0707850707851	0.287777777777778	0.244814814814815	2014-06-12
HB	N	channelside	HBN3	2014-05-28	2014-06-25	28	41.97	38.5036931141291	1.49892857142857	0.577142857142857	2014-06-11
HB	N	channelside	HBN3	2014-05-28	2014-06-25	28	46.86	33.7814767392232	1.67357142857143	0.565357142857143	2014-06-11
HB	N	channelside	HBN3	2014-05-28	2014-06-25	28	45.75	33.879781420765	1.63392857142857	0.553571428571428	2014-06-11
HB	N	channelside	HBN2	2014-05-29	2014-06-25	27	28.21	27.2952853598015	1.04481481481481	0.285185185185185	2014-06-12
HB	N	channelside	HBN2	2014-05-29	2014-06-25	27	29.64	26.9568151147099	1.09777777777778	0.295925925925926	2014-06-12
HB	N	channelside	HBN2	2014-05-29	2014-06-25	27	28.95	35.7167530224525	1.07222222222222	0.382962962962963	2014-06-12
HB	S	control	HBSC1	2014-05-28	2014-06-26	29	4.19	88.0668257756563	0.14448275862069	0.127241379310345	2014-06-11
HB	S	control	HBSC1	2014-05-28	2014-06-26	29	3.58	88.268156424581	0.123448275862069	0.108965517241379	2014-06-11
HB	S	control	HBSC1	2014-05-28	2014-06-26	29	3.63	91.7355371900826	0.125172413793103	0.114827586206897	2014-06-11
HB	S	channelside	HBS1	2014-05-29	2014-06-26	28	17.05	39.941348973607	0.608928571428571	0.243214285714286	2014-06-12
HB	S	channelside	HBS1	2014-05-29	2014-06-26	28	19.23	34.1133645345814	0.686785714285714	0.234285714285714	2014-06-12
HB	S	channelside	HBS1	2014-05-29	2014-06-26	28	15.77	38.8712745719721	0.563214285714286	0.218928571428571	2014-06-12
HB	S	channelside	HBS2	2014-05-29	2014-06-26	28	13.44	70.9821428571429	0.48	0.340714285714286	2014-06-12
HB	S	channelside	HBS2	2014-05-29	2014-06-26	28	12.85	63.0350194552529	0.458928571428571	0.289285714285714	2014-06-12
HB	S	channelside	HBS2	2014-05-29	2014-06-26	28	11.98	66.69449081803	0.427857142857143	0.285357142857143	2014-06-12
HB	S	channelside	HBS3	2014-05-28	2014-06-26	29	23.34	61.9965724078835	0.804827586206897	0.498965517241379	2014-06-11
HB	S	channelside	HBS3	2014-05-28	2014-06-26	29	23.62	61.9813717188823	0.81448275862069	0.504827586206896	2014-06-11
HB	S	channelside	HBS4	2014-05-28	2014-06-26	29	22.03	68.4975034044485	0.759655172413793	0.520344827586207	2014-06-11
HB	S	channelside	HBS4	2014-05-28	2014-06-26	29	26.01	75.5478662053057	0.896896551724138	0.677586206896552	2014-06-11
HB	S	channelside	HBS4	2014-05-28	2014-06-26	29	23.22	70.0689061154177	0.800689655172414	0.561034482758621	2014-06-11
R2	S	channelside	R2S1	2014-05-24	2014-06-26	33	26.29	79.8022061620388	0.796666666666667	0.635757575757576	2014-06-09
R2	S	channelside	R2S1	2014-05-24	2014-06-26	33	26.33	84.7322445879225	0.797878787878788	0.676060606060606	2014-06-09
R2	S	channelside	R2S1	2014-05-24	2014-06-26	33	34.43	85.7391809468487	1.04333333333333	0.894545454545454	2014-06-09
R3	S	control	R3SC3	2014-06-05	2014-07-03	28	1.24	73.3870967741936	0.0442857142857143	0.0325	2014-06-19
R3	S	control	R3SC3	2014-06-05	2014-07-03	28	1.3	73.0769230769231	0.0464285714285715	0.0339285714285715	2014-06-19
R3	S	control	R3SC3	2014-06-05	2014-07-03	28	1.26	69.047619047619	0.0450000000000001	0.0310714285714286	2014-06-19
R3	S	control	R3SC2	2014-06-05	2014-07-03	28	1.12	75.8928571428571	0.0400000000000001	0.0303571428571429	2014-06-19
R3	S	control	R3SC2	2014-06-05	2014-07-03	28	1.17	72.6495726495727	0.0417857142857142	0.0303571428571429	2014-06-19
