date	reef	dir	channel	site	transect	coral	species	condition
2014-07-19	R3	S	control	R3SC3	3	R3SC3.3.3	MMEA	SA, P
2014-07-19	R3	S	control	R3SC3	3	R3SC3.3.4	CNAT	SED, P
2014-07-19	R3	S	control	R3SC3	3	R3SC3.3.5	PSTR	P
2014-07-19	R3	S	control	R3SC3	3	R3SC3.3.6	MCAV	P
2014-07-19	R3	S	control	R3SC3	3	R3SC3.3.7	PSTR	SED, P
2014-07-19	R3	S	control	R3SC3	3	R3SC3.3.8	MCAV	NONE
2014-07-19	R3	S	control	R3SC3	3	R3SC3.3.9	PSTR	P, SA, UPM
2014-07-20	R2	N	channelside	R2N2	1	R2N2.1.1	SINT	PBUR, SA
2014-07-20	R2	N	channelside	R2N2	1	R2N2.1.10	SSID	P, M
2014-07-20	R2	N	channelside	R2N2	1	R2N2.1.2	MCAV	SA, PBUR
2014-07-20	R2	N	channelside	R2N2	1	R2N2.1.3	MCAV	P, SA
2014-07-20	R2	N	channelside	R2N2	1	R2N2.1.4	SSID	MIS
2014-07-20	R2	N	channelside	R2N2	1	R2N2.1.5	DSTO	P, UC
2014-07-20	R2	N	channelside	R2N2	1	R2N2.1.6	SBOU	UC, UD, PE, SED, M
2014-07-20	R2	N	channelside	R2N2	1	R2N2.1.7	SSID	PBUR, PD, M, SED
2014-07-20	R2	N	channelside	R2N2	1	R2N2.1.8	SBOU	PBUR, PE, PM, M
2014-07-20	R2	N	channelside	R2N2	1	R2N2.1.9	SSID	P
2014-07-20	R2	N	channelside	R2N2	2	R2N2.2.1	SINT	BUR
2014-07-20	R2	N	channelside	R2N2	2	R2N2.2.2	MCAV	P, PBUR
2014-07-20	R2	N	channelside	R2N2	2	R2N2.2.3	MCAV	NONE
2014-07-20	R2	N	channelside	R2N2	2	R2N2.2.4	MCAV	P, UPM
2014-07-20	R2	N	channelside	R2N2	2	R2N2.2.5	SBOU	UD, SA, PE, PBUR
2014-07-20	R2	N	channelside	R2N2	2	R2N2.2.6	ALAM	NONE
2014-07-20	R2	N	channelside	R2N2	3	R2N2.3.1	MDEC	PBUR, PM, SA
2014-07-20	R2	N	channelside	R2N2	3	R2N2.3.2	MCAV	SA, PM
2014-07-20	R2	N	channelside	R2N2	3	R2N2.3.3	SBOU	PM, PE, PBUR
2014-07-20	R2	N	channelside	R2N2	3	R2N2.3.4	MCAV	P
2014-07-20	R2	N	channelside	R2N2	3	R2N2.3.5	MCAV	P, SED
2014-07-20	R2	N	channelside	R2N2	3	R2N2.3.6	SSID	BUR
2014-07-20	R2	N	channelside	R2N2	3	R2N2.3.7	SINT	PE, SED
2014-07-20	R2	N	channelside	R2N2	3	R2N2.3.8	MCAV	PM, SA, PBUR, P
2014-07-20	R2	N	channelside	R2N2	3	R2N2.3.9	DSTO	SA
2014-07-21	R3	S	channelside	R3S2	1	R3S2.1.1	SINT	PE
2014-07-21	R3	S	channelside	R3S2	1	R3S2.1.2	PAST	SED
2014-07-21	R3	S	channelside	R3S2	1	R3S2.1.3	SBOU	PE, SED
2014-07-21	R3	S	channelside	R3S2	1	R3S2.1.4	PAST	FB, P, M, SA
2014-07-21	R3	S	channelside	R3S2	1	R3S2.1.5	PAST	SED
2014-07-21	R3	S	channelside	R3S2	1	R3S2.1.6	SBOU	SED
2014-07-21	R3	S	channelside	R3S2	1	R3S2.1.7	SBOU	PE, SED
2014-07-21	R3	S	channelside	R3S2	2	R3S2.2.1	SBOU	PE, SA
2014-07-21	R3	S	channelside	R3S2	2	R3S2.2.2	PAST	SED
2014-07-21	R3	S	channelside	R3S2	2	R3S2.2.3	PAST	FB, SED
2014-07-21	R3	S	channelside	R3S2	2	R3S2.2.4	SINT	PE
2014-07-21	R3	S	channelside	R3S2	2	R3S2.2.5	PAST	P, SED
2014-07-21	R3	S	channelside	R3S2	2	R3S2.2.6	SBOU	PE, UD
2014-07-21	R3	S	channelside	R3S2	2	R3S2.2.7	PAST	FB, SED
2014-07-21	R3	S	channelside	R3S2	2	R3S2.2.8	MMEA	PE, SED
2014-07-21	R3	S	channelside	R3S2	3	R3S2.3.1	PAST	SED
2014-07-21	R3	S	channelside	R3S2	3	R3S2.3.10	PAST	SED
2014-07-21	R3	S	channelside	R3S2	3	R3S2.3.2	SBOU	P, SA
2014-07-21	R3	S	channelside	R3S2	3	R3S2.3.3	MMEA	P
2014-07-21	R3	S	channelside	R3S2	3	R3S2.3.4	PAST	SED
2014-07-21	R3	S	channelside	R3S2	3	R3S2.3.5	SSID	P, PB
2014-07-21	R3	S	channelside	R3S2	3	R3S2.3.6	PAST	M, SA, P
2014-07-21	R3	S	channelside	R3S2	3	R3S2.3.7	DLAB	SED
2014-07-21	R3	S	channelside	R3S2	3	R3S2.3.8	PAST	P, SA
2014-07-21	R3	S	channelside	R3S2	3	R3S2.3.9	PAST	M, SA
2014-07-21	R3	S	channelside	R3S3	1	R3S3.1.1	SBOU	SED
2014-07-21	R3	S	channelside	R3S3	1	R3S3.1.2	PAST	SA
2014-07-21	R3	S	channelside	R3S3	1	R3S3.1.3	SBOU	UPM, SA, M
2014-07-21	R3	S	channelside	R3S3	1	R3S3.1.4	SINT	PE, SED
2014-07-21	R3	S	channelside	R3S3	1	R3S3.1.5	MCAV	SED
2014-07-21	R3	S	channelside	R3S3	1	R3S3.1.6	MCAV	NONE
2014-07-21	R3	S	channelside	R3S3	1	R3S3.1.7	MCAV	SED
2014-07-21	R3	S	channelside	R3S3	1	R3S3.1.8	PAST	M, SA, P
2014-07-21	R3	S	channelside	R3S3	2	R3S3.2.1	SSID	P, SED, UPM
2014-07-21	R3	S	channelside	R3S3	2	R3S3.2.2	MCAV	NONE
2014-07-21	R3	S	channelside	R3S3	2	R3S3.2.3	OFAV	SED
2014-07-21	R3	S	channelside	R3S3	2	R3S3.2.4	DSTO	SED
2014-07-21	R3	S	channelside	R3S3	2	R3S3.2.5	PAST	FB, SED
2014-07-21	R3	S	channelside	R3S3	2	R3S3.2.6	MCAV	P
2014-07-21	R3	S	channelside	R3S3	2	R3S3.2.7	MCAV	SED
2014-07-21	R3	S	channelside	R3S3	2	R3S3.2.8	MCAV	SED
2014-07-21	R3	S	channelside	R3S3	2	R3S3.2.9	MMEA	SED
2014-07-21	R3	S	channelside	R3S3	3	R3S3.3.1	CNAT	NONE
2014-07-21	R3	S	channelside	R3S3	3	R3S3.3.2	SSID	M, SA, P, UPM
2014-07-21	R3	S	channelside	R3S3	3	R3S3.3.3	DLAB	NONE
2014-07-21	R3	S	channelside	R3S3	3	R3S3.3.4	PAST	FB
2014-07-21	R3	S	channelside	R3S3	3	R3S3.3.5	PAST	NONE
2014-07-21	R3	S	channelside	R3S3	3	R3S3.3.6	SBOU	UD
2014-07-21	R3	S	channelside	R3S3	3	R3S3.3.7	PSTR	PE
2014-07-21	R3	S	channelside	R3S3	3	R3S3.3.8	MMEA	SED
2014-07-21	R3	S	channelside	R3S3	3	R3S3.3.9	MMEA	SA
2014-07-22	HB	S	control	HBSC1	1	HBSC1.1.1	PAST	SED
2014-07-22	HB	S	control	HBSC1	1	HBSC1.1.10	SSID	SED
2014-07-22	HB	S	control	HBSC1	1	HBSC1.1.2	MCAV	SED
2014-07-22	HB	S	control	HBSC1	1	HBSC1.1.3	SINT	NONE
2014-07-22	HB	S	control	HBSC1	1	HBSC1.1.4	MCAV	SED
2014-07-22	HB	S	control	HBSC1	1	HBSC1.1.5	DSTO	NONE
2014-07-22	HB	S	control	HBSC1	1	HBSC1.1.6	PSTR	NONE
2014-07-22	HB	S	control	HBSC1	1	HBSC1.1.7	MCAV	NONE
2014-07-22	HB	S	control	HBSC1	1	HBSC1.1.8	MCAV	NONE
2014-07-22	HB	S	control	HBSC1	1	HBSC1.1.9	MCAV	PE
2014-07-22	HB	S	control	HBSC1	2	HBSC1.2.1	MCAV	PE, SA
2014-07-22	HB	S	control	HBSC1	2	HBSC1.2.10	SSID	P
2014-07-22	HB	S	control	HBSC1	2	HBSC1.2.2	MCAV	PE
2014-07-22	HB	S	control	HBSC1	2	HBSC1.2.3	SSID	P, SED
2014-07-22	HB	S	control	HBSC1	2	HBSC1.2.4	MCAV	PE
2014-07-22	HB	S	control	HBSC1	2	HBSC1.2.5	DSTO	PE, UC
2014-07-22	HB	S	control	HBSC1	2	HBSC1.2.6	DSTO	P, UC
2014-07-22	HB	S	control	HBSC1	2	HBSC1.2.7	SSID	M, SA, P
2014-07-22	HB	S	control	HBSC1	2	HBSC1.2.8	SBOU	PE
2014-07-22	HB	S	control	HBSC1	2	HBSC1.2.9	DSTO	SED
2014-07-22	HB	S	control	HBSC1	3	HBSC1.3.1	PSTR	P, SA
2014-07-22	HB	S	control	HBSC1	3	HBSC1.3.10	SINT	PE, P
2014-07-22	HB	S	control	HBSC1	3	HBSC1.3.2	DSTO	PE, UC
2014-07-22	HB	S	control	HBSC1	3	HBSC1.3.3	SBOU	PE
2014-07-22	HB	S	control	HBSC1	3	HBSC1.3.4	SINT	PE
2014-07-22	HB	S	control	HBSC1	3	HBSC1.3.5	DCLI	DEAD
2014-07-22	HB	S	control	HBSC1	3	HBSC1.3.6	PAST	FB, M, SED
2014-07-22	HB	S	control	HBSC1	3	HBSC1.3.7	DSTO	P, SA
2014-07-22	HB	S	control	HBSC1	3	HBSC1.3.8	DSTO	P, UC
2014-07-22	HB	S	control	HBSC1	3	HBSC1.3.9	MCAV	NONE
2014-07-23	HB	S	channelside	HBS1	1	HBS1.1.1	DCLI	SED
2014-07-23	HB	S	channelside	HBS1	1	HBS1.1.2	SBOU	SA, PBUR, UC
2014-07-23	HB	S	channelside	HBS1	1	HBS1.1.3	PSTR	PBUR, CM
2014-07-23	HB	S	channelside	HBS1	1	HBS1.1.4	DSTO	P, SED
2014-07-23	HB	S	channelside	HBS1	1	HBS1.1.5	ODIF	SA, PD, PBUR
2014-07-23	HB	S	channelside	HBS1	1	HBS1.1.6	MCAV	PBUR, M, SA, P
2014-07-23	HB	S	channelside	HBS1	1	HBS1.1.7	DCLI	PM, SA
2014-07-23	HB	S	channelside	HBS1	1	HBS1.1.8	SBOU	UD, PBUR
2014-07-23	HB	S	channelside	HBS1	2	HBS1.2.1	SSID	P, PBUR
2014-07-23	HB	S	channelside	HBS1	2	HBS1.2.2	SBOU	PBUR, PE, UD
2014-07-23	HB	S	channelside	HBS1	2	HBS1.2.3	MCAV	P, SA
2014-07-23	HB	S	channelside	HBS1	2	HBS1.2.4	OFAV	SA, P, PM
2014-07-23	HB	S	channelside	HBS1	2	HBS1.2.5	DSTO	SED
2014-07-23	HB	S	channelside	HBS1	3	HBS1.3.1	SBOU	PBUR, PE, UD
2014-07-23	HB	S	channelside	HBS1	3	HBS1.3.2	DSTO	PBUR, P
2014-07-23	HB	S	channelside	HBS1	3	HBS1.3.3	MCAV	PE, SA, M
2014-07-23	HB	S	channelside	HBS1	3	HBS1.3.4	SSID	P, SED
2014-07-23	HB	S	channelside	HBS1	3	HBS1.3.5	DCLI	SA
2014-07-24	HB	S	control	HBSC1	1	HBSC1.1.1	PAST	NONE
2014-07-24	HB	S	control	HBSC1	1	HBSC1.1.10	SSID	P, SA
2014-07-24	HB	S	control	HBSC1	1	HBSC1.1.2	MCAV	PE, SED
2014-07-24	HB	S	control	HBSC1	1	HBSC1.1.3	SINT	PE, M
2014-07-24	HB	S	control	HBSC1	1	HBSC1.1.4	MCAV	SA, P
2014-07-24	HB	S	control	HBSC1	1	HBSC1.1.5	DSTO	PE
2014-07-24	HB	S	control	HBSC1	1	HBSC1.1.6	PSTR	SED
2014-07-24	HB	S	control	HBSC1	1	HBSC1.1.7	MCAV	PE, SA
2014-07-24	HB	S	control	HBSC1	1	HBSC1.1.8	MCAV	PE, SA
2014-07-24	HB	S	control	HBSC1	1	HBSC1.1.9	MCAV	PE, SA
2014-07-24	HB	S	control	HBSC1	2	HBSC1.2.1	MCAV	P
2014-07-24	HB	S	control	HBSC1	2	HBSC1.2.10	SSID	P
2014-07-24	HB	S	control	HBSC1	2	HBSC1.2.2	MCAV	PE, SA
2014-07-24	HB	S	control	HBSC1	2	HBSC1.2.3	SSID	P
2014-07-24	HB	S	control	HBSC1	2	HBSC1.2.4	MCAV	PM
2014-07-24	HB	S	control	HBSC1	2	HBSC1.2.5	DSTO	NONE
2014-07-24	HB	S	control	HBSC1	2	HBSC1.2.6	DSTO	P, UC
2014-07-24	HB	S	control	HBSC1	2	HBSC1.2.7	SSID	P
2014-07-24	HB	S	control	HBSC1	2	HBSC1.2.8	SBOU	PE, UD
2014-07-24	HB	S	control	HBSC1	2	HBSC1.2.9	DSTO	NONE
2014-07-24	HB	S	control	HBSC1	3	HBSC1.3.1	PSTR	P, SA
2014-07-24	HB	S	control	HBSC1	3	HBSC1.3.10	SINT	UC, PD
2014-07-24	HB	S	control	HBSC1	3	HBSC1.3.2	DSTO	NONE
2014-07-24	HB	S	control	HBSC1	3	HBSC1.3.3	SBOU	PE, UD
2014-07-24	HB	S	control	HBSC1	3	HBSC1.3.4	SINT	P
2014-07-24	HB	S	control	HBSC1	3	HBSC1.3.5	DCLI	DEAD
2014-07-24	HB	S	control	HBSC1	3	HBSC1.3.6	PAST	PE, P, SA
2014-07-24	HB	S	control	HBSC1	3	HBSC1.3.7	DSTO	UC, M
2014-07-24	HB	S	control	HBSC1	3	HBSC1.3.8	DSTO	P, PM, UC
2014-07-24	HB	S	control	HBSC1	3	HBSC1.3.9	MCAV	P, CD
2014-07-24	R2	N	channelside	R2N1	1	R2N1.1.1	SINT	PE, PBUR
2014-07-24	R2	N	channelside	R2N1	1	R2N1.1.10	MMEA	SA, PBUR
2014-07-24	R2	N	channelside	R2N1	1	R2N1.1.2	PSTR	PD, SA
2014-07-24	R2	N	channelside	R2N1	1	R2N1.1.3	PSTR	PD, SA, P, PBUR
2014-07-24	R2	N	channelside	R2N1	1	R2N1.1.4	DSTO	PE, PM
2014-07-24	R2	N	channelside	R2N1	1	R2N1.1.5	SBOU	UD, PBUR, PE
2014-07-24	R2	N	channelside	R2N1	1	R2N1.1.6	MCAV	PBUR, PE, SA
2014-07-24	R2	N	channelside	R2N1	1	R2N1.1.7	SBOU	PBUR, PE, SA
2014-07-24	R2	N	channelside	R2N1	1	R2N1.1.8	SSID	P, M, SA
2014-07-24	R2	N	channelside	R2N1	1	R2N1.1.9	MCAV	SA, PBUR
2014-07-24	R2	N	channelside	R2N1	2	R2N1.2.1	SBOU	PE, PM, PBUR
2014-07-24	R2	N	channelside	R2N1	2	R2N1.2.10	MMEA	PBUR, P, SA
2014-07-24	R2	N	channelside	R2N1	2	R2N1.2.2	SSID	PBUR, PM
2014-07-24	R2	N	channelside	R2N1	2	R2N1.2.3	SBOU	PE, PM, PBUR
2014-07-24	R2	N	channelside	R2N1	2	R2N1.2.4	MMEA	SA, P, PBUR
2014-07-24	R2	N	channelside	R2N1	2	R2N1.2.5	SBOU	PE, PBUR, PM
2014-07-24	R2	N	channelside	R2N1	2	R2N1.2.6	SBOU	PE, PM, PBUR
2014-07-24	R2	N	channelside	R2N1	2	R2N1.2.7	SINT	PBUR, SA
2014-07-24	R2	N	channelside	R2N1	2	R2N1.2.8	PSTR	SA, PBUR
2014-07-24	R2	N	channelside	R2N1	2	R2N1.2.9	SBOU	PE, PM, PBUR
2014-07-24	R2	N	channelside	R2N1	3	R2N1.3.1	MCAV	PE, PM, SA, PBUR
2014-07-24	R2	N	channelside	R2N1	3	R2N1.3.10	SSID	P, M, SA
2014-07-24	R2	N	channelside	R2N1	3	R2N1.3.2	SBOU	PE, SA
2014-07-24	R2	N	channelside	R2N1	3	R2N1.3.3	SBOU	PE, PBUR
2014-07-24	R2	N	channelside	R2N1	3	R2N1.3.4	MMEA	SA, P, PBUR
2014-07-24	R2	N	channelside	R2N1	3	R2N1.3.5	MMEA	PBUR, P, SA
2014-07-24	R2	N	channelside	R2N1	3	R2N1.3.6	MMEA	PM, P
2014-07-24	R2	N	channelside	R2N1	3	R2N1.3.7	DCLI	SA
2014-07-24	R2	N	channelside	R2N1	3	R2N1.3.8	DCLI	P, SA
2014-07-24	R2	N	channelside	R2N1	3	R2N1.3.9	MCAV	PBUR, SA
2014-07-24	R2	S	channelside	R2S1	1	R2S1.1.1	MCAV	PBUR, SA
2014-07-24	R2	S	channelside	R2S1	1	R2S1.1.10	SBOU	PE, SA
2014-07-24	R2	S	channelside	R2S1	1	R2S1.1.2	MMEA	PE, M, SED
2014-07-24	R2	S	channelside	R2S1	1	R2S1.1.3	MCAV	PE, SA, PBUR
2014-07-24	R2	S	channelside	R2S1	1	R2S1.1.4	DCLI	PBUR, SA, P
2014-07-24	R2	S	channelside	R2S1	1	R2S1.1.5	DSTO	SA
2014-07-24	R2	S	channelside	R2S1	1	R2S1.1.6	PAST	M, SA
2014-07-24	R2	S	channelside	R2S1	1	R2S1.1.7	PAST	PE, SA
2014-07-24	R2	S	channelside	R2S1	1	R2S1.1.8	SSID	M, SA, P
2014-07-24	R2	S	channelside	R2S1	1	R2S1.1.9	MMEA	SED
2014-07-24	R2	S	channelside	R2S1	2	R2S1.2.1	DSTO	PE
2014-07-24	R2	S	channelside	R2S1	2	R2S1.2.2	PAST	M, SA
2014-07-24	R2	S	channelside	R2S1	2	R2S1.2.3	DSTO	SA
2014-07-24	R2	S	channelside	R2S1	2	R2S1.2.4	PAST	FB
2014-07-24	R2	S	channelside	R2S1	2	R2S1.2.5	DSTO	UC, SA
2014-07-24	R2	S	channelside	R2S1	2	R2S1.2.6	MMEA	PBUR, P, SA
2014-07-24	R2	S	channelside	R2S1	2	R2S1.2.7	MCAV	SA, P
2014-07-24	R2	S	channelside	R2S1	2	R2S1.2.8	SINT	PE, SA
2014-07-24	R2	S	channelside	R2S1	2	R2S1.2.9	SBOU	PE, SA, UD
2014-07-24	R2	S	channelside	R2S1	3	R2S1.3.1	EFAS	MIS
2014-07-24	R2	S	channelside	R2S1	3	R2S1.3.2	DSTO	PE, UC
2014-07-24	R2	S	channelside	R2S1	3	R2S1.3.3	SINT	PE, PM, SA
2014-07-24	R2	S	channelside	R2S1	3	R2S1.3.4	SBOU	PE, PM, SA
2014-07-24	R2	S	channelside	R2S1	3	R2S1.3.5	PAST	PE, P, SA
2014-07-24	R2	S	channelside	R2S1	3	R2S1.3.6	SSID	M, P
2014-07-24	R2	S	channelside	R2S1	3	R2S1.3.7	SBOU	PE, UD, SA
2014-07-24	R2	S	channelside	R2S1	3	R2S1.3.8	SSID	P, M, SED
2014-07-24	R2	S	channelside	R2S1	3	R2S1.3.9	SBOU	PE, SA, PD
2014-07-24	R2	S	channelside	R2S2	1	R2S2.1.1	MCAV	PE, SA
2014-07-24	R2	S	channelside	R2S2	1	R2S2.1.2	MCAV	SA, PBUR
2014-07-24	R2	S	channelside	R2S2	1	R2S2.1.3	MCAV	SA, PBUR
2014-07-24	R2	S	channelside	R2S2	1	R2S2.1.4	CNAT	P, M
2014-07-24	R2	S	channelside	R2S2	1	R2S2.1.5	MCAV	PE, PBUR
2014-07-24	R2	S	channelside	R2S2	1	R2S2.1.6	MCAV	PE, SA, PBUR
2014-07-24	R2	S	channelside	R2S2	1	R2S2.1.7	SBOU	PE, SA, UD
2014-07-24	R2	S	channelside	R2S2	1	R2S2.1.8	DSTO	PE, SA, PBUR
2014-07-24	R2	S	channelside	R2S2	2	R2S2.2.1	MMEA	SA, P
2014-07-24	R2	S	channelside	R2S2	2	R2S2.2.2	PAST	M, SA, P
2014-07-24	R2	S	channelside	R2S2	2	R2S2.2.3	SINT	SA, PE, UC
2014-07-24	R2	S	channelside	R2S2	2	R2S2.2.4	MCAV	P
2014-07-24	R2	S	channelside	R2S2	2	R2S2.2.5	DSTO	PBUR, P
2014-07-24	R2	S	channelside	R2S2	2	R2S2.2.6	PSTR	SA, P
2014-07-24	R2	S	channelside	R2S2	2	R2S2.2.7	PAST	M, SA, FB
2014-07-24	R2	S	channelside	R2S2	2	R2S2.2.8	SBOU	PE, UD
2014-07-24	R2	S	channelside	R2S2	3	R2S2.3.1	CNAT	SED
2014-07-24	R2	S	channelside	R2S2	3	R2S2.3.2	SINT	PE, PM
2014-07-24	R2	S	channelside	R2S2	3	R2S2.3.3	CNAT	P, PBUR
2014-07-24	R2	S	channelside	R2S2	3	R2S2.3.4	SINT	PE, P, SED
2014-07-24	R2	S	channelside	R2S2	3	R2S2.3.5	PAST	PE, SA
2014-07-24	R2	S	channelside	R2S2	3	R2S2.3.6	MMEA	CD, P
2014-07-24	R2	S	channelside	R2S2	3	R2S2.3.7	MMEA	PE, P
2014-07-24	R2	S	channelside	R2S2	3	R2S2.3.8	MCAV	P, PBUR
2014-07-24	R3	S	channelside	R3S1	1	R3S1.1.1	SBOU	PBUR, PE
2014-07-24	R3	S	channelside	R3S1	1	R3S1.1.2	SSID	P
2014-07-24	R3	S	channelside	R3S1	1	R3S1.1.3	SSID	P
2014-07-24	R3	S	channelside	R3S1	1	R3S1.1.4	PAST	PE, SA
2014-07-24	R3	S	channelside	R3S1	1	R3S1.1.5	PAST	FB
2014-07-24	R3	S	channelside	R3S1	1	R3S1.1.6	PAST	FB
2014-07-24	R3	S	channelside	R3S1	2	R3S1.2.1	DSTO	P
2014-07-24	R3	S	channelside	R3S1	2	R3S1.2.2	SSID	M, DS, SED
2014-07-24	R3	S	channelside	R3S1	2	R3S1.2.3	MMEA	NONE
2014-07-24	R3	S	channelside	R3S1	2	R3S1.2.4	MCAV	NONE
2014-07-24	R3	S	channelside	R3S1	2	R3S1.2.5	MMEA	NONE
2014-07-24	R3	S	channelside	R3S1	2	R3S1.2.6	MCAV	P
2014-07-24	R3	S	channelside	R3S1	3	R3S1.3.1	PAST	M, SED
2014-07-24	R3	S	channelside	R3S1	3	R3S1.3.2	MMEA	NONE
2014-07-24	R3	S	channelside	R3S1	3	R3S1.3.3	PAST	M, SA
2014-07-24	R3	S	channelside	R3S1	3	R3S1.3.4	PAST	SED
2014-07-24	R3	S	channelside	R3S1	3	R3S1.3.5	SSID	P, M, SA
2014-07-24	R3	S	channelside	R3S1	3	R3S1.3.6	PAST	P, M, SA
2014-07-24	R3	S	channelside	R3S1	3	R3S1.3.7	PAST	PE, FB
2014-07-25	HB	S	channelside	HBS1	1	HBS1.1.1	DCLI	SA, PBUR
2014-07-25	HB	S	channelside	HBS1	1	HBS1.1.2	SBOU	UC, PBUR
2014-07-25	HB	S	channelside	HBS1	1	HBS1.1.3	PSTR	PBUR, SA
2014-07-25	HB	S	channelside	HBS1	1	HBS1.1.4	DSTO	P
2014-07-25	HB	S	channelside	HBS1	1	HBS1.1.5	ODIF	SA, PB
2014-07-25	HB	S	channelside	HBS1	1	HBS1.1.6	MCAV	SA, P, PBUR
2014-07-25	HB	S	channelside	HBS1	1	HBS1.1.7	DCLI	SA, PM, PBUR
2014-07-25	HB	S	channelside	HBS1	1	HBS1.1.8	SBOU	PD, PBUR, PM
2014-07-25	HB	S	channelside	HBS1	2	HBS1.2.1	SSID	PBUR, P, SA
2014-07-25	HB	S	channelside	HBS1	2	HBS1.2.2	SBOU	PE, PBUR, PM
2014-07-25	HB	S	channelside	HBS1	2	HBS1.2.3	MCAV	P
2014-07-25	HB	S	channelside	HBS1	2	HBS1.2.4	OFAV	SED
2014-07-25	HB	S	channelside	HBS1	2	HBS1.2.5	DSTO	SED
2014-07-25	HB	S	channelside	HBS1	3	HBS1.3.1	SBOU	PE, UD, SA
2014-07-25	HB	S	channelside	HBS1	3	HBS1.3.2	DSTO	PE, P, PBUR
2014-07-25	HB	S	channelside	HBS1	3	HBS1.3.3	MCAV	PE, P, PBUR
2014-07-25	HB	S	channelside	HBS1	3	HBS1.3.4	SSID	P
2014-07-25	HB	S	channelside	HBS1	3	HBS1.3.5	DCLI	SA, PBUR
2014-07-29	HB	N	channelside	HBN2	1	HBN2.1.1	PAST	PE, SA
2014-07-29	HB	N	channelside	HBN2	1	HBN2.1.2	PAST	PE, M, P
2014-07-29	HB	N	channelside	HBN2	1	HBN2.1.3	PAST	MIS
2014-07-29	HB	N	channelside	HBN2	1	HBN2.1.4	SBOU	NONE
2014-07-29	HB	N	channelside	HBN2	1	HBN2.1.5	SSID	P
2014-07-29	HB	N	channelside	HBN2	2	HBN2.2.1	ODIF	MIS
2014-07-29	HB	N	channelside	HBN2	2	HBN2.2.2	PAST	PE, SA
2014-07-29	HB	N	channelside	HBN2	2	HBN2.2.3	SSID	P
2014-07-29	HB	N	channelside	HBN2	2	HBN2.2.4	SSID	P, SA
2014-07-29	HB	N	channelside	HBN2	3	HBN2.3.1	SBOU	PE, SA, PBUR
2014-07-29	HB	N	channelside	HBN2	3	HBN2.3.2	DSTO	DEAD
2014-07-29	HB	N	channelside	HBN2	3	HBN2.3.3	SSID	PBUR
2014-07-29	HB	N	channelside	HBN2	3	HBN2.3.4	SSID	P, PBUR
2014-07-29	HB	N	channelside	HBN2	3	HBN2.3.5	SINT	PE, PBUR
2014-07-29	HB	N	channelside	HBN2	3	HBN2.3.6	SSID	BUR
2014-07-29	HB	N	control	HBNC1	1	HBNC1.1.1	DSTO	NONE
2014-07-29	HB	N	control	HBNC1	1	HBNC1.1.2	SBOU	PE, PBUR
2014-07-29	HB	N	control	HBNC1	1	HBNC1.1.3	SBOU	PBUR, UD
2014-07-29	HB	N	control	HBNC1	1	HBNC1.1.4	SINT	MIS
2014-07-29	HB	N	control	HBNC1	1	HBNC1.1.5	DSTO	P, PBUR
2014-07-29	HB	N	control	HBNC1	1	HBNC1.1.6	SBOU	NONE
2014-07-29	HB	N	control	HBNC1	2	HBNC1.2.1	SBOU	UD, UPM
2014-07-29	HB	N	control	HBNC1	2	HBNC1.2.2	SBOU	MIS
2014-07-29	HB	N	control	HBNC1	2	HBNC1.2.3	SBOU	PE, PM, UD, PBUR
2014-07-29	HB	N	control	HBNC1	3	HBNC1.3.1	SINT	PE, M, SA
2014-07-29	HB	N	control	HBNC1	3	HBNC1.3.2	DSTO	P
2014-07-29	HB	N	control	HBNC1	3	HBNC1.3.3	SBOU	PE, UC
2014-07-29	HB	N	control	HBNC1	3	HBNC1.3.4	SINT	PE, PBUR
2014-07-29	HB	N	control	HBNC1	3	HBNC1.3.5	DSTO	PBUR
2014-07-29	HB	S	channelside	HBS2	1	HBS2.1.1	SINT	PBUR
2014-07-29	HB	S	channelside	HBS2	1	HBS2.1.2	MMEA	SA, P
2014-07-29	HB	S	channelside	HBS2	1	HBS2.1.3	SBOU	DEAD
2014-07-29	HB	S	channelside	HBS2	1	HBS2.1.4	SBOU	PE, UPM
2014-07-29	HB	S	channelside	HBS2	1	HBS2.1.5	SINT	PE, PBUR
2014-07-29	HB	S	channelside	HBS2	2	HBS2.2.1	DSTO	NONE
2014-07-29	HB	S	channelside	HBS2	2	HBS2.2.10	SBOU	PE, PM, PBUR
2014-07-29	HB	S	channelside	HBS2	2	HBS2.2.2	SBOU	PE, UPM
2014-07-29	HB	S	channelside	HBS2	2	HBS2.2.3	SBOU	UD, PBUR
2014-07-29	HB	S	channelside	HBS2	2	HBS2.2.4	SINT	SA, PM
2014-07-29	HB	S	channelside	HBS2	2	HBS2.2.5	SBOU	PE, PBUR
2014-07-29	HB	S	channelside	HBS2	2	HBS2.2.6	SBOU	PE, PBUR
2014-07-29	HB	S	channelside	HBS2	2	HBS2.2.7	SBOU	PE, PBUR
2014-07-29	HB	S	channelside	HBS2	2	HBS2.2.8	SBOU	PE, PBUR
2014-07-29	HB	S	channelside	HBS2	2	HBS2.2.9	SBOU	PE, UD, PBUR
2014-07-29	HB	S	channelside	HBS2	3	HBS2.3.1	SBOU	PE
2014-07-29	HB	S	channelside	HBS2	3	HBS2.3.2	ODIF	PE
2014-07-29	HB	S	channelside	HBS2	3	HBS2.3.3	ODIF	NONE
