date	reef	dir	channel	site	transect	coral	species	condition
2013-10-14	HB	N	control	HBNC1	1	HBNC1.1.1	DSTO	NA
2013-10-14	HB	N	control	HBNC1	1	HBNC1.1.2	SBOU	PE, UD
2013-10-14	HB	N	control	HBNC1	1	HBNC1.1.3	SBOU	UD
2013-10-14	HB	N	control	HBNC1	1	HBNC1.1.4	SINT	NA
2013-10-14	HB	N	control	HBNC1	1	HBNC1.1.5	DSTO	FB
2013-10-14	HB	N	control	HBNC1	1	HBNC1.1.6	SBOU	PE
2013-10-14	HB	N	control	HBNC1	2	HBNC1.2.1	SBOU	UD
2013-10-14	HB	N	control	HBNC1	2	HBNC1.2.2	SBOU	UD
2013-10-14	HB	N	control	HBNC1	2	HBNC1.2.3	SBOU	PE
2013-10-14	HB	N	control	HBNC1	3	HBNC1.3.1	SINT	NA
2013-10-14	HB	N	control	HBNC1	3	HBNC1.3.2	DSTO	NA
2013-10-14	HB	N	control	HBNC1	3	HBNC1.3.3	SBOU	PE
2013-10-14	HB	N	control	HBNC1	3	HBNC1.3.4	SINT	NA
2013-10-14	HB	N	control	HBNC1	3	HBNC1.3.5	DSTO	NA
2013-10-17	HB	S	control	HBSC1	1	HBSC1.1.1	PAST	M
2013-10-17	HB	S	control	HBSC1	1	HBSC1.1.10	SSID	NA
2013-10-17	HB	S	control	HBSC1	1	HBSC1.1.2	MCAV	PE
2013-10-17	HB	S	control	HBSC1	1	HBSC1.1.3	SINT	NA
2013-10-17	HB	S	control	HBSC1	1	HBSC1.1.4	MCAV	PE
2013-10-17	HB	S	control	HBSC1	1	HBSC1.1.5	DSTO	NA
2013-10-17	HB	S	control	HBSC1	1	HBSC1.1.6	PSTR	NA
2013-10-17	HB	S	control	HBSC1	1	HBSC1.1.7	MCAV	NA
2013-10-17	HB	S	control	HBSC1	1	HBSC1.1.8	MCAV	NA
2013-10-17	HB	S	control	HBSC1	1	HBSC1.1.9	MCAV	NA
2013-10-17	HB	S	control	HBSC1	2	HBSC1.2.1	MCAV	NA
2013-10-17	HB	S	control	HBSC1	2	HBSC1.2.10	SSID	NA
2013-10-17	HB	S	control	HBSC1	2	HBSC1.2.2	MCAV	NA
2013-10-17	HB	S	control	HBSC1	2	HBSC1.2.3	SSID	NA
2013-10-17	HB	S	control	HBSC1	2	HBSC1.2.4	MCAV	NA
2013-10-17	HB	S	control	HBSC1	2	HBSC1.2.5	DSTO	NA
2013-10-17	HB	S	control	HBSC1	2	HBSC1.2.6	DSTO	NA
2013-10-17	HB	S	control	HBSC1	2	HBSC1.2.7	SSID	NA
2013-10-17	HB	S	control	HBSC1	2	HBSC1.2.8	SBOU	NA
2013-10-17	HB	S	control	HBSC1	2	HBSC1.2.9	DSTO	NA
2013-10-17	HB	S	control	HBSC1	3	HBSC1.3.1	PSTR	PE
2013-10-17	HB	S	control	HBSC1	3	HBSC1.3.10	SINT	NA
2013-10-17	HB	S	control	HBSC1	3	HBSC1.3.2	DSTO	NA
2013-10-17	HB	S	control	HBSC1	3	HBSC1.3.3	SBOU	NA
2013-10-17	HB	S	control	HBSC1	3	HBSC1.3.4	SINT	PE
2013-10-17	HB	S	control	HBSC1	3	HBSC1.3.5	DCLI	NA
2013-10-17	HB	S	control	HBSC1	3	HBSC1.3.6	PAST	NA
2013-10-17	HB	S	control	HBSC1	3	HBSC1.3.7	DSTO	NA
2013-10-17	HB	S	control	HBSC1	3	HBSC1.3.8	DSTO	PE
2013-10-17	HB	S	control	HBSC1	3	HBSC1.3.9	MCAV	NA
2013-10-18	HB	S	channelside	HBS1	1	HBS1.1.1	DCLI	NA
2013-10-18	HB	S	channelside	HBS1	1	HBS1.1.2	SBOU	PE
2013-10-18	HB	S	channelside	HBS1	1	HBS1.1.3	PSTR	PO
2013-10-18	HB	S	channelside	HBS1	1	HBS1.1.4	DSTO	NA
2013-10-18	HB	S	channelside	HBS1	1	HBS1.1.5	ODIF	PB
2013-10-18	HB	S	channelside	HBS1	1	HBS1.1.6	MCAV	NA
2013-10-18	HB	S	channelside	HBS1	1	HBS1.1.7	DCLI	NA
2013-10-18	HB	S	channelside	HBS1	1	HBS1.1.8	SBOU	PE
2013-10-18	HB	S	channelside	HBS1	2	HBS1.2.1	SSID	NA
2013-10-18	HB	S	channelside	HBS1	2	HBS1.2.2	SBOU	PE
2013-10-18	HB	S	channelside	HBS1	2	HBS1.2.3	MCAV	NA
2013-10-18	HB	S	channelside	HBS1	2	HBS1.2.4	OFAV	NA
2013-10-18	HB	S	channelside	HBS1	2	HBS1.2.5	DSTO	NA
2013-10-18	HB	S	channelside	HBS1	3	HBS1.3.1	SBOU	PE
2013-10-18	HB	S	channelside	HBS1	3	HBS1.3.2	DSTO	NA
2013-10-18	HB	S	channelside	HBS1	3	HBS1.3.3	MCAV	SA
2013-10-18	HB	S	channelside	HBS1	3	HBS1.3.4	SSID	NA
2013-10-18	HB	S	channelside	HBS1	3	HBS1.3.5	DCLI	NA
2013-10-18	HB	S	channelside	HBS2	1	HBS2.1.1	SINT	NA
2013-10-18	HB	S	channelside	HBS2	1	HBS2.1.2	MMEA	NA
2013-10-18	HB	S	channelside	HBS2	1	HBS2.1.3	SBOU	PE
2013-10-18	HB	S	channelside	HBS2	1	HBS2.1.4	SBOU	PE
2013-10-18	HB	S	channelside	HBS2	1	HBS2.1.5	SINT	NA
2013-10-18	HB	S	channelside	HBS2	2	HBS2.2.1	DSTO	NA
2013-10-18	HB	S	channelside	HBS2	2	HBS2.2.10	SBOU	NA
2013-10-18	HB	S	channelside	HBS2	2	HBS2.2.2	SBOU	NA
2013-10-18	HB	S	channelside	HBS2	2	HBS2.2.3	SBOU	SA
2013-10-18	HB	S	channelside	HBS2	2	HBS2.2.4	SINT	NA
2013-10-18	HB	S	channelside	HBS2	2	HBS2.2.5	SBOU	PE
2013-10-18	HB	S	channelside	HBS2	2	HBS2.2.6	SBOU	NA
2013-10-18	HB	S	channelside	HBS2	2	HBS2.2.7	SBOU	NA
2013-10-18	HB	S	channelside	HBS2	2	HBS2.2.8	SBOU	SA
2013-10-18	HB	S	channelside	HBS2	2	HBS2.2.9	SBOU	NA
2013-10-18	HB	S	channelside	HBS2	3	HBS2.3.1	SBOU	NA
2013-10-18	HB	S	channelside	HBS2	3	HBS2.3.2	ODIF	NA
2013-10-18	HB	S	channelside	HBS2	3	HBS2.3.3	ODIF	NA
2013-10-18	HB	S	channelside	HBS2	3	HBS2.3.4	DSTO	NA
2013-10-18	HB	S	channelside	HBS2	3	HBS2.3.5	SINT	PB
2013-10-18	HB	S	channelside	HBS2	3	HBS2.3.6	SINT	UD
2013-10-18	HB	S	channelside	HBS4	1	HBS4.1.1	MMEA	NA
2013-10-18	HB	S	channelside	HBS4	1	HBS4.1.2	SINT	NA
2013-10-18	HB	S	channelside	HBS4	1	HBS4.1.3	DSTO	NA
2013-10-18	HB	S	channelside	HBS4	1	HBS4.1.4	SBOU	NA
2013-10-18	HB	S	channelside	HBS4	1	HBS4.1.5	SBOU	PE
2013-10-18	HB	S	channelside	HBS4	1	HBS4.1.6	DSTO	NA
2013-10-18	HB	S	channelside	HBS4	1	HBS4.1.7	DSTO	NA
2013-10-18	HB	S	channelside	HBS4	1	HBS4.1.8	DSTO	NA
2013-10-18	HB	S	channelside	HBS4	1	HBS4.1.9	ODIF	NA
2013-10-18	HB	S	channelside	HBS4	2	HBS4.2.1	ODIF	NA
2013-10-18	HB	S	channelside	HBS4	2	HBS4.2.2	DSTO	SA
2013-10-18	HB	S	channelside	HBS4	2	HBS4.2.3	DSTO	NA
2013-10-18	HB	S	channelside	HBS4	2	HBS4.2.4	SBOU	PE
2013-10-18	HB	S	channelside	HBS4	2	HBS4.2.5	SBOU	PE, UPM
2013-10-18	HB	S	channelside	HBS4	2	HBS4.2.6	SSID	NA
2013-10-18	HB	S	channelside	HBS4	2	HBS4.2.7	DSTO	NA
2013-10-18	HB	S	channelside	HBS4	2	HBS4.2.8	DSTO	NA
2013-10-18	HB	S	channelside	HBS4	3	HBS4.3.1	DSTO	NA
2013-10-18	HB	S	channelside	HBS4	3	HBS4.3.2	DSTO	NA
2013-10-18	HB	S	channelside	HBS4	3	HBS4.3.3	SBOU	PE, SA
2013-10-18	HB	S	channelside	HBS4	3	HBS4.3.4	DSTO	NA
2013-10-18	HB	S	channelside	HBS4	3	HBS4.3.5	DSTO	NA
2013-10-18	HB	S	channelside	HBS4	3	HBS4.3.6	SBOU	PE
2013-10-18	HB	S	channelside	HBS4	3	HBS4.3.7	DSTO	NA
2013-10-18	HB	S	channelside	HBS4	3	HBS4.3.8	DSTO	NA
2013-10-18	R2	S	channelside	R2S1	1	R2S1.1.1	MCAV	NA
2013-10-18	R2	S	channelside	R2S1	1	R2S1.1.10	SBOU	PE, UD
2013-10-18	R2	S	channelside	R2S1	1	R2S1.1.2	MMEA	UPM
2013-10-18	R2	S	channelside	R2S1	1	R2S1.1.3	MCAV	PE
2013-10-18	R2	S	channelside	R2S1	1	R2S1.1.4	DCLI	NA
2013-10-18	R2	S	channelside	R2S1	1	R2S1.1.5	DSTO	NA
2013-10-18	R2	S	channelside	R2S1	1	R2S1.1.6	PAST	FB
2013-10-18	R2	S	channelside	R2S1	1	R2S1.1.7	PAST	NA
2013-10-18	R2	S	channelside	R2S1	1	R2S1.1.8	SSID	NA
2013-10-18	R2	S	channelside	R2S1	1	R2S1.1.9	MMEA	NA
2013-10-18	R2	S	channelside	R2S1	2	R2S1.2.1	DSTO	NA
2013-10-18	R2	S	channelside	R2S1	2	R2S1.2.2	PAST	FB
2013-10-18	R2	S	channelside	R2S1	2	R2S1.2.3	DSTO	NA
2013-10-18	R2	S	channelside	R2S1	2	R2S1.2.4	PAST	M
2013-10-18	R2	S	channelside	R2S1	2	R2S1.2.5	DSTO	NA
2013-10-18	R2	S	channelside	R2S1	2	R2S1.2.6	MMEA	UPM
2013-10-18	R2	S	channelside	R2S1	2	R2S1.2.7	MCAV	NA
2013-10-18	R2	S	channelside	R2S1	2	R2S1.2.8	SINT	PE
2013-10-18	R2	S	channelside	R2S1	2	R2S1.2.9	SBOU	NA
2013-10-18	R2	S	channelside	R2S1	3	R2S1.3.1	EFAS	NA
2013-10-18	R2	S	channelside	R2S1	3	R2S1.3.2	DSTO	NA
2013-10-18	R2	S	channelside	R2S1	3	R2S1.3.3	SINT	PE
2013-10-18	R2	S	channelside	R2S1	3	R2S1.3.4	SBOU	PE
2013-10-18	R2	S	channelside	R2S1	3	R2S1.3.5	PAST	FB
2013-10-18	R2	S	channelside	R2S1	3	R2S1.3.6	SSID	NA
2013-10-18	R2	S	channelside	R2S1	3	R2S1.3.7	SBOU	PE
2013-10-18	R2	S	channelside	R2S1	3	R2S1.3.8	SSID	NA
2013-10-18	R2	S	channelside	R2S1	3	R2S1.3.9	SBOU	PE
2013-10-19	HB	S	channelside	HBS3	1	HBS3.1.1	SBOU	PD
2013-10-19	HB	S	channelside	HBS3	1	HBS3.1.2	CNAT	NA
2013-10-19	HB	S	channelside	HBS3	1	HBS3.1.3	MMEA	NA
2013-10-19	HB	S	channelside	HBS3	1	HBS3.1.4	MMEA	NA
2013-10-19	HB	S	channelside	HBS3	1	HBS3.1.5	MMEA	NA
2013-10-19	HB	S	channelside	HBS3	1	HBS3.1.6	DSTO	NA
2013-10-19	HB	S	channelside	HBS3	1	HBS3.1.7	SINT	NA
2013-10-19	HB	S	channelside	HBS3	1	HBS3.1.8	SINT	NA
2013-10-19	HB	S	channelside	HBS3	1	HBS3.1.9	DSTO	NA
2013-10-19	HB	S	channelside	HBS3	2	HBS3.2.1	DSTO	NA
2013-10-19	HB	S	channelside	HBS3	2	HBS3.2.10	SINT	PE
2013-10-19	HB	S	channelside	HBS3	2	HBS3.2.2	ODIF	NA
2013-10-19	HB	S	channelside	HBS3	2	HBS3.2.3	DSTO	NA
2013-10-19	HB	S	channelside	HBS3	2	HBS3.2.4	DSTO	NA
2013-10-19	HB	S	channelside	HBS3	2	HBS3.2.5	DSTO	NA
2013-10-19	HB	S	channelside	HBS3	2	HBS3.2.6	MMEA	NA
2013-10-19	HB	S	channelside	HBS3	2	HBS3.2.7	DSTO	NA
2013-10-19	HB	S	channelside	HBS3	2	HBS3.2.8	SINT	NA
2013-10-19	HB	S	channelside	HBS3	2	HBS3.2.9	DSTO	NA
2013-10-19	HB	S	channelside	HBS3	3	HBS3.3.1	MMEA	NA
2013-10-19	HB	S	channelside	HBS3	3	HBS3.3.10	DSTO	NA
2013-10-19	HB	S	channelside	HBS3	3	HBS3.3.2	SSID	NA
2013-10-19	HB	S	channelside	HBS3	3	HBS3.3.3	CNAT	NA
2013-10-19	HB	S	channelside	HBS3	3	HBS3.3.4	MMEA	NA
2013-10-19	HB	S	channelside	HBS3	3	HBS3.3.5	DSTO	NA
2013-10-19	HB	S	channelside	HBS3	3	HBS3.3.6	DSTO	NA
2013-10-19	HB	S	channelside	HBS3	3	HBS3.3.7	DSTO	NA
2013-10-19	HB	S	channelside	HBS3	3	HBS3.3.8	DSTO	NA
2013-10-19	HB	S	channelside	HBS3	3	HBS3.3.9	SSID	M
2013-10-19	R2	S	control	R2SC1	1	R2SC1.1.1	DCLI	UPM
2013-10-19	R2	S	control	R2SC1	1	R2SC1.1.10	DCLI	PE, SA
2013-10-19	R2	S	control	R2SC1	1	R2SC1.1.2	PSTR	NA
2013-10-19	R2	S	control	R2SC1	1	R2SC1.1.3	MMEA	NA
2013-10-19	R2	S	control	R2SC1	1	R2SC1.1.4	MCAV	NA
2013-10-19	R2	S	control	R2SC1	1	R2SC1.1.5	SBOU	PE
2013-10-19	R2	S	control	R2SC1	1	R2SC1.1.6	DSTO	PE
2013-10-19	R2	S	control	R2SC1	1	R2SC1.1.7	OFAV	NA
2013-10-19	R2	S	control	R2SC1	1	R2SC1.1.8	ACER	NA
2013-10-19	R2	S	control	R2SC1	1	R2SC1.1.9	PSTR	NA
2013-10-19	R2	S	control	R2SC1	2	R2SC1.2.1	SBOU	UD
2013-10-19	R2	S	control	R2SC1	2	R2SC1.2.10	DCLI	NA
2013-10-19	R2	S	control	R2SC1	2	R2SC1.2.2	MCAV	NA
2013-10-19	R2	S	control	R2SC1	2	R2SC1.2.3	SBOU	PE
2013-10-19	R2	S	control	R2SC1	2	R2SC1.2.4	DCLI	NA
2013-10-19	R2	S	control	R2SC1	2	R2SC1.2.5	PAST	M
2013-10-19	R2	S	control	R2SC1	2	R2SC1.2.6	MCAV	CD
2013-10-19	R2	S	control	R2SC1	2	R2SC1.2.7	SBOU	PE
2013-10-19	R2	S	control	R2SC1	2	R2SC1.2.8	SSID	NA
2013-10-19	R2	S	control	R2SC1	2	R2SC1.2.9	SBOU	NA
2013-10-19	R2	S	control	R2SC1	3	R2SC1.3.1	SBOU	NA
2013-10-19	R2	S	control	R2SC1	3	R2SC1.3.10	DSTO	NA
2013-10-19	R2	S	control	R2SC1	3	R2SC1.3.2	OFAV	NA
2013-10-19	R2	S	control	R2SC1	3	R2SC1.3.3	SSID	NA
2013-10-19	R2	S	control	R2SC1	3	R2SC1.3.4	SBOU	PE
2013-10-19	R2	S	control	R2SC1	3	R2SC1.3.5	DSTO	NA
2013-10-19	R2	S	control	R2SC1	3	R2SC1.3.6	SBOU	UD, PE
2013-10-19	R2	S	control	R2SC1	3	R2SC1.3.7	MCAV	PE
2013-10-19	R2	S	control	R2SC1	3	R2SC1.3.8	PSTR	NA
2013-10-19	R2	S	control	R2SC1	3	R2SC1.3.9	SBOU	NA
2013-10-20	HB	N	channelside	HBN1	1	HBN1.1.1	SSID	NA
2013-10-20	HB	N	channelside	HBN1	1	HBN1.1.2	SSID	PB
2013-10-20	HB	N	channelside	HBN1	1	HBN1.1.3	SSID	NA
2013-10-20	HB	N	channelside	HBN1	1	HBN1.1.4	SSID	SA
2013-10-20	HB	N	channelside	HBN1	1	HBN1.1.5	SBOU	NA
2013-10-20	HB	N	channelside	HBN1	1	HBN1.1.6	SSID	NA
2013-10-20	HB	N	channelside	HBN1	1	HBN1.1.7	SSID	NA
2013-10-20	HB	N	channelside	HBN1	1	HBN1.1.8	SSID	PB
2013-10-20	HB	N	channelside	HBN1	1	HBN1.1.9	SSID	NA
2013-10-20	HB	N	channelside	HBN1	2	HBN1.2.1	SBOU	PE
2013-10-20	HB	N	channelside	HBN1	2	HBN1.2.2	SSID	NA
2013-10-20	HB	N	channelside	HBN1	2	HBN1.2.3	SSID	NA
2013-10-20	HB	N	channelside	HBN1	2	HBN1.2.4	SSID	NA
2013-10-20	HB	N	channelside	HBN1	2	HBN1.2.5	SSID	PB
2013-10-20	HB	N	channelside	HBN1	2	HBN1.2.6	SSID	PB
2013-10-20	HB	N	channelside	HBN1	3	HBN1.3.1	SBOU	PE
2013-10-20	HB	N	channelside	HBN1	3	HBN1.3.2	SSID	NA
2013-10-20	HB	N	channelside	HBN1	3	HBN1.3.3	SSID	NA
2013-10-20	HB	N	channelside	HBN1	3	HBN1.3.4	SSID	SA
2013-10-20	HB	N	channelside	HBN1	3	HBN1.3.5	SSID	NA
2013-10-20	HB	N	channelside	HBN1	3	HBN1.3.6	SSID	NA
2013-10-20	HB	N	channelside	HBN1	3	HBN1.3.7	SSID	NA
2013-10-20	HB	N	channelside	HBN1	3	HBN1.3.8	SSID	NA
2013-10-20	HB	N	channelside	HBN2	1	HBN2.1.1	PAST	M
2013-10-20	HB	N	channelside	HBN2	1	HBN2.1.2	PAST	SA
2013-10-20	HB	N	channelside	HBN2	1	HBN2.1.3	PAST	FB, SA
2013-10-20	HB	N	channelside	HBN2	1	HBN2.1.4	SBOU	NA
2013-10-20	HB	N	channelside	HBN2	1	HBN2.1.5	SSID	M
2013-10-20	HB	N	channelside	HBN2	2	HBN2.2.1	ODIF	NA
2013-10-20	HB	N	channelside	HBN2	2	HBN2.2.2	PAST	NA
2013-10-20	HB	N	channelside	HBN2	2	HBN2.2.3	SSID	NA
2013-10-20	HB	N	channelside	HBN2	2	HBN2.2.4	SSID	NA
2013-10-20	HB	N	channelside	HBN2	3	HBN2.3.1	SBOU	FB
2013-10-20	HB	N	channelside	HBN2	3	HBN2.3.2	DSTO	PB
2013-10-20	HB	N	channelside	HBN2	3	HBN2.3.3	SSID	NA
2013-10-20	HB	N	channelside	HBN2	3	HBN2.3.4	SSID	FB
2013-10-20	HB	N	channelside	HBN2	3	HBN2.3.5	SINT	NA
2013-10-20	HB	N	channelside	HBN2	3	HBN2.3.6	SSID	M
2013-10-20	HB	N	channelside	HBN3	1	HBN3.1.1	SBOU	UD
2013-10-20	HB	N	channelside	HBN3	1	HBN3.1.2	SBOU	NA
2013-10-20	HB	N	channelside	HBN3	1	HBN3.1.3	SBOU	NA
2013-10-20	HB	N	channelside	HBN3	1	HBN3.1.4	SBOU	UD
2013-10-20	HB	N	channelside	HBN3	1	HBN3.1.5	SBOU	NA
2013-10-20	HB	N	channelside	HBN3	1	HBN3.1.6	DSTO	NA
2013-10-20	HB	N	channelside	HBN3	1	HBN3.1.7	PAST	NA
2013-10-20	HB	N	channelside	HBN3	1	HBN3.1.8	SBOU	UD
2013-10-20	HB	N	channelside	HBN3	2	HBN3.2.1	SSID	NA
2013-10-20	HB	N	channelside	HBN3	2	HBN3.2.10	PAST	SA
2013-10-20	HB	N	channelside	HBN3	2	HBN3.2.2	SSID	SA
2013-10-20	HB	N	channelside	HBN3	2	HBN3.2.3	SBOU	SA
2013-10-20	HB	N	channelside	HBN3	2	HBN3.2.4	PAST	NA
2013-10-20	HB	N	channelside	HBN3	2	HBN3.2.5	SSID	SA
2013-10-20	HB	N	channelside	HBN3	2	HBN3.2.6	SBOU	NA
2013-10-20	HB	N	channelside	HBN3	2	HBN3.2.7	SBOU	NA
2013-10-20	HB	N	channelside	HBN3	2	HBN3.2.8	PAST	NA
2013-10-20	HB	N	channelside	HBN3	2	HBN3.2.9	DSTO	NA
2013-10-20	HB	N	channelside	HBN3	3	HBN3.3.1	DCLI	SA
2013-10-20	HB	N	channelside	HBN3	3	HBN3.3.2	ODIF	PB
2013-10-20	HB	N	channelside	HBN3	3	HBN3.3.3	SBOU	UD
2013-10-20	HB	N	channelside	HBN3	3	HBN3.3.4	SBOU	NA
2013-10-20	HB	N	channelside	HBN3	3	HBN3.3.5	DSTO	NA
2013-10-20	HB	N	channelside	HBN3	3	HBN3.3.6	DSTO	NA
2013-10-20	HB	N	channelside	HBN3	3	HBN3.3.7	ODIF	NA
2013-10-20	HB	N	channelside	HBN3	3	HBN3.3.8	SSID	NA
2013-10-20	HB	N	channelside	HBN3	3	HBN3.3.9	SSID	SA
2013-10-21	HB	N	control	HBNC1	1	HBNC1.1.1	DSTO	NA
2013-10-21	HB	N	control	HBNC1	1	HBNC1.1.2	SBOU	PE
2013-10-21	HB	N	control	HBNC1	1	HBNC1.1.3	SBOU	UD
2013-10-21	HB	N	control	HBNC1	1	HBNC1.1.4	SINT	NA
2013-10-21	HB	N	control	HBNC1	1	HBNC1.1.5	DSTO	NA
2013-10-21	HB	N	control	HBNC1	1	HBNC1.1.6	SBOU	PE, UD
2013-10-21	HB	N	control	HBNC1	2	HBNC1.2.1	SBOU	NA
2013-10-21	HB	N	control	HBNC1	2	HBNC1.2.2	SBOU	PE, UD
2013-10-21	HB	N	control	HBNC1	2	HBNC1.2.3	SBOU	PE
2013-10-21	HB	N	control	HBNC1	3	HBNC1.3.1	SINT	NA
2013-10-21	HB	N	control	HBNC1	3	HBNC1.3.2	DSTO	NA
2013-10-21	HB	N	control	HBNC1	3	HBNC1.3.3	SBOU	PE
2013-10-21	HB	N	control	HBNC1	3	HBNC1.3.4	SINT	NA
2013-10-21	HB	N	control	HBNC1	3	HBNC1.3.5	DSTO	NA
2013-10-21	HB	S	channelside	HBS1	1	HBS1.1.1	DCLI	NA
2013-10-21	HB	S	channelside	HBS1	1	HBS1.1.2	SBOU	PE
2013-10-21	HB	S	channelside	HBS1	1	HBS1.1.3	PSTR	NA
2013-10-21	HB	S	channelside	HBS1	1	HBS1.1.4	DSTO	NA
2013-10-21	HB	S	channelside	HBS1	1	HBS1.1.5	ODIF	PB
2013-10-21	HB	S	channelside	HBS1	1	HBS1.1.6	MCAV	NA
2013-10-21	HB	S	channelside	HBS1	1	HBS1.1.7	DCLI	NA
2013-10-21	HB	S	channelside	HBS1	1	HBS1.1.8	SBOU	PE
2013-10-21	HB	S	channelside	HBS1	2	HBS1.2.1	SSID	NA
2013-10-21	HB	S	channelside	HBS1	2	HBS1.2.2	SBOU	PE
2013-10-21	HB	S	channelside	HBS1	2	HBS1.2.3	MCAV	NA
2013-10-21	HB	S	channelside	HBS1	2	HBS1.2.4	OFAV	NA
2013-10-21	HB	S	channelside	HBS1	2	HBS1.2.5	DSTO	NA
2013-10-21	HB	S	channelside	HBS1	3	HBS1.3.1	SBOU	PE
2013-10-21	HB	S	channelside	HBS1	3	HBS1.3.2	DSTO	NA
2013-10-21	HB	S	channelside	HBS1	3	HBS1.3.3	MCAV	PE
2013-10-21	HB	S	channelside	HBS1	3	HBS1.3.4	SSID	NA
2013-10-21	HB	S	channelside	HBS1	3	HBS1.3.5	DCLI	NA
2013-10-21	HB	S	control	HBSC1	1	HBSC1.1.1	PAST	M
2013-10-21	HB	S	control	HBSC1	1	HBSC1.1.10	SSID	NA
2013-10-21	HB	S	control	HBSC1	1	HBSC1.1.2	MCAV	NA
2013-10-21	HB	S	control	HBSC1	1	HBSC1.1.3	SINT	NA
2013-10-21	HB	S	control	HBSC1	1	HBSC1.1.4	MCAV	NA
2013-10-21	HB	S	control	HBSC1	1	HBSC1.1.5	DSTO	NA
2013-10-21	HB	S	control	HBSC1	1	HBSC1.1.6	PSTR	NA
2013-10-21	HB	S	control	HBSC1	1	HBSC1.1.7	MCAV	PE
2013-10-21	HB	S	control	HBSC1	1	HBSC1.1.8	MCAV	PE
2013-10-21	HB	S	control	HBSC1	1	HBSC1.1.9	MCAV	PE
2013-10-21	HB	S	control	HBSC1	2	HBSC1.2.1	MCAV	PE
2013-10-21	HB	S	control	HBSC1	2	HBSC1.2.10	SSID	NA
2013-10-21	HB	S	control	HBSC1	2	HBSC1.2.2	MCAV	PE
2013-10-21	HB	S	control	HBSC1	2	HBSC1.2.3	SSID	NA
2013-10-21	HB	S	control	HBSC1	2	HBSC1.2.4	MCAV	PE
2013-10-21	HB	S	control	HBSC1	2	HBSC1.2.5	DSTO	NA
2013-10-21	HB	S	control	HBSC1	2	HBSC1.2.6	DSTO	NA
2013-10-21	HB	S	control	HBSC1	2	HBSC1.2.7	SSID	NA
2013-10-21	HB	S	control	HBSC1	2	HBSC1.2.8	SBOU	PE
2013-10-21	HB	S	control	HBSC1	2	HBSC1.2.9	DSTO	NA
2013-10-21	HB	S	control	HBSC1	3	HBSC1.3.1	PSTR	SA
2013-10-21	HB	S	control	HBSC1	3	HBSC1.3.10	SINT	NA
2013-10-21	HB	S	control	HBSC1	3	HBSC1.3.2	DSTO	PE
2013-10-21	HB	S	control	HBSC1	3	HBSC1.3.3	SBOU	NA
2013-10-21	HB	S	control	HBSC1	3	HBSC1.3.4	SINT	NA
2013-10-21	HB	S	control	HBSC1	3	HBSC1.3.5	DCLI	NA
2013-10-21	HB	S	control	HBSC1	3	HBSC1.3.6	PAST	NA
2013-10-21	HB	S	control	HBSC1	3	HBSC1.3.7	DSTO	NA
2013-10-21	HB	S	control	HBSC1	3	HBSC1.3.8	DSTO	NA
2013-10-21	HB	S	control	HBSC1	3	HBSC1.3.9	MCAV	NA
2013-10-22	HB	N	channelside	HBN1	1	HBN1.1.1	SSID	NA
2013-10-22	HB	N	channelside	HBN1	1	HBN1.1.2	SSID	FB
2013-10-22	HB	N	channelside	HBN1	1	HBN1.1.3	SSID	NA
2013-10-22	HB	N	channelside	HBN1	1	HBN1.1.4	SSID	SA
2013-10-22	HB	N	channelside	HBN1	1	HBN1.1.5	SBOU	NA
2013-10-22	HB	N	channelside	HBN1	1	HBN1.1.6	SSID	SA
2013-10-22	HB	N	channelside	HBN1	1	HBN1.1.7	SSID	NA
2013-10-22	HB	N	channelside	HBN1	1	HBN1.1.8	SSID	PB
2013-10-22	HB	N	channelside	HBN1	1	HBN1.1.9	SSID	NA
2013-10-22	HB	N	channelside	HBN1	2	HBN1.2.1	SBOU	PE
2013-10-22	HB	N	channelside	HBN1	2	HBN1.2.2	SSID	SA
2013-10-22	HB	N	channelside	HBN1	2	HBN1.2.3	SSID	NA
2013-10-22	HB	N	channelside	HBN1	2	HBN1.2.4	SSID	NA
2013-10-22	HB	N	channelside	HBN1	2	HBN1.2.5	SSID	PB
2013-10-22	HB	N	channelside	HBN1	2	HBN1.2.6	SSID	NA
2013-10-22	HB	N	channelside	HBN1	3	HBN1.3.1	SBOU	PE
2013-10-22	HB	N	channelside	HBN1	3	HBN1.3.2	SSID	SA
2013-10-22	HB	N	channelside	HBN1	3	HBN1.3.3	SSID	NA
2013-10-22	HB	N	channelside	HBN1	3	HBN1.3.4	SSID	NA
2013-10-22	HB	N	channelside	HBN1	3	HBN1.3.5	SSID	NA
2013-10-22	HB	N	channelside	HBN1	3	HBN1.3.6	SSID	NA
2013-10-22	HB	N	channelside	HBN1	3	HBN1.3.7	SSID	PB
2013-10-22	HB	N	channelside	HBN1	3	HBN1.3.8	SSID	NA
2013-10-22	HB	N	channelside	HBN2	1	HBN2.1.1	PAST	M
2013-10-22	HB	N	channelside	HBN2	1	HBN2.1.2	PAST	M
2013-10-22	HB	N	channelside	HBN2	1	HBN2.1.3	PAST	FB
2013-10-22	HB	N	channelside	HBN2	1	HBN2.1.4	SBOU	NA
2013-10-22	HB	N	channelside	HBN2	1	HBN2.1.5	SSID	NA
2013-10-22	HB	N	channelside	HBN2	2	HBN2.2.1	ODIF	NA
