Date,Week,Visit,Surveyor,Site,N Site,Transect,N Transect,Coral ID,Species,Condition Code,Condition Score_calc,Sediment stress,Coral w/ Sed Stress,Proportion w/ sed stress/site,Proportion Stressed Transect,Proportion  Stressed Site,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,2,8,2,DSTO,DEAD,1,,,,0.13,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,2,8,3,MMEA,DEAD,1,,,,0.13,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,2,8,4,AAGA,PB,1,,,,0.13,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,2,8,5,DCLI,CD,1,,,,0.13,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,2,8,6,SSID,P,1,,,,0.13,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,2,8,7,MMEA,DEAD,1,,,,0.13,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,2,8,8,SSID,SED,0,,,,0.13,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,2,8,8,SSID,P,1,,,,0.13,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,1,SSID,DS,1,,,,0.10,0.04,,7,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,2,SSID,SA,1,1,1.0,0.04,0.10,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,2,SSID,P,1,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,3,SSID,SED,0,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,3,SSID,P,1,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,4,SSID,P,1,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,5,SSID,SA,1,1,1.0,0.04,0.10,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,5,SSID,P,1,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,6,CNAT,DEAD,1,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,7,MCAV,NONE,0,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,8,SSID,SED,0,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,8,SSID,P,1,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,9,MMEA,DEAD,1,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2SC2-LR,25,3,10,10,DSTR,DEAD,1,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,1,10,1,DCLI,SED,0,,,,0.10,0.03,,8,,
5/19/15,IA2,,AS,R2SC1-RR,30,1,10,2,DSTR,WP,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,1,10,3,MMEA,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,1,10,4,MCAV,WP,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,1,10,5,SBOU,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,1,10,6,DSTO,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,1,10,7,OFAV,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,1,10,8,ACER,UPM,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,1,10,9,DSTR,WP,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,1,10,10,DCLI,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,1,SBOU,UPM,1,,,,0.10,0.03,,10,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,1,SBOU,UD,1,,,,0.10,0.03,,10,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,2,MCAV,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,3,SBOU,UD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,4,DCLI,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,5,PAST,NONE,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,6,MCAV,DEAD,1,,,,0.10,0.03,,,,
5/18/15,IA2,,AS,R2SC1-RR,30,2,10,7,SBOU,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,7,SBOU,UD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,8,SSID,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,8,SSID,M,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,8,SSID,DS,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,8,SSID,UPM,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,9,SBOU,UPM,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,9,SBOU,UD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,2,10,10,DCLI,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,1,SBOU,P,1,,,,0.10,0.03,,10,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,1,SBOU,UPM,1,,,,0.10,0.03,,10,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,1,SBOU,UD,1,,,,0.10,0.03,,8,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,2,OFAV,NONE,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,3,SSID,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,3,SSID,CD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,3,SSID,DS,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,4,SBOU,UPM,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,4,SBOU,UD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,4,SBOU,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,5,DSTO,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,6,SBOU,UPM,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,6,SBOU,UD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,7,MCAV,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,7,MCAV,PE,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,8,DSTR,DEAD,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,9,SBOU,P,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2SC1-RR,30,3,10,10,DSTO,DEAD,1,,,,0.10,0.03,,,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,1,MCAV,SA,1,1,,,0.13,0.04,,8,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,1,MCAV,PBUR,1,1,1.0,0.041666667,0.13,0.04,,8,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,2,MCAV,SA,1,1,1.0,0.041666667,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,2,MCAV,WP,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,3,MCAV,DEAD,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,4,CNAT,WP,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,5,MCAV,SED,0,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,5,MCAV,PBUR,1,1,1.0,0.041666667,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,6,MCAV,WP,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,6,MCAV,SA,1,1,1.0,0.041666667,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,6,MCAV,PE,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,7,SBOU,UPM,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,7,SBOU,SED,0,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,1,8,8,DSTO,DEAD,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,2,8,1,MMEA,DEAD,1,,,,0.13,0.04,,10,,
5/20/15,IA2,,AS,R2S2-LR,24,2,8,2,PAST,SA,1,1,1.0,0.041666667,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,2,8,2,PAST,FB,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,2,8,3,SINT,SED,0,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,2,8,4,MCAV,WP,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,2,8,5,DSTO,DEAD,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,2,8,6,DSTR,DEAD,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,2,8,7,PAST,SED,0,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,2,8,8,SBOU,UPM,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,3,8,1,CNAT,DEAD,1,,,,0.13,0.04,,9,,
5/20/15,IA2,,AS,R2S2-LR,24,3,8,2,SINT,SED,0,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,3,8,3,CNAT,DEAD,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,3,8,4,SINT,SA,1,1,1.0,0.041666667,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,3,8,4,SINT,UPM,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,3,8,4,SINT,UC,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,3,8,5,PAST,M,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,3,8,5,PAST,SED,0,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,3,8,6,MMEA,DEAD,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,3,8,7,MMEA,DEAD,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S2-LR,24,3,8,8,MCAV,SA,1,1,1.0,0.041666667,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,1,MCAV,SA,1,1,,,0.10,0.04,,8,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,1,MCAV,PBUR,1,1,1.0,0.037037037,0.10,0.04,,10,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,2,MMEA,DEAD,1,,,,0.10,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,3,MCAV,SA,1,1,1.0,0.037037037,0.10,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,4,DCLI,SA,1,1,,,0.10,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,4,DCLI,PBUR,1,1,1.0,0.037037037,0.10,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,5,DSTO,DEAD,1,,,,0.10,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,6,PAST,SA,1,1,1.0,0.037037037,0.10,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,6,PAST,FB,1,,,,0.10,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,7,PAST,SA,1,1,1.0,0.037037037,0.10,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,8,SSID,SA,1,1,1.0,0.037037037,0.10,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,8,SSID,DS,1,,,,0.10,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,9,MMEA,DEAD,1,,,,0.10,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,10,SBOU,SED,0,,,,0.10,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,1,10,10,SBOU,UD,1,,,,0.10,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,2,9,1,DSTO,DEAD,1,,,,0.11,0.04,,10,,
5/20/15,IA2,,AS,R2S1-RR,27,2,9,2,PAST,SA,1,1,1.0,0.037037037,0.11,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,2,9,3,DSTO,DEAD,1,,,,0.11,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,2,9,4,PAST,SED,0,,,,0.11,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,2,9,4,PAST,FB,1,,,,0.11,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,2,9,5,DSTO,SED,0,,,,0.11,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,2,9,6,MMEA,DEAD,1,,,,0.11,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,2,9,7,MCAV,SA,1,1,1.0,0.037037037,0.11,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,2,9,8,SINT,SA,1,1,,,0.11,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,2,9,8,SINT,PBUR,1,1,1.0,0.037037037,0.11,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,2,9,9,SBOU,UPM,1,,,,0.11,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,2,9,9,SBOU,PBUR,1,1,1.0,0.037037037,0.11,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,1,EFAS,MIS,,,,,0.13,0.04,,10,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,2,DSTO,DEAD,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,3,SINT,SA,1,1,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,3,SINT,PBUR,1,1,1.0,0.037037037,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,4,SBOU,SED,0,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,4,SBOU,UC,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,5,PAST,SA,1,1,1.0,0.037037037,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,6,SSID,SED,0,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,6,SSID,M,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,7,SBOU,PBUR,1,1,1.0,0.037037037,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,7,SBOU,UC,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,8,SSID,SED,0,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,8,SSID,P,1,,,,0.13,0.04,,,,
5/20/15,IA2,,AS,R2S1-RR,27,3,8,9,SBOU,UPM,1,,,,0.13,0.04,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,1,10,1,MCAV,PE,1,,,,0.10,0.03,,10,,
5/19/15,IA2,,AS,R2NC2-RR,30,1,10,2,MCAV,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,1,10,3,MCAV,WP,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,1,10,4,DSTO,WP,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,1,10,5,MCAV,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,1,10,6,DSTO,NONE,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,1,10,7,SINT,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,1,10,7,SINT,P,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,1,10,8,MCAV,P,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,1,10,9,DSTO,SA,1,1,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,1,10,9,DSTO,PBUR,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,1,10,10,MCAV,M,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,1,SBOU,SED,0,,,,0.10,0.03,,9,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,1,SBOU,PBUR,1,1,1.0,0.033333333,0.10,0.03,,9,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,1,SBOU,P,1,,,,0.10,0.03,,9,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,2,SBOU,CM,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,2,SBOU,UC,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,3,SSID,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,4,MCAV,PE,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,5,MCAV,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,5,MCAV,PE,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,6,MCAV,NONE,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,7,MCAV,NONE,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,8,MCAV,WP,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,9,MCAV,NONE,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,2,10,10,MCAV,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,3,10,1,MCAV,PE,1,,,,0.10,0.03,,6,,
5/19/15,IA2,,AS,R2NC2-RR,30,3,10,2,MCAV,PE,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,3,10,3,SSID,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,3,10,3,SSID,FB,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,3,10,4,MCAV,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,3,10,5,SINT,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,3,10,6,SINT,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,3,10,6,SINT,P,1,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,3,10,7,MCAV,SA,1,1,1.0,0.033333333,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,3,10,8,SINT,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,3,10,9,SSID,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC2-RR,30,3,10,10,MCAV,SED,0,,,,0.10,0.03,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,1,10,1,PAST,NONE,0,,,,0.10,0.04,,9,,
5/19/15,IA2,,AS,R2NC1-LR,28,1,10,2,DSTO,DEAD,1,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,1,10,3,SSID,SED,0,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,1,10,3,SSID,P,1,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,1,10,4,MCAV,NONE,0,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,1,10,5,PAST,SED,0,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,1,10,5,PAST,FB,1,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,1,10,6,PAST,M,1,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,1,10,7,SSID,SA,1,1,1.0,0.035714286,0.10,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,1,10,7,SSID,P,1,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,1,10,8,PAST,SED,0,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,1,10,9,PAST,NONE,0,,,,0.10,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,1,10,10,SSID,SA,1,1,1.0,0.035714286,0.10,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,2,9,1,MCAV,PE,1,,,,0.11,0.04,,10,,
5/19/15,IA2,,AS,R2NC1-LR,28,2,9,2,PAST,FB,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,2,9,3,SBOU,SED,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,2,9,3,SBOU,PBUR,1,1,1.0,0.035714286,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,2,9,3,SBOU,P,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,2,9,4,PAST,NONE,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,2,9,5,PAST,FB,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,2,9,6,PAST,NONE,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,2,9,7,PAST,NONE,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,2,9,8,SSID,SED,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,2,9,9,PAST,MIS,,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,2,9,10,PAST,SA,1,1,1.0,0.035714286,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,3,9,1,MMEA,WP,1,,,,0.11,0.04,,10,,
5/19/15,IA2,,AS,R2NC1-LR,28,3,9,2,SINT,SED,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,3,9,3,MCAV,MIS,,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,3,9,4,PAST,FB,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,3,9,5,DCLI,SED,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,3,9,5,DCLI,P,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,3,9,6,MCAV,NONE,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,3,9,7,PAST,FB,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,3,9,8,DSTO,UPM,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,3,9,9,PAST,NONE,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2NC1-LR,28,3,9,10,PAST,FB,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,1,SINT,P,1,,,,0.11,0.04,,10,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,1,SINT,SED,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,1,SINT,UPM,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,2,MCAV,SA,1,1,1.0,0.041666667,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,3,MCAV,SED,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,4,SSID,DEAD,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,5,DSTO,DEAD,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,6,SBOU,SA,1,1,1.0,0.041666667,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,6,SBOU,UD,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,6,SBOU,UC,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,7,SSID,SED,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,7,SSID,UPM,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,8,SBOU,UPM,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,8,SBOU,UD,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,8,SBOU,SA,1,1,1.0,0.041666667,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,9,SSID,SED,0,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,9,SSID,P,1,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,1,9,10,SSID,MIS,,,,,0.11,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,2,6,1,SINT,SED,0,,,,0.17,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,2,6,1,SINT,PBUR,1,1,1.0,0.041666667,0.17,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,2,6,2,MCAV,SED,0,,,,0.17,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,2,6,3,MCAV,SED,0,,,,0.17,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,2,6,3,MCAV,P,1,,,,0.17,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,2,6,4,MCAV,DEAD,1,,,,0.17,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,2,6,5,SBOU,UPM,1,,,,0.17,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,2,6,5,SBOU,UD,1,,,,0.17,0.04,,,,
5/19/15,IA2,,AS,R2N2-LR,24,2,6,5,SBOU,SA,1,1,1.0,0.041666667,0.17,0.04,,,,
