Date,Week,Visit,Surveyor,Site,N Site,Transect,N Transect,Coral ID,Species,Condition Code,Condition Score_calc,Sediment stress,Coral w/ Sed Stress,Proportion w/ sed stress/site,Proportion Stressed Transect,Proportion  Stressed Site,,,Overall Scleractinian Stress Proportions,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,1,10,1,DCLI,SA,1,1,1.0,0.034482759,0.10,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,1,10,1,DCLI,PM,1,,,,0.10,0.03,,,Visit,(blank),,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,1,10,2,PAST,FB,1,,,,0.10,0.03,,,Condition Code,(Multiple Items),,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,1,10,2,PAST,SA,1,1,1.0,0.034482759,0.10,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,1,10,3,SBOU,SA,1,1,1.0,0.034482759,0.10,0.03,,,Max of Condition Score_calc,Column Labels,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,1,10,3,SBOU,PM,1,,,,0.10,0.03,,,Row Labels,R2SC1-RR,R2SC2-LR,R2S1-400M,R2S1-200M,R2S1-RR,R2S2-LR,R2NC2-RR,R2NC1-LR,R2N1-850M,R2N1-550M,R2N1-RR,R2N2-LR,R3SC1-CP,R3SC2-LR,R3SC3-SG,R3S-150M,R3S-50M,R3S1-CP,R3S2-LR,R3S3-SG,R3NC1-LR,R3N-250M,R3N1-150M,R3N1-LR
5/21/15,,,AS,R2S1-200M,29,1,10,3,SBOU,FB,1,,,,0.10,0.03,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,1,10,3,SBOU,PBUR,1,1,1.0,0.034482759,0.10,0.03,,,1,0,,1,1,1,1,1,0,0,0,1,1,1,1,,1,1,,0,1,0,0,1,0
5/21/15,,,AS,R2S1-200M,29,1,10,4,SINT,SED,0,,,,0.10,0.03,,,2,1,1,1,1,,1,0,,1,1,,1,1,,,1,1,0,0,1,0,0,0,1
5/21/15,,,AS,R2S1-200M,29,1,10,4,SINT,PM,1,,,,0.10,0.03,,,3,,,1,1,1,,1,1,1,0,,0,0,,0,0,0,0,1,1,1,1,1,0
5/21/15,,,AS,R2S1-200M,29,1,10,4,SINT,PBUR,1,1,1.0,0.034482759,0.10,0.03,,,4,1,,1,1,1,1,1,0,1,1,,,1,,0,1,0,1,0,1,1,1,1,0
5/21/15,,,AS,R2S1-200M,29,1,10,5,SINT,SA,1,1,1.0,0.034482759,0.10,0.03,,,5,,,0,1,,1,0,1,,1,1,,0,,0,1,1,1,1,0,,1,1,1
5/21/15,,,AS,R2S1-200M,29,1,10,6,SBOU,SED,0,,,,0.10,0.03,,,6,,,1,1,1,1,0,1,,1,1,1,0,1,1,1,1,0,,1,,1,0,1
5/21/15,,,AS,R2S1-200M,29,1,10,6,SBOU,UC,1,,,,0.10,0.03,,,7,0,,,1,1,1,1,1,,1,1,1,,,1,0,0,,1,1,1,1,0,
5/21/15,,,AS,R2S1-200M,29,1,10,6,SBOU,PM,1,,,,0.10,0.03,,,8,1,,,1,1,,1,0,,1,1,1,1,,,1,,,,0,,0,0,
5/21/15,,,AS,R2S1-200M,29,1,10,7,SSID,SA,1,1,1.0,0.034482759,0.10,0.03,,,9,1,,,1,,,1,0,,0,1,1,1,,,1,,,,,,0,0,
5/21/15,,,AS,R2S1-200M,29,1,10,7,SSID,DS,1,,,,0.10,0.03,,,10,1,,,1,1,,1,1,,1,,,0,,,0,,,,,,1,,
5/21/15,,,AS,R2S1-200M,29,1,10,8,SINT,SA,1,1,1.0,0.034482759,0.10,0.03,,,2,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,1,10,9,DCLI,SA,1,1,1.0,0.034482759,0.10,0.03,,,1,1,,1,1,,,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,
5/21/15,,,AS,R2S1-200M,29,1,10,9,DCLI,PM,1,,,,0.10,0.03,,,2,0,,1,1,1,1,1,1,0,1,1,0,,1,1,1,0,0,1,1,1,1,0,
5/21/15,,,AS,R2S1-200M,29,1,10,10,SBOU,UPM,1,,,,0.10,0.03,,,3,1,,1,0,,0,0,1,1,1,1,1,1,1,0,1,0,,1,0,1,0,1,0
5/21/15,,,AS,R2S1-200M,29,1,10,10,SBOU,SED,0,,,,0.10,0.03,,,4,1,1,1,1,1,1,1,0,0,1,,,0,,1,1,0,1,0,1,0,0,0,
5/21/15,,,AS,R2S1-200M,29,2,10,1,SINT,SED,0,,,,0.10,0.03,,,5,0,1,1,1,0,,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,0
5/21/15,,,AS,R2S1-200M,29,2,10,1,SINT,UC,1,,,,0.10,0.03,,,6,,1,1,1,,,0,0,,1,1,0,0,1,1,,0,1,0,,1,1,1,1
5/21/15,,,AS,R2S1-200M,29,2,10,2,PAST,SA,1,1,1.0,0.034482759,0.10,0.03,,,7,1,,1,1,1,0,0,0,,1,0,,,0,0,,0,,1,,,,1,0
5/21/15,,,AS,R2S1-200M,29,2,10,3,PPOR,SED,0,,,,0.10,0.03,,,8,1,1,,1,1,1,1,0,,0,,,1,,1,,1,,,1,,,,1
5/21/15,,,AS,R2S1-200M,29,2,10,4,SSID,SED,0,,,,0.10,0.03,,,9,1,,,1,1,,0,,,0,1,,,,,,1,,,,,,,
5/21/15,,,AS,R2S1-200M,29,2,10,4,SSID,DS,1,,,,0.10,0.03,,,10,1,,,1,,,0,1,,1,,,,,,,0,,,,,,,
5/21/15,,,AS,R2S1-200M,29,2,10,4,SSID,PM,1,,,,0.10,0.03,,,3,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,2,10,5,SINT,CD,1,,,,0.10,0.03,,,1,1,1,0,1,,,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1
5/21/15,,,AS,R2S1-200M,29,2,10,5,SINT,SA,1,1,1.0,0.034482759,0.10,0.03,,,2,0,1,1,1,,0,1,0,1,1,1,0,0,0,1,0,1,,1,0,0,1,0,1
5/21/15,,,AS,R2S1-200M,29,2,10,6,SBOU,UPM,1,,,,0.10,0.03,,,3,1,1,0,1,1,,1,,1,1,1,1,1,,,1,0,1,,0,,,0,1,
5/21/15,,,AS,R2S1-200M,29,2,10,6,SBOU,UD,1,,,,0.10,0.03,,,4,1,1,0,1,1,1,0,1,1,0,,1,0,1,1,0,0,1,1,0,1,,0,0,
5/21/15,,,AS,R2S1-200M,29,2,10,7,SINT,SED,0,,,,0.10,0.03,,,5,,1,0,1,1,1,0,1,0,1,,0,0,1,1,,1,1,1,1,1,,1,1,
5/21/15,,,AS,R2S1-200M,29,2,10,7,SINT,UPM,1,,,,0.10,0.03,,,6,1,,,0,1,,1,0,1,0,,,,1,0,,0,1,0,1,0,,1,0,
5/21/15,,,AS,R2S1-200M,29,2,10,8,SBOU,UPM,1,,,,0.10,0.03,,,7,1,0,,1,1,,1,1,0,1,,1,,,,,0,0,,,1,,0,1,
5/21/15,,,AS,R2S1-200M,29,2,10,8,SBOU,PB ,1,,,,0.10,0.03,,,8,,1,,1,1,1,0,1,,1,,1,,1,,,,,1,0,0,,1,1,
5/21/15,,,AS,R2S1-200M,29,2,10,8,SBOU,PM,1,,,,0.10,0.03,,,9,1,,,1,1,,0,0,,1,0,0,,,1,,,,1,,0,,0,,
5/21/15,,,AS,R2S1-200M,29,2,10,9,SBOU,UPM,1,,,,0.10,0.03,,,10,,,,,,,0,1,,0,1,,,,,,,,1,,0,,0,,
5/21/15,,,AS,R2S1-200M,29,2,10,9,SBOU,UD,1,,,,0.10,0.03,,,Count,23,12,18,29,20,15,30,27,16,30,18,20,20,13,18,19,24,15,21,21,20,18,26,19,0
5/21/15,,,AS,R2S1-200M,29,2,10,9,SBOU,CM,1,,,,0.10,0.03,,,Stressed,18,11,13,27,19,12,17,16,11,22,15,14,10,11,11,12,10,10,14,13,12,12,13,11,0
5/21/15,,,AS,R2S1-200M,29,2,10,9,SBOU,PBUR,1,1,1.0,0.034482759,0.10,0.03,,,Proportion of stressed,0.78,0.92,0.72,0.93,0.95,0.80,0.57,0.59,0.69,0.73,0.83,0.70,0.50,0.85,0.61,0.63,0.42,0.67,0.67,0.62,0.60,0.67,0.50,0.58,#DIV/0!
5/21/15,,,AS,R2S1-200M,29,2,10,10,SBOU,PBUR,1,1,1.0,0.034482759,0.10,0.03,,,Stdev,0.42,0.29,0.46,0.26,0.22,0.41,0.50,0.50,0.48,0.45,0.38,0.47,0.51,0.38,0.50,0.50,0.50,0.49,0.48,0.50,0.50,0.49,0.51,0.51,#DIV/0!
5/21/15,,,AS,R2S1-200M,29,3,9,1,SBOU,UPM,1,,,,0.11,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,3,9,2,MCAV,SED,0,,,,0.11,0.03,,,Visit,2,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,3,9,2,MCAV,WP,1,,,,0.11,0.03,,,Condition Code,(Multiple Items),,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,3,9,3,SBOU,UD,1,,,,0.11,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,3,9,3,SBOU,UPM,1,,,,0.11,0.03,,,Max of Condition Score_calc,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,3,9,4,MCAV,SA,1,1,,,0.11,0.03,,,Row Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,3,9,4,MCAV,PBUR,1,1,1.0,0.034482759,0.11,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,3,9,4,MCAV,PM,1,,,,0.11,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,3,9,5,SBOU,SA,1,1,1.0,0.034482759,0.11,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,3,9,6,SINT,SED,0,,,,0.11,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,3,9,7,MCAV,SA,1,1,1.0,0.034482759,0.11,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,3,9,8,DCLI,SA,1,1,,,0.11,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,3,9,8,DCLI,PBUR,1,1,1.0,0.034482759,0.11,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/15,,,AS,R2S1-200M,29,3,9,9,DCLI,SA,1,1,1.0,0.034482759,0.11,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/15,,,AS,R2S1-400M,18,1,6,1,PPOR,SED,0,,,,0.17,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/15,,,AS,R2S1-400M,18,1,6,1,PPOR,FB,1,,,,0.17,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/15,,,AS,R2S1-400M,18,1,6,2,SBOU,SED,0,,,,0.17,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/15,,,AS,R2S1-400M,18,1,6,2,SBOU,P,1,,,,0.17,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/15,,,AS,R2S1-400M,18,1,6,3,SBOU,UD,1,,,,0.17,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
