8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,35,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,18,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,10,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,30,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,55,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,25,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,22,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,17,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,28,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,SA,30,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,SA,10,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,SA,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,10,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,7,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,23,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,13,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,SA,17,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,13,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,25,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,18,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,13,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,10,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,25,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,30,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,20,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,33,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,10,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,20,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,17,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,7,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,23,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,23,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Finger,,,,,18,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,20,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,13,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,15,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,12,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,15,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,22,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,25,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,18,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,7,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,7,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,25,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,17,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Lumpy,,,,,13,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Lumpy,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Lumpy,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Lumpy,,,,,18,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Lumpy,,,,SA,25,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Lumpy,,,,SA,15,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Lumpy,,,,SA,10,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Lumpy,,,,,10,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Lumpy,,,,SA,18,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Lumpy,,,,,20,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Xestospongia,,,,AO,43,,
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Xestospongia,,,,SA,43,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Sponge,Cliona,,,,,25,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,SA,30,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,SA,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,M,23,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,M,20,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,M,13,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,15,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,18,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,23,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,10,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,13,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,7,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,7,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,8,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,7,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,5,,1
8/21/16,PC,R2SC1,2,RF,,,,,,,,,,,,,Zoanthid,,,,,,25,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,,7,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,SA,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,,7,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,,4,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,SA,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,SA,7,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,SA,4,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,,4,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,SA,8,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,SA,20,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,SA,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,SA,7,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,,4,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,,4,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Ball,,,,SA,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Vase,,,,,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Vase,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Vase,,,,UPM,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Vase,,,,SA,4,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Vase,,,,SA,13,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Vase,,,,,4,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Tube,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Tube,,,,,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Tube,,,,,7,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Tube,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Tube,,,,,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Tube,,,,,16,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,20,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,35,,
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,CY,35,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,20,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,14,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,13,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,30,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,20,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,22,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,25,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,30,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,21,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,18,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,30,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,40,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,25,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,10,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,28,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,13,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,25,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,3,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,4,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,4,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,28,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,8,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,30,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,10,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,30,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,14,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,50,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,10,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,20,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,24,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,18,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,14,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,15,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,18,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,20,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,CY,10,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,30,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,20,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,22,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,27,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,10,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,50,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,10,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,11,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,14,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,10,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,11,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,45,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,20,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,10,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,15,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,22,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,20,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,45,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,30,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,27,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,SA,17,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,30,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,40,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Finger,,,,,20,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,6,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,10,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,16,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,16,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,8,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,5,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,SA,12,,1
8/21/16,PC,R2SC1,3,JC,,,,,,,,,,,,,Sponge,Encrusting,,,,,13,,1
